tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Leos Friedl" ,"David Martin" ,2 ,1 ,6 ,3 ,6 , , ,4 ,6 ,3 , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Rajeev Ram" ,"Karan Rastogi" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Alexander Kudryavtsev" ,"Purav Raja" ,2 ,0 ,6 ,6 , , , ,0 ,1 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Go Soeda" ,"Daniel Puttkammer" ,1 ,0 ,5 , , , , ,2 , , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Edouard Roger Vasselin" ,"Shahbaaz Khan" ,2 ,0 ,6 ,6 , , , ,0 ,0 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Ivo Minar" ,"N. Vijay Sundar Prashanth" ,2 ,0 ,6 ,6 , , , ,1 ,3 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Konstantin Kravchuk" ,"Divij Sharan" ,2 ,0 ,6 ,7 , , , ,2 ,6 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Vishnu Vardhan" ,"Conor Niland" ,2 ,1 ,4 ,7 ,6 , , ,6 ,5 ,4 , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Franko Skugor" ,"Sanam Singh" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Evgeny Kirillov" ,"Ajai Selvaraj" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Yuichi Sugita" ,"Ranjeet Virali Murugesan" ,2 ,0 ,6 ,6 , , , ,3 ,0 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Rupesh Roy" ,"Vignesh Peranamallur Chandrasekhar" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Ante Pavic" ,"Aisam Qureshi" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"David Goffin" ,"Akash Wagh" ,2 ,0 ,6 ,6 , , , ,1 ,1 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Milos Raonic" ,"Aldin Setkic" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Aircel Chennai Open - Chennai" ,2011-01-01 ,"Karunuday Singh" ,"Andreas Gremelmayr" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Stefan Koubek" ,"Juan Sebastian Cabal" ,2 ,0 ,6 ,6 , , , ,0 ,3 , , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Dmitry Tursunov" ,"James Duckworth" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Peter Luczak" ,"Alexander Peya" ,2 ,1 ,4 ,6 ,6 , , ,6 ,1 ,4 , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Bastian Knittel" ,"Dusan Lojda" ,2 ,1 ,6 ,4 ,6 , , ,1 ,6 ,3 , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Greg Jones" ,"Simon Greul" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Marco Crugnola" ,"Brydan Klein" ,2 ,1 ,3 ,6 ,6 , , ,6 ,4 ,3 , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Matthias Bachinger" ,"Robert Farah" ,2 ,0 ,6 ,6 , , , ,2 ,0 , , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Peter Polansky" ,"Benjamin Mitchell" ,2 ,1 ,6 ,6 ,6 , , ,1 ,7 ,3 , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Adrian Mannarino" ,"Carsten Ball" ,2 ,1 ,7 ,6 ,7 , , ,5 ,7 ,6 , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Tatsuma Ito" ,"Ivan Sergeyev" ,2 ,0 ,7 ,7 , , , ,5 ,5 , , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Richard Berankis" ,"Jean Rene Lisnard" ,2 ,1 ,6 ,6 ,6 , , ,7 ,1 ,3 , ,
"Brisbane International - Brisbane" ,2011-01-01 ,"Ryan Harrison" ,"Michael Russell" ,1 ,0 ,4 , , , , ,0 , , , ,
