tournament,surface,level,federation
Internationaux du Doubs - Besancon 2008 ,I. HARD ,atp ,ATP
Abierto Mexicano Telcel - Acapulco 2008 ,CLAY ,atp ,ATP
Regions Morgan Keegan Championships - Memphis 2008 ,I. HARD ,atp ,ATP
PBZ Zagreb Indoors - Zagreb 2008 ,CARPET ,atp ,ATP
5 Volkswagen Challenger - Wolfsburg 2008 ,CARPET ,challeger ,ATP
Challenger DCNS de Cherbourg - Cherbourg 2008 ,I. HARD ,challeger ,ATP
Challenger de Providencia-Copa Kia - Santiago 2008 ,CLAY ,challeger ,ATP
Tennis Channel Open - Las Vegas 2008 ,HARD ,atp ,ATP
The Dubai Tennis Championships - Dubai 2008 ,HARD ,atp ,ATP
Shimadzu All Japan Indoor Tennis Championships - Kyoto 2008 ,CARPET ,atp ,ATP
Bancolombia Open - Bogota 2008 ,CLAY ,atp ,ATP
Abierto Internacional de Salinas 'Dario Expreso' - Salinas 2008 ,HARD ,atp ,ATP
Morocco Tennis Tour - Tanger 2008 ,CLAY ,atp ,ATP
Pacific Life Open - Indian Wells 2008 ,HARD ,atp ,ATP
BH Indoor Sarajevo - Sarajevo 2008 ,I. HARD ,atp ,ATP
Morocco Tennis Tour - Meknes 2008 ,CLAY ,atp ,ATP
San Luis Potosi Challenger - San Luis Potosi 2008 ,CLAY ,challeger ,ATP
BMW Tennis Championship - Sunrise 2008 ,HARD ,atp ,ATP
12 Open Barletta Citta Della Disfida Trofeo Angeldevil - Barletta 2008 ,CLAY ,atp ,ATP
AGT Challenger - Leon 2008 ,HARD ,challeger ,ATP
Sony Ericsson Open - Miami 2008 ,HARD ,atp ,ATP
Open Prevadies St. Brieuc Cotes D'Amor - St. Brieuc 2008 ,CLAY ,atp ,ATP
Tennis Napoli Cup - Napoli 2008 ,CLAY ,atp ,ATP
Mitsubishi Electric Europe Cup - Monza 2008 ,CLAY ,atp ,ATP
Puerto Rico Challenger Tennis Event - Humacao 2008 ,HARD ,challeger ,ATP
"Davis Cup, Group 1, 2R, AUS-THA 5-0 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, BLR-SUI 1-4 2008 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, BRA-COL 4-1 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, CHI-CAN 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, CRO-ITA 3-2 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, IND-JPN 3-2 2008 ",GRASS ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, KAZ-TPE 2-3 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, MKD-NED 1-4 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, PHI-UZB 2-3 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, SVK-GEO 4-1 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, AHO-BOL 3-2 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, ALG-HUN 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, BAH-PAR 1-4 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, CYP-SLO 3-2 2008 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, ECU-DOM 4-1 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, FIN-RSA 1-4 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, HKG-LIB 3-2 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, INA-CHN 2-3 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, IRL-MAR 3-2 2008 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, KUW-NZL 0-5 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, LUX-DEN 0-5 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, MON-GRE 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, OMA-POC 3-2 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, POR-TUN 4-1 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, UKR-EGY 5-0 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, VEN-ESA 4-1 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, QF, ARG-SWE 4-1 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, GER-ESP 1-4 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QF, RUS-CZE 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, USA-FRA 4-1 2008 ",I. HARD ,DAVIS ,ITF
Estoril Open - Estoril 2008 ,CLAY ,atp ,ATP
Open de Tenis Comunidad Valenciana - Valencia 2008 ,CLAY ,atp ,ATP
U.S. Mens's Clay Court Championship - Houston 2008 ,CLAY ,atp ,ATP
Busan Open Challenger Tennis - Busan 2008 ,HARD ,challeger ,ATP
Status Athens Open - Athens 2008 ,CLAY ,atp ,ATP
3Â° Challenger Internazionale Dell'Insurbia 2008 - Chiasso 2008 ,CLAY ,challeger ,ATP
Challenger Casablanca San Angel - Mexico City 2008 ,HARD ,challeger ,ATP
III Aberto Santa Catarina de Tenis - Florianopolis 2008 ,CLAY ,atp ,ATP
Tallahassee Tennis Challenger - Tallahassee 2008 ,HARD ,challeger ,ATP
Masters Series Monte-Carlo - Monte-Carlo 2008 ,CLAY ,atp ,ATP
Baton Rouge Pro Tennis Classic - Baton Rouge 2008 ,HARD ,atp ,ATP
XL Bermuda Open - Bermuda 2008 ,CLAY ,atp ,ATP
1Â° Torneo Challenger Series 12Â° Trofeo Paolo Corazzi - Cremona 2008 ,HARD ,challeger ,ATP
BMW Open - Munich 2008 ,CLAY ,atp ,ATP
Open SEAT 2008 - Barcelona 2008 ,CLAY ,atp ,ATP
III Isla de Lanzarote - Lanzarote 2008 ,HARD ,atp ,ATP
Roma Open Challenger - Rome 2008 ,CLAY ,challeger ,ATP
Tunis Open - Tunis 2008 ,CLAY ,atp ,ATP
ECM Prague Open 2008 - Prague 2008 ,CLAY ,atp ,ATP
Campionati BNL dâ€™Italia - Rome 2008 ,CLAY ,atp ,ATP
Men's Pro Challenger at Tunica National - Tunica 2008 ,CLAY ,challeger ,ATP
Morocco Tennis Tour - Rabat 2008 ,CLAY ,atp ,ATP
Ostdeutscher Sparkassen Cup - Dresden 2008 ,CLAY ,atp ,ATP
Prosperita Open 2008 - Ostrava 2008 ,CLAY ,atp ,ATP
Rijeka Open - Rijeka 2008 ,CLAY ,atp ,ATP
III Challenger Isla de Gran Canaria Ciudad de Telde - Telde 2008 ,CLAY ,challeger ,ATP
Masters Series Hamburg - Hamburg 2008 ,CLAY ,atp ,ATP
BNP Paribas Primrose - Bordeaux 2008 ,CLAY ,atp ,ATP
Hurricane Tennis Open - Bradenton 2008 ,CLAY ,atp ,ATP
Morocco Tennis Tour - Marrakech 2008 ,CLAY ,atp ,ATP
Pharma Medico Open 2008 - Aarhus 2008 ,CLAY ,atp ,ATP
Sail Open - New Delhi 2008 ,HARD ,atp ,ATP
San Remo Tennis Cup - San Remo 2008 ,CLAY ,atp ,ATP
Zagreb Open - Zagreb 2008 ,CLAY ,atp ,ATP
Grand Prix Hassan II - Casablanca 2008 ,CLAY ,atp ,ATP
The Hypo Group Tennis International 2008 - Poertschach 2008 ,CLAY ,atp ,ATP
ARAG World Team Championship - Dusseldorf 2008 ,CLAY ,atp ,ATP
New Delhi Challenger II - New Delhi 2008 ,HARD ,challeger ,ATP
Fergana Challenger - Fergana 2008 ,HARD ,challeger ,ATP
French Open - Paris 2008 ,CLAY ,grandSlam ,GS
Countrywide Classic USTA Men's Challenger - Carson 2008 ,HARD ,challeger ,ATP
Izmir Cup - Izmir 2008 ,HARD ,atp ,ATP
Baden Open - Karlsruhe 2008 ,CLAY ,atp ,ATP
Trofeo Cassa di Risparmio di Alessandria - Alessandria 2008 ,CLAY ,atp ,ATP
French Open (juniors) 2008 ,CLAY ,grandSlam ,GS
Unicredit Czech Open - Prostejov 2008 ,CLAY ,atp ,ATP
Memorial A. Manfredini Sassuolo Challenger - Sassuolo 2008 ,CLAY ,challeger ,ATP
Schickendanz Open - Furth 2008 ,CLAY ,atp ,ATP
Sunset Moulding Challenger - Yuba City 2008 ,HARD ,challeger ,ATP
The Surbiton Trophy - Surbiton 2008 ,GRASS ,atp ,ATP
Gerry Weber Open - Halle 2008 ,GRASS ,atp ,ATP
Orange Warsaw Open - Warsaw 2008 ,CLAY ,atp ,ATP
The Artois Championships - London 2008 ,GRASS ,atp ,ATP
Bulgarian Open Challenger - Sofia 2008 ,CLAY ,challeger ,ATP
Kosice Open-Steelers Cup 2008 - Kosice 2008 ,CLAY ,atp ,ATP
Zenith Tennis Cup-Harbour Club - Milan 2008 ,CLAY ,atp ,ATP
Ordina Open - â€™s-Hertogenbosch 2008 ,GRASS ,atp ,ATP
The Nottingham Open - Nottingham 2008 ,GRASS ,atp ,ATP
Guzzini Challenger - Recanati 2008 ,HARD ,challeger ,ATP
Nord LB Open - Braunschweig 2008 ,CLAY ,atp ,ATP
Polska Energia Open - Bytom 2008 ,CLAY ,atp ,ATP
Wimbledon - London 2008 ,GRASS ,grandSlam ,GS
14Â° Torneo B. Camparini- Lines Trophy - Reggio Emilia 2008 ,CLAY ,atp ,ATP
Mamaia Challenger - Constanta 2008 ,CLAY ,challeger ,ATP
Wimbledon (juniors) 2008 ,GRASS ,grandSlam ,GS
Dublin Challenger - Dublin 2008 ,CARPET ,challeger ,ATP
Nielsen USTA Pro Tennis Championship - Winnetka 2008 ,HARD ,atp ,ATP
BSI Challenger Lugano - Lugano 2008 ,CLAY ,challeger ,ATP
Open Diputacion Ciudad de Pozoblanco - Cordoba 2008 ,HARD ,atp ,ATP
Sporting Challenger '08-Trofeo Regione Piemonte - Turin 2008 ,CLAY ,challeger ,ATP
Allianz Suisse Open Gstaad - Gstaad 2008 ,CLAY ,atp ,ATP
Campbellâ€™s Hall of Fame Tennis Championships - Newport 2008 ,GRASS ,atp ,ATP
Catella Swedish Open - Bastad 2008 ,CLAY ,atp ,ATP
Mercedes Cup - Stuttgart 2008 ,CLAY ,atp ,ATP
Azerbaijan F1 2008 ,CLAY ,atp ,ATP
Challenger Banque Nationale - Granby 2008 ,HARD ,challeger ,ATP
Israel Open in Memory of Col. Ilan Ramon - Ramat Hasharon 2008 ,HARD ,atp ,ATP
San Benedetto Challenger - San Benedetto 2008 ,CLAY ,challeger ,ATP
Seguros Bolivar Open - Bogota 2008 ,CLAY ,atp ,ATP
Siemens Open - Scheveningen 2008 ,CLAY ,atp ,ATP
ATP Studena Croatia Open Umag - Umag 2008 ,CLAY ,atp ,ATP
Austrian Open - Kitzbuhel 2008 ,CLAY ,atp ,ATP
Dutch Open Tennis - Amersfoort 2008 ,CLAY ,atp ,ATP
Indianapolis Tennis Championships - Indianapolis 2008 ,HARD ,atp ,ATP
Moncton Men's Challenger - Moncton 2008 ,HARD ,challeger ,ATP
Riviera de Rimini Challenger - Rimini 2008 ,CLAY ,challeger ,ATP
The Comercia Bank Challenger - Aptos 2008 ,HARD ,challeger ,ATP
V Manta Open-Trofeo Ricardo Delgado Aray - Manta 2008 ,HARD ,atp ,ATP
Oberstaufen Cup-Head German Master's Series - Oberstaufen 2008 ,CLAY ,atp ,ATP
The LTA Manchester Trophy - Manchester 2008 ,GRASS ,atp ,ATP
"Davis Cup, Group 1, PO, BLR-POL 1-4 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, IRL-UKR 2-3 2008 ",GRASS ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, MON-ALG 5-0 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, POR-CYP 5-0 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, RSA-DEN 5-0 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, PO, EGY-MAR 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, PO, FIN-LUX 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, PO, GRE-HUN 0-5 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, PO, SLO-TUN 4-1 2008 ",CLAY ,DAVIS ,ITF
Rogers Masters - Toronto 2008 ,HARD ,atp ,ATP
Fifth Third Bank Tennis Championships - Lexington 2008 ,HARD ,atp ,ATP
Medjurgorje Open - Medjugorje 2008 ,CLAY ,atp ,ATP
Penza Cup 2008 - Penza 2008 ,HARD ,atp ,ATP
Porsche Open - Poznan 2008 ,CLAY ,atp ,ATP
San Marino CEPU Open - San Marino 2008 ,CLAY ,atp ,ATP
Western & Southern Financial Group Masters - Cincinnati 2008 ,HARD ,atp ,ATP
Aamulehti Tampere Open - Tampere 2008 ,CLAY ,atp ,ATP
BH Tenis Open International Cup 2008 - Belo Horizonte 2008 ,HARD ,atp ,ATP
Kos Succhetti Tennis Cup - Cordenons 2008 ,CLAY ,atp ,ATP
Oldum Brown Vancouver Open - Vancouver 2008 ,HARD ,atp ,ATP
s'Tennis Masters Challenger - Graz 2008 ,CLAY ,challeger ,ATP
Timisoara Challenger - Timisoara 2008 ,CLAY ,challeger ,ATP
Mordovia Cup 2008 - Saransk 2008 ,CLAY ,atp ,ATP
Countrywide Classic - Los Angeles 2008 ,HARD ,atp ,ATP
ATP Open Castilla y Leon - Segovia 2008 ,HARD ,atp ,ATP
Credicard Citi Mastercard Tennis Cup - Campos do Jordao 2008 ,HARD ,atp ,ATP
Levene Gouldin & Thompson Tennis Challenger - Binghamton 2008 ,HARD ,challeger ,ATP
New Delhi Challenger III - New Delhi 2008 ,HARD ,challeger ,ATP
Samarkand Challenger - Samarkand 2008 ,CLAY ,challeger ,ATP
Legg Mason Tennis Classic - Washington 2008 ,HARD ,atp ,ATP
Olympics - Beijing 2008 ,HARD ,atp ,ATP
Akbank Private Banking TED Open - Istanbul 2008 ,HARD ,atp ,ATP
Bukhara Challenger - Bukhara 2008 ,HARD ,challeger ,ATP
GHI Bronx Tennis Classic - Bronx 2008 ,HARD ,atp ,ATP
LXVII Concurso Internacional de Tenis Cidade de Vigo - Vigo 2008 ,CLAY ,atp ,ATP
New Delhi Challenger IV - New Delhi 2008 ,HARD ,challeger ,ATP
Pilot Pen Tennis - New Haven 2008 ,HARD ,atp ,ATP
84Â° Concurso Internacional Tenis San Sebastian - San Sebastian 2008 ,CLAY ,atp ,ATP
Geneva Challenger - Geneva 2008 ,CLAY ,challeger ,ATP
Karshi Challenger - Karshi 2008 ,HARD ,challeger ,ATP
XXXV Edizione A Savoldi-Marco Co. Trofeo Dimmidisi - Manerbio 2008 ,CLAY ,atp ,ATP
U.S. Open - New York 2008 ,HARD ,grandSlam ,GS
Black Forest Open - Freudenstadt 2008 ,CLAY ,atp ,ATP
Citta di Como Challenger - Como 2008 ,CLAY ,challeger ,ATP
Southern Capital Cup - Almaty 2008 ,CLAY ,atp ,ATP
U.S. Open (juniors) 2008 ,HARD ,grandSlam ,GS
Brasov Challenger - Brasov 2008 ,CLAY ,challeger ,ATP
Dusseldorf Open Challenger - Dusseldorf 2008 ,CLAY ,challeger ,ATP
Genova Open Challenger - Genova 2008 ,CLAY ,challeger ,ATP
TEAN International - Alphen Aan Den Rijn 2008 ,CLAY ,atp ,ATP
UTC Open - Cherkassy 2008 ,CLAY ,atp ,ATP
BCR Open Romania - Bucharest 2008 ,CLAY ,atp ,ATP
Challenger Copa Sevilla 2008 - Seville 2008 ,CLAY ,challeger ,ATP
Ljubljana Open 2008 - Ljubljana 2008 ,CLAY ,atp ,ATP
Open D'Orleans - Orleans 2008 ,I. HARD ,atp ,ATP
Semgroup Challenger - Tulsa 2008 ,HARD ,challeger ,ATP
XIV Challenger ATP Club Premium Open - Quito 2008 ,CLAY ,challeger ,ATP
Alexander Kolyaskin Memorial - Donetsk 2008 ,HARD ,atp ,ATP
Banja Luka Challenger 2008 - Banja Luka 2008 ,CLAY ,challeger ,ATP
Pekao Open - Szczecin 2008 ,CLAY ,atp ,ATP
Seguros Bolivar Open - Cali 2008 ,CLAY ,atp ,ATP
Waco Tennis Challenger - Waco 2008 ,HARD ,challeger ,ATP
2nd Campionati Internazionali di Tennis Del'Umbria - Todi 2008 ,CLAY ,atp ,ATP
"Davis Cup, Group 1, PO, ITA-LAT, 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, CHI-AUS, 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, CRO-BRA, 4-1 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, GBR-AUT, 2-3 2008 ",GRASS ,DAVIS ,ITF
"Davis Cup, World Group, PO, ISR-PER, 4-1 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, NED-KOR, 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, ROU-IND, 4-1 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, SUI-BEL, 4-1 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, SVK-SRB, 1-4 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, SF, ARG-RUS, 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, SF, ESP-USA, 4-1 2008 ",CLAY ,DAVIS ,ITF
China Open - Beijing 2008 ,HARD ,atp ,ATP
Thailand Open - Bangkok 2008 ,I. HARD ,atp ,ATP
2008 Lubbock Challenger - Lubbock 2008 ,HARD ,challeger ,ATP
ATP Challenger Trophy 2008 - Trnava 2008 ,CLAY ,challeger ,ATP
Ipsos Bucharest Challenger - Bucharest 2008 ,CLAY ,challeger ,ATP
Tennislife Cup - Napoli 2008 ,CLAY ,atp ,ATP
Copa Petrobras-Colombia - Bogota 2008 ,CLAY ,atp ,ATP
Open des Alpes Trophee BNP Paribas - Grenoble 2008 ,I. HARD ,atp ,ATP
AIG Japan Open Tennis Championships - Tokyo 2008 ,HARD ,atp ,ATP
Open de Moselle - Metz 2008 ,I. HARD ,atp ,ATP
Copa Petrobras-Brazil - Aracaju 2008 ,CLAY ,atp ,ATP
Ethias Trophy - Mons 2008 ,I. HARD ,atp ,ATP
Open Tarragona Costa Daurada - Tarragona 2008 ,CLAY ,atp ,ATP
ATP Kremlin Cup - Moscow 2008 ,I. HARD ,atp ,ATP
BA-CA Tennis Trophy - Vienna 2008 ,I. HARD ,atp ,ATP
If Stockholm Open - Stockholm 2008 ,I. HARD ,atp ,ATP
Copa Petrobras-Paraguay - Asuncion 2008 ,CLAY ,atp ,ATP
Cyclus Open de Tenis - Florianopolis 2008 ,CLAY ,atp ,ATP
Open de Rennes - Rennes 2008 ,I. HARD ,atp ,ATP
Sacramento Challenger - Sacramento 2008 ,HARD ,challeger ,ATP
Mutua Madrilena Masters Madrid - Madrid 2008 ,I. HARD ,atp ,ATP
Kobstaedernes ATP Challenger - Kolding 2008 ,I. HARD ,challeger ,ATP
Tashkent Challenger - Tashkent 2008 ,HARD ,challeger ,ATP
The Mercedes Benz of Calabasas - Calabasas 2008 ,HARD ,atp ,ATP
Copa Petrobras-Uruguay - Montevideo 2008 ,CLAY ,atp ,ATP
Davidoff Swiss Indoors Basel - Basel 2008 ,I. HARD ,atp ,ATP
Grand Prix de Tennis de Lyon - Lyon 2008 ,CARPET ,atp ,ATP
St. Petersburg Open - St. Petersburg 2008 ,I. HARD ,atp ,ATP
Copa Petrobras-Argentina - Buenos Aires 2008 ,CLAY ,atp ,ATP
Samsung Securities Cup - Seoul 2008 ,HARD ,atp ,ATP
BNP Paribas Masters - Paris 2008 ,I. HARD ,atp ,ATP
Bancolombia Open - Cali 2008 ,CLAY ,atp ,ATP
Flea Market Cup Busan Challenger Tennis - Busan 2008 ,HARD ,challeger ,ATP
Ford Tennis Championships - Louisville 2008 ,I. HARD ,atp ,ATP
Labertz Open by Stawag - Aachen 2008 ,CARPET ,atp ,ATP
Bauer Watertechnilogy Cup 2008 - Eckental 2008 ,CARPET ,atp ,ATP
IV Challenger Ciudad De Guayaquil - Guayaquil 2008 ,CLAY ,challeger ,ATP
Music City Challenger - Nashville 2008 ,I. HARD ,challeger ,ATP
National Bank Men's Rimouski Challenger - Rimouski 2008 ,CARPET ,challeger ,ATP
President's Cup - Astana 2008 ,I. HARD ,atp ,ATP
Tatra Banka Slovak Open - Bratislava 2008 ,I. HARD ,atp ,ATP
Tennis Masters Cup Shanghai - Shanghai 2008 ,I. HARD ,atp ,ATP
PEOPLEnet CUP - Dnepropetrovsk 2008 ,I. HARD ,atp ,ATP
Caversham International Tennis Tournament - Jersey 2008 ,I. HARD ,atp ,ATP
JSM Challenger of Champaign - Urbana 2008 ,I. HARD ,challeger ,ATP
Seguros Bolivar Open - Medellin 2008 ,CLAY ,atp ,ATP
Asian Hopman Cup - Astana 2008 ,I. HARD ,atp ,ATP
Challenger Britania Zavaleta - Puebla 2008 ,HARD ,challeger ,ATP
IPP Open - Helsinki 2008 ,CARPET ,atp ,ATP
Keio Challenger International Tennis Tournament - Yokohama 2008 ,HARD ,challeger ,ATP
2008 Knoxville Challenger - Knoxville 2008 ,I. HARD ,challeger ,ATP
"Davis Cup, World Group, F, ARG-ESP 1-3 2008 ",I. HARD ,DAVIS ,ITF
Abierto Internacional Varonil Ciudad de Cancun - Cancun 2008 ,CLAY ,atp ,ATP
Dunlop World Challenge - Toyota 2008 ,CARPET ,atp ,ATP
Lima Challenger - Lima 2008 ,CLAY ,challeger ,ATP
Capitala World Tennis Championship 2009 ,HARD ,atp ,ATP
Brisbane - Brisbane 2009 ,HARD ,atp ,ATP
Chennai Open - Chennai 2009 ,HARD ,atp ,ATP
Hopman Cup - Perth 2009 ,I. HARD ,atp ,ATP
Qatar ExxonMobil Open - Doha 2009 ,HARD ,atp ,ATP
Noumea Challenger 2009 ,HARD ,challeger ,ATP
Sao Paulo Challenger 2009 ,HARD ,challeger ,ATP
Heineken Open - Auckland 2009 ,HARD ,atp ,ATP
Medibank International - Sydney 2009 ,HARD ,atp ,ATP
Salinas Challenger 2009 ,HARD ,challeger ,ATP
AAMI Classic - Kooyong 2009 ,HARD ,atp ,ATP
Australian Open - Melbourne 2009 ,HARD ,grandSlam ,GS
Iquique Challenger 2009 ,CLAY ,challeger ,ATP
Australian Open (juniors) 2009 ,HARD ,grandSlam ,GS
Heilbronn Challenger 2009 ,CARPET ,challeger ,ATP
Bucaramanga Challenger 2009 ,CLAY ,challeger ,ATP
Carson Challenger 2009 ,HARD ,challeger ,ATP
Movistar Open - Vina del Mar 2009 ,CLAY ,atp ,ATP
PBZ Zagreb Indoors - Zagreb 2009 ,I. HARD ,atp ,ATP
SA Tennis Open - Johannesburg 2009 ,HARD ,atp ,ATP
Burnie Challenger 2009 ,HARD ,challeger ,ATP
Dallas Challenger 2009 ,I. HARD ,challeger ,ATP
Wroclaw Challenger 2009 ,I. HARD ,challeger ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2009 ,I. HARD ,atp ,ATP
Brasil Open - Costa do Sauipe 2009 ,CLAY ,atp ,ATP
SAP Open - San Jose 2009 ,I. HARD ,atp ,ATP
Copa Telmex - Buenos Aires 2009 ,CLAY ,atp ,ATP
Open 13 - Marseille 2009 ,I. HARD ,atp ,ATP
Regions Morgan Keegan Championships - Memphis 2009 ,I. HARD ,atp ,ATP
Belgrade Challenger 2009 ,CARPET ,challeger ,ATP
Tanger Challenger 2009 ,CLAY ,challeger ,ATP
Abierto Mexicano Telcel - Acapulco 2009 ,CLAY ,atp ,ATP
Delray Beach International Tennis Championships - Delray Beach 2009 ,HARD ,atp ,ATP
The Dubai Tennis Championships - Dubai 2009 ,HARD ,atp ,ATP
Besancon Challenger 2009 ,I. HARD ,challeger ,ATP
Meknes Challenger 2009 ,CLAY ,challeger ,ATP
Melbourn Challenger 2009 ,HARD ,challeger ,ATP
Wolfsburg Challenger 2009 ,CARPET ,challeger ,ATP
Bergamo Challenger 2009 ,I. HARD ,challeger ,ATP
Cherbourg Challenger 2009 ,I. HARD ,challeger ,ATP
"Davis Cup, Group 1, 1R, CAN-ECU 2-3 2009 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, COL-URU 5-0 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, RSA-MKD 5-0 2009 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, BEL-POL 4-1 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, GBR-UKR 1-4 2009 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, ITA-SVK 4-1 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, JPN-CHN 5-0 2009 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, THA-AUS 2-3 2009 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, TPE-IND 2-3 2009 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, UZB-KOR 4-1 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, ALG-IRL 1-4 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, CYP-POR 3-2 2009 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, DEN-FIN 2-3 2009 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, DOM-GUA 5-0 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, HKG-PHI 1-4 2009 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, HUN-BUL 2-3 2009 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, INA-KUW 3-2 2009 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, LAT-MDA 5-0 2009 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, LTU-GEO 3-2 2009 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, MEX-JAM 5-0 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, MON-MNE 5-0 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, NZL-MAS 5-0 2009 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, OMA-PAK 1-4 2009 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, PAR-BAH 4-1 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, SLO-EGY 5-0 2009 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, VEN-AHO 4-1 2009 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ARG-NED 5-0 2009 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, CRO-CHI 5-0 2009 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, CZE-FRA 3-2 2009 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, 1R, GER-AUT 3-2 2009 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ROU-RUS 1-4 2009 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, 1R, SWE-ISR 2-3 2009 ",CARPET ,DAVIS ,ITF
