tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"Aircel Chennai Open - Chennai" ,2017-01-01 ,"Nikola Mektic" ,"Marco Trungelliti" ,2 ,0 ,7 ,6 , , , ,5 ,2 , , ,
"Aircel Chennai Open - Chennai" ,2017-01-01 ,"Yuki Bhambri" ,"Nicolas Kicker" ,2 ,0 ,6 ,6 , , , ,3 ,1 , , ,
"Aircel Chennai Open - Chennai" ,2017-01-01 ,"Jozef Kovalik" ,"Prajnesh Gunneswaran" ,2 ,0 ,7 ,6 , , , ,6 ,2 , , ,
"Aircel Chennai Open - Chennai" ,2017-01-01 ,"Hyeon Chung" ,"Jurgen Melzer" ,2 ,0 ,6 ,7 , , , ,0 ,6 , , ,
"Bangkok Challenger" ,2017-01-01 ,"Nils Langer" ,"Kevin Krawietz" ,2 ,0 ,6 ,6 , , , ,3 ,0 , , ,
"Bangkok Challenger" ,2017-01-01 ,"Jurgen Zopp" ,"Seong Chan Hong" ,2 ,1 ,6 ,6 ,7 , , ,4 ,7 ,5 , ,
"Bangkok Challenger" ,2017-01-01 ,"Albano Olivetti" ,"Chaleechan Tanasugarn" ,2 ,0 ,6 ,6 , , , ,1 ,3 , , ,
"Bangkok Challenger" ,2017-01-01 ,"Egor Gerasimov" ,"Pruchya Isarow" ,2 ,0 ,6 ,6 , , , ,0 ,3 , , ,
"Bangkok Challenger" ,2017-01-01 ,"Lloyd Glasspool" ,"Sadio Doumbia" ,2 ,0 ,7 ,6 , , , ,5 ,1 , , ,
"Bangkok Challenger" ,2017-01-01 ,"Soon Woo Kwon" ,"Djurabeck Karimov" ,2 ,0 ,6 ,6 , , , ,0 ,4 , , ,
"Bangkok Challenger" ,2017-01-01 ,"Daniel Altmaier" ,"Pirmin Haenle" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , ,
"Bangkok Challenger" ,2017-01-01 ,"Fajing Sun" ,"Kuan Yi Lee" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , ,
"Brisbane International - Brisbane" ,2017-01-01 ,"Jordan Thompson" ,"Elias Ymer" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , ,
"Brisbane International - Brisbane" ,2017-01-01 ,"Yoshihito Nishioka" ,"Tim Smyczek" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , ,
"Brisbane International - Brisbane" ,2017-01-01 ,"Jared Donaldson" ,"John Patrick Smith" ,2 ,1 ,6 ,4 ,7 , , ,2 ,6 ,6 , ,
"Brisbane International - Brisbane" ,2017-01-01 ,"Ernesto Escobedo" ,"Ivan Dodig" ,2 ,1 ,6 ,6 ,6 , , ,3 ,7 ,3 , ,
"Brisbane International - Brisbane" ,2017-01-01 ,"Alex De Minaur" ,"Frances Tiafoe" ,2 ,1 ,6 ,6 ,6 , , ,7 ,4 ,4 , ,
"Happy Valley Challenger" ,2017-01-01 ,"Marinko Matosevic" ,"Steven De Waard" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , ,
"Happy Valley Challenger" ,2017-01-01 ,"Brydan Klein" ,"Denis Shapovalov" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , ,
"Happy Valley Challenger" ,2017-01-01 ,"Dayne Kelly" ,"Daniel Masur" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , ,
