tournament,date,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,level,surface,federation
"Bangkok Challenger" ,2018-1-1 00:00:00 ,"Zdenek Kolar/Goncalo Oliveira" ,"Toshihide Matsui/Chu Huan Yi" ,2 ,0 ,7 ,7 , , , ,5 ,6 , , ,
"Brisbane International - Brisbane" ,2018-1-1 00:00:00 ,"Wesley Koolhof/Artem Sitak" ,"Treat Conrad Huey/Fabrice Martin" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , ,
"Brisbane International - Brisbane" ,2018-1-1 00:00:00 ,"Matthew Ebden/John Millman" ,"Ilija Bozoljac/Damir Dzumhur" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
"Brisbane International - Brisbane" ,2018-1-1 00:00:00 ,"Steve Johnson/Gilles Muller" ,"Santiago Gonzalez/Julio Peralta" ,2 ,1 ,7 ,4 ,1 , , ,6 ,6 ,9 , ,
"Maharashtra Open - Pune" ,2018-1-1 00:00:00 ,"Robin Haase/Matwe Middelkoop" ,"Arjun Kadhe/Benoit Paire" ,2 ,1 ,1 ,7 ,1 , , ,6 ,5 ,7 , ,
"Maharashtra Open - Pune" ,2018-1-1 00:00:00 ,"Adil Shamasdin/Neal Skupski" ,"N.sriram Balaji/Vishnu Vardhan" ,2 ,1 ,3 ,7 ,1 , , ,6 ,6 ,6 , ,
"Noumea Challenger" ,2018-1-1 00:00:00 ,"Salvatore Caruso/Federico Gaio" ,"Loic Perret/Stephane Robert" ,2 ,1 ,7 ,4 ,1 , , ,5 ,6 ,7 , ,
"Noumea Challenger" ,2018-1-1 00:00:00 ,"Cameron Norrie/Jose Statham" ,"Kenny De Schepper/Noah Rubin" ,2 ,1 ,2 ,6 ,1 , , ,6 ,3 ,5 , ,
"Noumea Challenger" ,2018-1-1 00:00:00 ,"Elliot Benchetrit/Geoffrey Blancaneaux" ,"Julien Delaplane/Nicolas N'Godrela" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , ,
"Noumea Challenger" ,2018-1-1 00:00:00 ,"Alejandro Gonzalez/Jaume Antoni Munar Clar" ,"Mitchell Krueger/Dennis Novikov" ,2 ,1 ,6 ,6 ,1 , , ,2 ,7 ,6 , ,
