tournament	date	date_real	aName	bName	aSets	bSets	aS1	aS2	aS3	aS4	aS5	bS1	bS2	bS3	bS4	bS5	surface	level	federation
M25 Tucson 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Lloyd Glasspool 	Jenson Brooksby 	2	0	6	6	 	 	 	3	2	 	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Peter Kobelt 	Henry Craig 	2	0	6	6	 	 	 	3	4	 	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Martin Redlicki 	Strong Kirchheimer 	2	0	7	6	 	 	 	6	2	 	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Jordi Arconada 	Lucas Poullain 	2	1	7	3	7	 	 	6	6	5	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Michail Pervolarakis 	Luis Patino 	2	1	6	2	6	 	 	4	6	4	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Felix Corwin 	Evan Zhu 	2	0	6	6	 	 	 	4	1	 	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Govind Nanda 	Alexander Cozbinov 	2	0	6	6	 	 	 	4	3	 	 	 	HARD 	futures 	ITF
Sydney International - Sydney 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Andreas Seppi 	Stefanos Tsitsipas 	2	1	4	6	6	 	 	6	4	4	 	 	HARD 	atp 	ATP
Sydney International - Sydney 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Gilles Simon 	John Millman 	2	1	7	3	7	 	 	5	6	6	 	 	HARD 	atp 	ATP
Sydney International - Sydney 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Diego Sebastian Schwartzman 	Yoshihito Nishioka 	2	1	6	3	7	 	 	1	6	6	 	 	HARD 	atp 	ATP
Sydney International - Sydney 2019 	10/01/2019 00:00	2019-01-10 00:00:00	Alex De Minaur 	Jordan Thompson 	2	0	7	6	 	 	 	6	3	 	 	 	HARD 	atp 	ATP
ASB Classic - Auckland 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Tennys Sandgren 	Philipp Kohlschreiber 	2	0	6	6	 	 	 	4	2	 	 	 	HARD 	atp 	ATP
ASB Classic - Auckland 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Cameron Norrie 	Jan Lennard Struff 	2	1	7	4	6	 	 	5	6	3	 	 	HARD 	atp 	ATP
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Viktor Troicki 	Darian King 	2	1	6	3	6	 	 	2	6	3	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Tatsuma Ito 	Lorenzo Sonego 	2	1	7	0	7	 	 	6	6	6	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Daniel Evans 	Paolo Lorenzi 	2	0	6	6	 	 	 	3	3	 	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Luca Vanni 	Hiroki Moriya 	2	0	6	6	 	 	 	2	2	 	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Stefano Travaglia 	Kimmer Coppejans 	2	0	6	6	 	 	 	4	2	 	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Prajnesh Gunneswaran 	Yosuke Watanuki 	2	1	6	6	6	 	 	7	4	4	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Henri Laaksonen 	Joao Domingues 	2	0	7	6	 	 	 	6	2	 	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Gleb Sakharov 	Tim Smyczek 	2	1	3	6	6	 	 	6	3	4	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Mitchell Krueger 	Marco Trungelliti 	2	1	6	5	6	 	 	3	7	4	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Bjorn Fratangelo 	Ze Zhang 	2	1	6	7	6	 	 	7	6	1	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Thanasi Kokkinakis 	Peter Polansky 	2	0	6	6	 	 	 	4	4	 	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Christopher Eubanks 	Pedro Martinez Portero 	2	0	6	6	 	 	 	3	3	 	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Kamil Majchrzak 	Mats Moraing 	2	0	6	6	 	 	 	3	2	 	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Miomir Kecmanovic 	Thiago Moura Monteiro 	2	0	6	6	 	 	 	2	1	 	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Lloyd Harris 	Dustin Brown 	2	0	6	7	 	 	 	1	6	 	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Rudolf Molleker 	Oscar Otte 	2	1	4	6	7	 	 	6	4	5	 	 	HARD 	grandSlam 	GS
Canberra Challenger 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Hubert Hurkacz 	Jiri Vesely 	2	0	6	6	 	 	 	3	1	 	 	 	HARD 	challeger 	ATP
Canberra Challenger 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Ilya Ivashka 	Renzo Olivo 	2	0	6	6	 	 	 	1	3	 	 	 	HARD 	challeger 	ATP
Columbus Challenger 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Scott Griekspoor 	Uladzimir Ignatik 	2	1	7	3	6	 	 	6	6	3	 	 	I. HARD 	challeger 	ATP
Columbus Challenger 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Mikael Torpegaard 	Vincent Millot 	2	1	6	7	6	 	 	7	6	0	 	 	I. HARD 	challeger 	ATP
Columbus Challenger 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Bernabe Zapata Miralles 	Lucas Miedler 	2	0	7	6	 	 	 	6	2	 	 	 	I. HARD 	challeger 	ATP
Columbus Challenger 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Jeff Wolf 	Jan Choinski 	2	0	6	6	 	 	 	2	1	 	 	 	I. HARD 	challeger 	ATP
Da Nang Challenger 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Marcel Granollers 	Denis Yevseyev 	1	0	3	 	 	 	 	0	 	 	 	 	HARD 	challeger 	ATP
Da Nang Challenger 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Matteo Viola 	Thai Kwiatkowski 	2	1	5	7	6	 	 	7	6	2	 	 	HARD 	challeger 	ATP
M15 Anning 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Agustin Velotti 	Kuan Yi Lee 	2	0	6	7	 	 	 	4	5	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Shao Fan Liu 	Soichiro Moritani 	2	1	5	6	6	 	 	7	3	3	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Kazuki Nishiwaki 	Nitin Kumar Sinha 	2	1	6	6	6	 	 	7	2	4	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Naoki Tajima 	N. Vijay Sundar Prashanth 	2	0	6	6	 	 	 	3	2	 	 	 	CLAY 	futures 	ITF
M15 Manacor 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Markus Eriksson 	Jeroen Vanneste 	2	0	6	6	 	 	 	0	3	 	 	 	CLAY 	futures 	ITF
M15 Manacor 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Jakob Sude 	Pedro Vives Marcos 	2	0	6	6	 	 	 	1	4	 	 	 	CLAY 	futures 	ITF
M15 Manacor 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Sandro Ehrat 	Laurent Lokoli 	2	0	7	6	 	 	 	6	1	 	 	 	CLAY 	futures 	ITF
M15 Manacor 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Alvaro Lopez San Martin 	Francisco Cerundolo 	2	0	6	6	 	 	 	2	4	 	 	 	CLAY 	futures 	ITF
M15 Monastir 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Adelchi Virgili 	Jonathan Mridha 	2	0	6	6	 	 	 	4	3	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Skander Mansouri 	Denys Klok 	2	0	6	6	 	 	 	4	1	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Luca Giacomini 	Jonathan Gray 	2	0	6	6	 	 	 	1	2	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Lucas Catarina 	Arnaud Bovy 	2	1	2	6	6	 	 	6	3	4	 	 	HARD 	futures 	ITF
M15+H Bagnoles-de-l'Orne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Maxime Hamou 	Clement Geens 	1	0	6	 	 	 	 	4	 	 	 	 	CLAY 	futures 	ITF
M15+H Bagnoles-de-l'Orne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Nicolae Frunza 	Mick Lescure 	2	1	6	3	6	 	 	4	6	0	 	 	CLAY 	futures 	ITF
M15+H Bagnoles-de-l'Orne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Clement Tabur 	Yanais Laurent 	2	0	6	6	 	 	 	0	3	 	 	 	CLAY 	futures 	ITF
M15+H Bagnoles-de-l'Orne 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Antoine Cornut Chauvinc 	Stuart Parker 	2	1	5	6	6	 	 	7	2	4	 	 	CLAY 	futures 	ITF
M25 Tucson 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Lloyd Glasspool 	Peter Kobelt 	2	1	6	6	6	 	 	3	7	4	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Martin Redlicki 	Jordi Arconada 	2	0	6	6	 	 	 	4	1	 	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Michail Pervolarakis 	Emilio Gomez 	2	1	2	6	7	 	 	6	4	5	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Govind Nanda 	Felix Corwin 	2	0	6	7	 	 	 	3	6	 	 	 	HARD 	futures 	ITF
Sydney International - Sydney 2019 	11/01/2019 00:00	2019-01-11 00:00:00	Andreas Seppi 	Diego Sebastian Schwartzman 	2	0	7	6	 	 	 	6	4	 	 	 	HARD 	atp 	ATP
ASB Classic - Auckland 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Tennys Sandgren 	Cameron Norrie 	2	0	6	6	 	 	 	4	2	 	 	 	HARD 	atp 	ATP
Canberra Challenger 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Hubert Hurkacz 	Ilya Ivashka 	2	1	6	4	6	 	 	4	6	2	 	 	HARD 	challeger 	ATP
Columbus Challenger 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Mikael Torpegaard 	Bernabe Zapata Miralles 	2	0	6	7	 	 	 	3	5	 	 	 	I. HARD 	challeger 	ATP
Columbus Challenger 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Jeff Wolf 	Scott Griekspoor 	2	0	6	6	 	 	 	1	3	 	 	 	I. HARD 	challeger 	ATP
Da Nang Challenger 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Marcel Granollers 	Matteo Viola 	2	0	6	6	 	 	 	2	0	 	 	 	HARD 	challeger 	ATP
M15 Anning 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Agustin Velotti 	Kazuki Nishiwaki 	2	0	7	6	 	 	 	6	2	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Naoki Tajima 	Shao Fan Liu 	2	1	2	6	6	 	 	6	1	3	 	 	CLAY 	futures 	ITF
M15 Manacor 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Markus Eriksson 	Jakob Sude 	2	0	7	6	 	 	 	6	4	 	 	 	CLAY 	futures 	ITF
M15 Manacor 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Sandro Ehrat 	Alvaro Lopez San Martin 	2	0	6	6	 	 	 	1	2	 	 	 	CLAY 	futures 	ITF
M15 Monastir 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Skander Mansouri 	Luca Giacomini 	2	0	6	6	 	 	 	3	1	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Lucas Catarina 	Adelchi Virgili 	2	1	3	6	6	 	 	6	3	3	 	 	HARD 	futures 	ITF
M15+H Bagnoles-de-l'Orne 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Maxime Hamou 	Clement Tabur 	2	1	4	6	7	 	 	6	4	5	 	 	CLAY 	futures 	ITF
M15+H Bagnoles-de-l'Orne 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Nicolae Frunza 	Antoine Cornut Chauvinc 	2	0	6	6	 	 	 	2	4	 	 	 	CLAY 	futures 	ITF
M25 Tucson 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Martin Redlicki 	Lloyd Glasspool 	2	1	3	7	6	 	 	6	6	2	 	 	HARD 	futures 	ITF
M25 Tucson 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Govind Nanda 	Michail Pervolarakis 	2	0	6	7	 	 	 	3	5	 	 	 	HARD 	futures 	ITF
Sydney International - Sydney 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Alex De Minaur 	Andreas Seppi 	2	0	7	7	 	 	 	5	6	 	 	 	HARD 	atp 	ATP
Sydney International - Sydney 2019 	12/01/2019 00:00	2019-01-12 00:00:00	Alex De Minaur 	Gilles Simon 	2	0	6	6	 	 	 	3	2	 	 	 	HARD 	atp 	ATP
Columbus Challenger 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Jeff Wolf 	Mikael Torpegaard 	2	1	6	6	6	 	 	7	3	4	 	 	I. HARD 	challeger 	ATP
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Agustin Velotti 	Naoki Tajima 	2	1	4	6	7	 	 	6	3	5	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Naoki Takeda 	Akim Zarichanskyy 	1	0	1	 	 	 	 	0	 	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Pak Long Yeung 	Yanjie Zheng 	2	1	1	6	1	 	 	6	4	6	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Kazuma Kawachi 	Francesco Bessire 	2	1	4	6	1	 	 	6	4	7	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Kazuma Kawachi 	Krittin Koaykul 	2	0	7	6	 	 	 	6	2	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Francesco Bessire 	Hu Liu 	2	0	6	6	 	 	 	2	2	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Ren Nakamura 	Apuroop Patlolla Reddy 	2	0	6	6	 	 	 	4	1	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Ren Nakamura 	Junhui Fang 	2	0	6	6	 	 	 	1	3	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Cing Yang Meng 	Pak Long Yeung 	2	1	6	2	1	 	 	1	6	8	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Cing Yang Meng 	Xinmu Zhou 	2	0	6	6	 	 	 	2	4	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Grigoriy Lomakin 	Sida Zeng 	1	0	w 	 	 	 	 	 	 	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Grigoriy Lomakin 	Young Seok Lee 	2	1	6	4	1	 	 	1	6	1	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Andrea Bessire 	Lewei Cai 	2	0	6	6	 	 	 	2	2	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Andrea Bessire 	Zekai Li 	2	0	6	6	 	 	 	4	2	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Young Seok Lee 	Ruikai Wang 	2	1	6	5	1	 	 	3	7	3	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Palaphoom Kovapitukted 	Cheong Hwi Kim 	2	1	1	6	1	 	 	6	0	5	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Zekai Li 	Bang Shuo Yin 	2	0	6	6	 	 	 	3	3	 	 	 	CLAY 	futures 	ITF
M15 Anning 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Apuroop Patlolla Reddy 	Chenhe Li 	2	0	7	6	 	 	 	5	2	 	 	 	CLAY 	futures 	ITF
M15 Antalya 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Gokberk Ergeneman 	Oliver Benneweis Pramming 	2	0	6	7	 	 	 	3	5	 	 	 	CLAY 	futures 	ITF
M15 Antalya 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Valentin Vanta 	Mustafa Can Gunes 	2	0	6	6	 	 	 	0	1	 	 	 	CLAY 	futures 	ITF
M15 Antalya 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Alexander Ovcharov 	Klim Ivanov 	2	0	6	6	 	 	 	0	2	 	 	 	CLAY 	futures 	ITF
M15 Antalya 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Luis Gomar Monio 	Burak Bilgin 	1	0	6	2	 	 	 	2	0	 	 	 	CLAY 	futures 	ITF
M15 Manacor 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Sandro Ehrat 	Markus Eriksson 	2	0	6	6	 	 	 	4	2	 	 	 	CLAY 	futures 	ITF
M15 Monastir 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Adelchi Virgili 	Arthur Bernabe 	2	0	6	6	 	 	 	3	1	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Timur Kiuamov 	Tobias Brutscher 	2	0	6	6	 	 	 	2	1	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Hendrik Jebens 	Simon Beaupain 	2	0	6	6	 	 	 	3	2	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Lucas Catarina 	Skander Mansouri 	2	0	6	7	 	 	 	4	5	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Boris Fassbender 	Taha Kapadia 	2	0	6	6	 	 	 	1	0	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Constantin Schmitz 	Mathieu Garcia 	2	0	6	6	 	 	 	1	2	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Georgii Kravchenko 	Anton Desyatnik 	2	0	6	6	 	 	 	3	3	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Emiliano Maggioli 	Pedro Munafo 	2	0	6	6	 	 	 	2	2	 	 	 	HARD 	futures 	ITF
M15 Monastir 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Mattia Bellucci 	Aliaksandr Prudnikau 	2	0	6	6	 	 	 	1	2	 	 	 	HARD 	futures 	ITF
M15+H Bagnoles-de-l'Orne 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Nicolae Frunza 	Maxime Hamou 	2	1	7	4	6	 	 	6	6	0	 	 	CLAY 	futures 	ITF
M15+H Bressuire 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Niels Lootsma 	Ugo Blanchet 	2	0	6	6	 	 	 	3	1	 	 	 	I. HARD 	futures 	ITF
M25 Tucson 2019 	13/01/2019 00:00	2019-01-13 00:00:00	Govind Nanda 	Martin Redlicki 	2	1	4	7	6	 	 	6	6	0	 	 	HARD 	futures 	ITF
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Kevin Anderson 	Adrian Mannarino 	3	1	6	5	6	6	 	3	7	2	1	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Radu Albot 	Michael Mmoh 	3	1	3	6	6	6	 	6	3	4	2	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Stefano Travaglia 	Guido Andreozzi 	3	1	6	6	6	6	 	7	2	3	2	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Nikoloz Basilashvili 	Christopher Eubanks 	3	1	6	4	7	6	 	4	6	6	3	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Fernando Verdasco 	Miomir Kecmanovic 	3	0	7	6	6	 	 	6	3	3	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Pablo Cuevas 	Dusan Lajovic 	3	0	6	7	6	 	 	4	5	1	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Robin Haase 	Guillermo Garcia Lopez 	3	0	7	6	7	 	 	5	4	5	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Stefanos Tsitsipas 	Matteo Berrettini 	3	1	6	6	6	7	 	7	4	3	6	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Grigor Dimitrov 	Janko Tipsarevic 	3	1	4	6	6	6	 	6	3	1	4	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Frances Tiafoe 	Prajnesh Gunneswaran 	3	0	7	6	6	 	 	6	3	3	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Rafael Nadal 	James Duckworth 	3	0	6	6	7	 	 	4	3	5	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Thomas Fabbiano 	Jason Murray Kubler 	3	1	6	7	2	6	 	4	6	6	3	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Reilly Opelka 	John Isner 	3	1	7	7	6	7	 	6	6	7	6	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Diego Sebastian Schwartzman 	Rudolf Molleker 	3	1	6	6	4	6	 	1	3	6	0	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Daniel Evans 	Tatsuma Ito 	3	0	7	6	7	 	 	5	1	6	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Denis Kudla 	Marc Polmans 	3	2	5	1	6	6	6	7	6	2	3	2	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Karen Khachanov 	Peter Gojowczyk 	3	1	3	6	6	6	 	6	3	4	3	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Alex De Minaur 	Pedro Sousa 	3	0	6	7	6	 	 	4	5	4	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Viktor Troicki 	Roberto Carballes Baena 	3	2	6	1	2	6	6	1	6	6	1	4	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Mackenzie Mcdonald 	Andrey Rublev 	3	1	6	6	2	6	 	4	4	6	4	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Henri Laaksonen 	Mirza Basic 	3	1	6	7	4	6	 	4	6	6	3	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Tomas Berdych 	Kyle Edmund 	3	0	6	6	7	 	 	3	0	5	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Jordan Thompson 	Feliciano Lopez 	3	0	6	7	6	 	 	1	6	3	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Matthew Ebden 	Jan Lennard Struff 	3	1	1	6	6	6	 	6	4	3	4	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Andreas Seppi 	Steve Johnson 	3	1	6	4	6	6	 	4	6	4	3	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Gael Monfils 	Damir Dzumhur 	3	0	6	6	6	 	 	0	4	0	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Yoshihito Nishioka 	Tennys Sandgren 	3	1	6	7	4	6	 	4	6	6	4	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	John Millman 	Federico Delbonis 	3	1	6	3	7	6	 	3	6	6	2	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Taylor Harry Fritz 	Cameron Norrie 	3	0	6	7	6	 	 	3	6	2	 	 	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Roberto Bautista Agut 	Andy Murray 	3	2	6	6	6	6	6	4	4	7	7	2	HARD 	grandSlam 	GS
Australian Open - Melbourne 2019 	14/01/2019 00:00	2019-01-14 00:00:00	Marin Cilic 	Bernard Tomic 	3	0	6	6	7	 	 	2	4	6	 	 	HARD 	grandSlam 	GS
