tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"Brisbane International - Brisbane" ,2015-01-04 ,"Steve Johnson/Sam Querrey" ,"Marin Draganja/Henri Kontinen" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Brisbane International - Brisbane" ,2015-01-04 ,"Jamie Murray/John Peers" ,"Jean Julien Rojer/Horia Tecau" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Aircel Chennai Open - Chennai" ,2015-01-05 ,"Pablo Carreno Busta/Guillermo Garcia Lopez" ,"Oliver Marach/Michael Venus" ,2 ,1 ,2 ,7 ,1 , , ,6 ,5 ,1 , ,
"Aircel Chennai Open - Chennai" ,2015-01-05 ,"Yen Hsun Lu/Jonathan Marray" ,"N.Sriram Balaji/Jeevan Nedunchezhiyan" ,2 ,1 ,6 ,4 ,1 , , ,3 ,6 ,6 , ,
"Brisbane International - Brisbane" ,2015-01-05 ,"Chris Guccione/Lleyton Hewitt" ,"James Duckworth/Marinko Matosevic" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Brisbane International - Brisbane" ,2015-01-05 ,"Eric Butorac/Samuel Groth" ,"Jurgen Melzer/Gilles Simon" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , ,
"Brisbane International - Brisbane" ,2015-01-05 ,"Alexandr Dolgopolov/Kei Nishikori" ,"Rohan Bopanna/Daniel Nestor" ,2 ,1 ,6 ,3 ,1 , , ,4 ,6 ,6 , ,
"Happy Valley Challenger" ,2015-01-05 ,"Alex Bolt/Andrew Whittington" ,"Hiroki Moriya/Yoshihito Nishioka" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , ,
"Happy Valley Challenger" ,2015-01-05 ,"Luke Saville/Jordan Thompson" ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,2 ,1 ,6 ,6 ,1 , , ,7 ,2 ,2 , ,
"Happy Valley Challenger" ,2015-01-05 ,"Andrey Kuznetsov/Aleksandr Nedovesov" ,"Philipp Petzschner/Tim Puetz" ,2 ,1 ,7 ,0 ,1 , , ,6 ,6 ,8 , ,
"Noumea Challenger" ,2015-01-05 ,"Julien Delaplane/Nicolas N'Godrela" ,"Steve Darcis/Gianni Mina" ,2 ,1 ,4 ,6 ,1 , , ,6 ,4 ,8 , ,
"Noumea Challenger" ,2015-01-05 ,"Austin Krajicek/Tennys Sandgren" ,"Jonathan Eysseric/David Guez" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , ,
"Noumea Challenger" ,2015-01-05 ,"Kenny De Schepper/Vincent Millot" ,"Marco Trungelliti/Horacio Zeballos" ,2 ,1 ,4 ,6 ,1 , , ,6 ,2 ,9 , ,
"Noumea Challenger" ,2015-01-05 ,"Bjorn Fratangelo/Gavin Van Peperzeel" ,"Mathias Bourgue/Johan Sebastien Tatlot" ,2 ,0 ,6 ,6 , , , ,0 ,4 , , ,
"Noumea Challenger" ,2015-01-05 ,"Jarmere Jenkins/Bradley Klahn" ,"Nicolas Jarry/Gonzalo Lama" ,2 ,1 ,6 ,6 ,1 , , ,7 ,3 ,1 , ,
"Noumea Challenger" ,2015-01-05 ,"Adrian Menendez Maceiras/Boy Westerhof" ,"Liang Chi Huang/Toshihide Matsui" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-05 ,"Juan Monaco/Rafael Nadal" ,"Simone Bolelli/Leonardo Mayer" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-05 ,"Juan Sebastian Cabal/Robert Farah" ,"Scott Lipsky/Rajeev Ram" ,2 ,0 ,6 ,6 , , , ,2 ,0 , , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-05 ,"Novak Djokovic/Filip Krajinovic" ,"Jabor Mohammed Ali Mutawa/Malek Jaziri" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-05 ,"Dominic Inglot/Florin Mergea" ,"Denis Istomin/Mikhail Youzhny" ,2 ,1 ,6 ,6 ,1 , , ,4 ,7 ,6 , ,
"Aircel Chennai Open - Chennai" ,2015-01-06 ,"Andre Begemann/Robin Haase" ,"Frantisek Cermak/Jiri Vesely" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , ,
"Aircel Chennai Open - Chennai" ,2015-01-06 ,"Raven Klaasen/Leander Paes" ,"Andreas Haider Maurer/Lukas Lacko" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , ,
"Aircel Chennai Open - Chennai" ,2015-01-06 ,"Roberto Bautista Agut/Stan Wawrinka" ,"Johan Brunstrom/Nicholas Monroe" ,2 ,1 ,5 ,6 ,1 , , ,7 ,3 ,8 , ,
"Brisbane International - Brisbane" ,2015-01-06 ,"Milos Raonic/Bernard Tomic" ,"Pierre Hugues Herbert/Nicolas Mahut" ,1 ,0 ,6 ,2 , , , ,4 ,0 , , ,
"Brisbane International - Brisbane" ,2015-01-06 ,"Robert Lindstedt/Marcin Matkowski" ,"Mariusz Fyrstenberg/Santiago Gonzalez" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , ,
"Brisbane International - Brisbane" ,2015-01-06 ,"Grigor Dimitrov/Thanasi Kokkinakis" ,"Jeremy Chardy/Lukasz Kubot" ,2 ,1 ,6 ,3 ,1 , , ,3 ,6 ,8 , ,
"Happy Valley Challenger" ,2015-01-06 ,"Mao Xin Gong/Ze Zhang" ,"Brydan Klein/Stefano Travaglia" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , ,
"Happy Valley Challenger" ,2015-01-06 ,"Maxime Authom/Yannick Mertens" ,"Tristan Lamasine/Paul Henri Mathieu" ,2 ,1 ,6 ,1 ,1 , , ,2 ,6 ,7 , ,
"Happy Valley Challenger" ,2015-01-06 ,"Radu Albot/Denys Molchanov" ,"Matteo Viola/Jurgen Zopp" ,2 ,0 ,6 ,7 , , , ,0 ,5 , , ,
"Happy Valley Challenger" ,2015-01-06 ,"Omar Jasika/Marc Polmans" ,"Liam Broady/Hyeon Chung" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , ,
"Happy Valley Challenger" ,2015-01-06 ,"Andre Ghem/Gerald Melzer" ,"Jacob Grills/Andrew Harris" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Noumea Challenger" ,2015-01-06 ,"Rameez Junaid/Frank Moser" ,"Enzo Couacaud/Laurent Lokoli" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , ,
"Noumea Challenger" ,2015-01-06 ,"Chase Buchanan/Ti Chen" ,"Guilherme Clezar/Fabiano De Paula" ,2 ,1 ,7 ,3 ,1 , , ,6 ,6 ,8 , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-06 ,"David Marrero/Fernando Verdasco" ,"Ivan Dodig/Max Mirnyi" ,2 ,0 ,6 ,7 , , , ,2 ,6 , , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-06 ,"Julian Knowle/Philipp Oswald" ,"Aisam Qureshi/Nenad Zimonjic" ,2 ,1 ,5 ,7 ,1 , , ,7 ,6 ,3 , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-06 ,"Benjamin Becker/Artem Sitak" ,"Alexander Peya/Bruno Soares" ,1 ,0 ,5 , , , , ,3 , , , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-06 ,"Lukas Rosol/Sergiy Stakhovsky" ,"Pablo Andujar/Andreas Seppi" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Aircel Chennai Open - Chennai" ,2015-01-07 ,"Purav Raja/Adil Shamasdin" ,"Aljaz Bedene/Damir Dzumhur" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
"Aircel Chennai Open - Chennai" ,2015-01-07 ,"Mahesh Bhupathi/Saketh Sai Myneni" ,"Chandril Sood/Lakshit Sood" ,2 ,1 ,6 ,6 ,1 , , ,7 ,4 ,6 , ,
"Aircel Chennai Open - Chennai" ,2015-01-07 ,"Richard Berankis/Mate Pavic" ,"Gilles Muller/Igor Sijsling" ,2 ,1 ,7 ,3 ,1 , , ,6 ,6 ,8 , ,
"Brisbane International - Brisbane" ,2015-01-07 ,"Steve Johnson/Sam Querrey" ,"Eric Butorac/Samuel Groth" ,2 ,1 ,3 ,7 ,1 , , ,6 ,5 ,6 , ,
"Brisbane International - Brisbane" ,2015-01-07 ,"Alexandr Dolgopolov/Kei Nishikori" ,"Chris Guccione/Lleyton Hewitt" ,2 ,0 ,6 ,7 , , , ,2 ,5 , , ,
"Happy Valley Challenger" ,2015-01-07 ,"Alex Bolt/Andrew Whittington" ,"Omar Jasika/Marc Polmans" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , ,
"Happy Valley Challenger" ,2015-01-07 ,"Luke Saville/Jordan Thompson" ,"Mao Xin Gong/Ze Zhang" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , ,
"Happy Valley Challenger" ,2015-01-07 ,"Andre Ghem/Gerald Melzer" ,"Radu Albot/Denys Molchanov" ,2 ,1 ,3 ,6 ,1 , , ,6 ,2 ,6 , ,
"Happy Valley Challenger" ,2015-01-07 ,"Andrey Kuznetsov/Aleksandr Nedovesov" ,"Maxime Authom/Yannick Mertens" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , ,
"Noumea Challenger" ,2015-01-07 ,"Rameez Junaid/Frank Moser" ,"Julien Delaplane/Nicolas N'Godrela" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Noumea Challenger" ,2015-01-07 ,"Austin Krajicek/Tennys Sandgren" ,"Kenny De Schepper/Vincent Millot" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Noumea Challenger" ,2015-01-07 ,"Bjorn Fratangelo/Gavin Van Peperzeel" ,"Chase Buchanan/Ti Chen" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,6 , ,
"Noumea Challenger" ,2015-01-07 ,"Jarmere Jenkins/Bradley Klahn" ,"Adrian Menendez Maceiras/Boy Westerhof" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,9 , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-07 ,"Juan Monaco/Rafael Nadal" ,"Benjamin Becker/Artem Sitak" ,2 ,1 ,2 ,6 ,1 , , ,6 ,3 ,6 , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-07 ,"David Marrero/Fernando Verdasco" ,"Dominic Inglot/Florin Mergea" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,5 , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-07 ,"Julian Knowle/Philipp Oswald" ,"Lukas Rosol/Sergiy Stakhovsky" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , ,
"Qatar ExxonMobil Open - Doha" ,2015-01-07 ,"Novak Djokovic/Filip Krajinovic" ,"Juan Sebastian Cabal/Robert Farah" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , ,
"Aircel Chennai Open - Chennai" ,2015-01-08 ,"Purav Raja/Adil Shamasdin" ,"Roberto Bautista Agut/Stan Wawrinka" ,2 ,1 ,7 ,4 ,1 , , ,6 ,6 ,4 , ,
"Aircel Chennai Open - Chennai" ,2015-01-08 ,"Pablo Carreno Busta/Guillermo Garcia Lopez" ,"Richard Berankis/Mate Pavic" ,2 ,1 ,6 ,0 ,1 , , ,4 ,6 ,4 , ,
