tournament,date,date_real,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Ken Cavrak ,Bora Sengul ,2,0,6,6, , , ,1,3, , , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Liam Draxl ,Nicholas David Ionel ,2,0,6,6, , , ,3,4, , , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Phuong Van Nguyen ,Ki Lung Ng ,2,1,6,4,6, , ,4,6,3, , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Emilio Nava ,Keisuke Saitoh ,2,0,6,6, , , ,4,2, , , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Rinky Hijikata ,Lilian Marmousez ,2,0,6,6, , , ,3,4, , , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Bu Yunchaokete ,Tristan Schoolkate ,2,1,4,6,6, , ,6,1,4, , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Jiri Lehecka ,Christian Lerby ,2,0,6,6, , , ,3,4, , , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Lorenzo Musetti ,Tai Sach ,2,0,6,6, , , ,4,0, , , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Harry Wendelken ,Gauthier Onclin ,2,1,7,6,7, , ,5,7,6, , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Jacob Fearnley ,Tristan Boyer ,2,1,3,7,6, , ,6,6,3, , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Holger Vitus Nodskov Rune ,Dominic Stephan Stricker ,2,0,6,7, , , ,3,5, , , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Zane Khan ,Shunsuke Mitsui ,2,1,7,6,6, , ,6,7,2, , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Alexandr Binda ,Khololwam Montsi ,2,0,6,7, , , ,3,5, , , ,HARD ,grandSlam ,GS
Australian Open (juniors) 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Luciano Darderi ,Thantub Suksumrarn ,2,1,5,7,6, , ,7,6,2, , ,HARD ,grandSlam ,GS
Australian Open - Melbourne 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Rafael Nadal ,Tomas Berdych ,3,0,6,6,7, , ,0,1,6, , ,HARD ,grandSlam ,GS
Australian Open - Melbourne 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Roberto Bautista Agut ,Marin Cilic ,3,2,6,6,6,4,6,7,3,2,6,4,HARD ,grandSlam ,GS
Australian Open - Melbourne 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Frances Tiafoe ,Grigor Dimitrov ,3,1,7,7,6,7, ,5,6,7,5, ,HARD ,grandSlam ,GS
Australian Open - Melbourne 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Stefanos Tsitsipas ,Roger Federer ,3,1,6,7,7,7, ,7,6,5,6, ,HARD ,grandSlam ,GS
Koblenz Challenger 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Gianluca Mager ,Roberto Ortega Olmedo ,2,1,2,7,6, , ,6,6,2, , ,I. HARD ,challeger ,ATP
M15 Anning 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Agustin Velotti ,Ray Ho ,2,0,6,6, , , ,4,3, , , ,CLAY ,futures ,ITF
M15 Manacor 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Francisco Cerundolo ,Ivan Gakhov ,2,0,6,6, , , ,3,3, , , ,CLAY ,futures ,ITF
M15 Monastir 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Skander Mansouri ,Riccardo Balzerani ,2,0,7,6, , , ,5,3, , , ,HARD ,futures ,ITF
M15 Naples 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Sekou Bangoura ,Pedro Sakamoto ,2,0,7,6, , , ,6,0, , , ,CLAY ,futures ,ITF
M15+H Bressuire 2019 ,20/01/2019 00:00,2019-01-20 00:00:00,Leny Mitjana ,Artem Dubrivnyy ,2,0,7,6, , , ,6,4, , , ,I. HARD ,futures ,ITF
Australian Open - Melbourne 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Milos Raonic ,Alexander Zverev ,3,0,6,6,7, , ,1,1,6, , ,HARD ,grandSlam ,GS
Australian Open - Melbourne 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Lucas Pouille ,Borna Coric ,3,1,6,6,7,7, ,7,4,5,6, ,HARD ,grandSlam ,GS
Australian Open - Melbourne 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Kei Nishikori ,Pablo Carreno Busta ,3,2,6,4,7,6,7,7,6,6,4,6,HARD ,grandSlam ,GS
Australian Open - Melbourne 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Novak Djokovic ,Daniil Medvedev ,3,1,6,6,6,6, ,4,7,2,3, ,HARD ,grandSlam ,GS
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Donald Young ,Patrick Kypson ,2,0,6,6, , , ,3,2, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Evan Song ,Alafia Ayeni ,2,1,6,6,6, , ,7,3,4, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Jc Aragone ,Ulises Blanch ,2,1,7,2,6, , ,6,6,4, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Maxime Cressy ,Stefan Kozlov ,2,0,7,6, , , ,5,1, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Danilo Petrovic ,Daniel Elahi Galan ,2,1,4,6,6, , ,6,4,2, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Benjamin Bonzi ,Roy Smith ,2,0,6,7, , , ,2,5, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Thomaz Bellucci ,Gastao Elias ,2,0,7,6, , , ,5,4, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Santiago Giraldo ,Roberto Marcora ,2,0,6,7, , , ,3,6, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Mitchell Krueger ,Evan King ,2,0,7,7, , , ,6,6, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Filip Peliwo ,Roberto Cid ,2,1,2,6,7, , ,6,3,6, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Enzo Couacaud ,Mario Vilella Martinez ,2,0,6,6, , , ,4,3, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Marcos Giron ,Goncalo Oliveira ,2,1,6,6,6, , ,7,3,3, , ,HARD ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Matias Zukas ,Franco Roncadelli ,2,0,6,6, , , ,2,2, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Gonzalo Villanueva ,Thiago Seyboth Wild ,2,1,1,6,6, , ,6,4,3, , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Alejandro Tabilo ,Rafael Matos ,2,0,7,6, , , ,5,2, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Tomas Lipovsek Puches ,Jordi Arconada ,2,1,6,4,7, , ,2,6,5, , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Renzo Olivo ,Hernan Casanova ,2,0,6,7, , , ,4,6, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Carlos Boluda Purkiss ,Andrea Basso ,2,1,4,6,7, , ,6,3,6, , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Joao Souza ,Preston Brown ,2,0,6,6, , , ,2,4, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Alejandro Gonzalez ,Juan Ignacio Galarza ,2,0,7,6, , , ,5,3, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Alexandre Muller ,Joao Menezes ,2,0,6,6, , , ,2,1, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Joao Pedro Sorgi ,Fabrizio Ornago ,2,0,6,6, , , ,4,4, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Gonzalo Lama ,Oscar Jose Gutierrez ,2,0,7,6, , , ,6,2, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Juan Pablo Ficovich ,Francisco Llanes ,2,0,6,6, , , ,4,3, , , ,CLAY ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Fabien Reboul ,Quentin Gueydan ,2,1,6,4,6, , ,4,6,4, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Gregoire Jacq ,Yannick Mertens ,2,0,7,6, , , ,5,2, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Daniel Masur ,Nikola Milojevic ,2,1,7,5,6, , ,5,7,1, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Viktor Galovic ,Maxime Janvier ,2,1,6,6,6, , ,4,7,3, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Oscar Otte ,Mats Moraing ,2,0,7,6, , , ,6,0, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Alexander Bublik ,Hugo Gaston ,2,1,7,3,6, , ,5,6,3, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Aslan Karatsev ,Roman Safiullin ,1,0,6,4, , , ,0,0, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Norbert Gombos ,Carlos Taberner ,2,1,6,4,6, , ,0,6,1, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Gregoire Barrere ,Antoine Cornut Chauvinc ,2,0,6,7, , , ,3,6, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Evan Furness ,Filippo Baldi ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Andrea Arnaboldi ,Egor Gerasimov ,2,1,6,3,6, , ,3,6,1, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Manuel Guinard ,Dimitar Kuzmanov ,2,1,3,6,6, , ,6,3,4, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,Jurij Rodionov ,Thiemo de Bakker ,2,0,7,7, , , ,6,6, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,21/01/2019 00:00,2019-01-21 00:00:00,James Ward ,Calvin Hemery ,2,1,7,6,6, , ,5,7,4, , ,I. HARD ,challeger ,ATP
Australian Open - Melbourne 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Stefanos Tsitsipas ,Roberto Bautista Agut ,3,1,7,4,6,7, ,5,6,4,6, ,HARD ,grandSlam ,GS
Australian Open - Melbourne 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Rafael Nadal ,Frances Tiafoe ,3,0,6,6,6, , ,3,4,2, , ,HARD ,grandSlam ,GS
M15 Palmanova 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Jeroen Vanneste ,Tomas Jirousek ,2,0,6,6, , , ,0,1, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Pol Toledo Bague ,Adrian Bodmer ,2,0,6,6, , , ,1,1, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Jeremy Jahn ,Omar Salman ,2,0,6,6, , , ,2,4, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Maxime Mora ,Sergio Martos Gornes ,2,0,6,7, , , ,2,5, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Giovanni Fonio ,Jaume Pla Malfeito ,2,0,7,6, , , ,5,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Johan Nikles ,Andrey Chepelev ,2,0,6,7, , , ,1,6, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Miguel Semmler ,Florent Diep ,2,0,6,6, , , ,3,4, , , ,CLAY ,futures ,ITF
M15 Sharm El Sheikh 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Vaclav Safranek ,Daniel Batista ,2,0,6,6, , , ,3,2, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Mats Rosenkranz ,Oleg Khotkov ,2,1,6,6,6, , ,1,7,2, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Oleksii Krutykh ,Yu Hsiou Hsu ,2,0,6,6, , , ,2,4, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Vladyslav Orlov ,Anatoliy Petrenko ,2,1,6,2,6, , ,2,6,3, , ,HARD ,futures ,ITF
M15 Veigy-Foncenex 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Christopher Heyman ,Louis Lechevretel ,1,0,3, , , , ,1, , , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Raphael Baltensperger ,Mark Whitehouse ,2,0,6,6, , , ,4,4, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Kyrian Jacquet ,Hugo Bron ,2,0,6,7, , , ,1,5, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Lucas Catarina ,Anton Matusevich ,2,1,6,6,6, , ,7,1,1, , ,CARPET ,futures ,ITF
M25 Kazan 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Matvey Minin ,Shalva Dzhanashia ,2,0,6,6, , , ,3,2, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Maxim Ratniuk ,Ben Patael ,2,0,6,6, , , ,1,3, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Savriyan Danilov ,Ivan Liutarevich ,2,0,6,6, , , ,3,4, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Markos Kalovelonis ,Sergey Bolotov ,2,1,6,3,6, , ,2,6,1, , ,I. HARD ,futures ,ITF
M25 Nussloch 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Tobias Simon ,Tim Heger ,2,0,6,6, , , ,3,4, , , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Jules Okala ,Lucas Miedler ,2,1,6,7,7, , ,7,5,6, , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Takanyi Garanganga ,Robin Kern ,2,1,4,6,6, , ,6,4,4, , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Lorenzo Frigerio ,Christian Hirschmueller ,1,0,6,3,6,3, ,7, ,2,0, ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Marc Andrea Huesler ,Christoph Negritu ,2,0,6,6, , , ,2,4, , , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Botic Van De Zandschulp ,Liam Broady ,2,0,6,6, , , ,1,2, , , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Benjamin Hassan ,Elmar Ejupovic ,2,1,4,6,6, , ,6,3,2, , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Dominik Boehler ,Marvin Netuschil ,2,0,6,6, , , ,4,3, , , ,CARPET ,futures ,ITF
M25 Palm Coast 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Harrison Adams ,Strong Kirchheimer ,2,1,2,7,6, , ,6,5,4, , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Jared Hiltzik ,Sebastian Korda ,2,0,6,7, , , ,1,5, , , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Paul Oosterbaan ,Alejandro Gomez ,2,0,6,6, , , ,4,1, , , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Joao Lucas Reis Da Silva ,Luis Patino ,2,1,6,5,6, , ,4,7,4, , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Alessandro Petrone ,Christian Lindell ,2,0,6,6, , , ,1,4, , , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Or Ram Harel ,Dragos Constantin Ignat ,2,1,4,7,7, , ,6,5,6, , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Dmitry Popko ,Adrian Andreev ,2,0,6,7, , , ,2,6, , , ,CLAY ,futures ,ITF
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Dennis Novikov ,Ante Pavic ,2,0,6,7, , , ,1,5, , , ,HARD ,challeger ,ATP
