tournament,date,date_real,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Dustin Brown ,Marcelo Arevalo ,2,1,4,6,6, , ,6,4,4, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Victor Estrella ,Thai Kwiatkowski ,2,0,6,6, , , ,3,4, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Jc Aragone ,Bjorn Fratangelo ,2,0,7,6, , , ,5,4, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Maxime Cressy ,Alexander Sarkissian ,2,0,6,6, , , ,3,0, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Jason Jung ,Santiago Giraldo ,2,0,7,7, , , ,6,6, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Filip Peliwo ,Paolo Lorenzi ,2,1,6,3,6, , ,4,6,4, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Kaichi Uchida ,Evan Song ,2,0,7,6, , , ,6,2, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Donald Young ,Noah Rubin ,2,0,6,6, , , ,4,3, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Christian Harrison ,Jan Choinski ,2,1,6,6,6, , ,2,7,4, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Thomaz Bellucci ,Dominik Koepfer ,2,0,6,6, , , ,4,4, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Miomir Kecmanovic ,Danilo Petrovic ,2,0,6,6, , , ,4,3, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Dennis Novikov ,Christopher Eubanks ,2,1,4,6,7, , ,6,1,6, , ,HARD ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Emilio Gomez ,Viktor Durasovic ,2,0,6,6, , , ,3,2, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Marcelo Tomas Barrios Vera ,Facundo Diaz Acosta ,2,0,6,7, , , ,2,5, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Hugo Dellien ,Renzo Olivo ,2,1,6,3,7, , ,3,6,5, , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Alejandro Tabilo ,Sander Gille ,2,0,6,6, , , ,2,4, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Camilo Ugo Carabelli ,Matias Zukas ,2,1,7,2,6, , ,6,6,0, , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Juan Pablo Varillas ,Markus Eriksson ,2,0,6,7, , , ,2,6, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Juan Ignacio Londero ,Carlos Boluda Purkiss ,2,0,6,7, , , ,0,6, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Matias Franco Descotte ,Pedro Sakamoto ,2,0,6,6, , , ,4,1, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Gonzalo Lama ,Pedro Cachin ,2,0,7,6, , , ,6,1, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Juan Pablo Ficovich ,Federico Coria ,2,0,7,7, , , ,5,5, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Thiago Moura Monteiro ,Joao Souza ,2,0,7,6, , , ,6,2, , , ,CLAY ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Evgeny Karlovskiy ,Rudolf Molleker ,2,0,6,6, , , ,4,2, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Zdenek Kolar ,Javier Barranco Cosano ,2,0,6,6, , , ,3,1, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Raul Brancaccio ,Gregoire Jacq ,1,0,7,1, , , ,5,0, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Corentin Moutet ,Oscar Otte ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Fabien Reboul ,Daniel Gimeno Traver ,2,0,7,6, , , ,5,3, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Sergiy Stakhovsky ,Evan Furness ,2,1,4,6,7, , ,6,3,6, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Quentin Halys ,Daniel Masur ,2,0,6,6, , , ,3,3, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Salvatore Caruso ,Viktor Galovic ,2,1,4,6,6, , ,6,3,3, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Marcos Baghdatis ,Norbert Gombos ,2,1,4,6,6, , ,6,0,1, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Yannick Maden ,Alexander Bublik ,2,0,7,6, , , ,6,1, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Richard Berankis ,Manuel Guinard ,2,0,6,6, , , ,2,4, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,22/01/2019 00:00,2019-01-22 00:00:00,Aslan Karatsev ,Felix Auger Aliassime ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Australian Open - Melbourne 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Lucas Pouille ,Milos Raonic ,3,1,7,6,6,6, ,6,3,7,4, ,HARD ,grandSlam ,GS
Australian Open - Melbourne 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Novak Djokovic ,Kei Nishikori ,1,0,6,4, , , ,1,1, , , ,HARD ,grandSlam ,GS
M15 Palmanova 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Carlos Lopez Montagud ,Jonas Trinker ,2,1,3,7,6, , ,6,5,3, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Quentin Folliot ,Alberto Romero De Avila Senise ,2,0,6,6, , , ,4,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Pedro Vives Marcos ,Matvey Khomentovskiy ,2,0,6,6, , , ,1,0, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Francisco Cerundolo ,Nikolas Sanchez Izquierdo ,2,0,6,7, , , ,3,5, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Sandro Ehrat ,Jakob Sude ,2,0,6,6, , , ,4,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Carlos Alcaraz Garfia ,Alvaro Lopez San Martin ,2,1,5,6,6, , ,7,3,1, , ,CLAY ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Karim Mohamed Maamoun ,Petr Hajek ,2,0,6,6, , , ,2,2, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Toby Martin ,Shintaro Imai ,2,1,2,6,6, , ,6,1,2, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Pablo Vivero Gonzalez ,Daniel Michalski ,2,1,6,7,6, , ,7,6,0, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Kacper Zuk ,Tomas Liska ,2,0,6,6, , , ,3,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Benjamin Lock ,Aleksei Khomich ,2,0,7,6, , , ,6,2, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Enrico Dalla Valle ,Filip Bergevi ,2,0,6,7, , , ,4,5, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Chun Hsin Tseng ,Anze Arh ,2,0,6,6, , , ,0,2, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,David Poljak ,Jose Fco. Vidal Azorin ,2,0,6,6, , , ,3,4, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Adrian Andrzejczuk ,Olexiy Kolisnyk ,2,0,6,6, , , ,1,2, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Lukas Klein ,Michiel De Krom ,2,1,7,4,6, , ,5,6,1, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Peter Kobelt ,Igor Sao Thiago ,2,0,7,6, , , ,5,2, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Arthur Rinderknech ,Denys Gevel ,2,0,6,6, , , ,1,3, , , ,HARD ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Damien Bayard ,Martin Breysach ,2,0,6,7, , , ,4,5, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Petr Nouza ,Luca Giacomini ,2,0,6,6, , , ,2,2, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Luke Johnson ,Ugo Blanchet ,2,1,6,2,7, , ,1,6,6, , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Albano Olivetti ,Quentin Robert (1994) ,2,0,6,6, , , ,3,2, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Leny Mitjana ,Tim Van Der Horst ,2,0,6,6, , , ,2,2, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Tomas Machac ,Alexis Gautier ,2,0,7,6, , , ,6,3, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Hugo Grenier ,Eduardo Struvay ,1,0,7,0,2, , ,6, ,0, , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Maxime Tchoutakian ,Jean Thirouin ,2,0,6,6, , , ,1,3, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Dan Added ,Mick Veldheer ,2,0,6,6, , , ,4,3, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Alexis Canter ,Sean Hodkin ,2,0,6,6, , , ,4,3, , , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Jakub Paul ,Yanais Laurent ,2,1,7,0,7, , ,6,6,6, , ,CARPET ,futures ,ITF
M15 Veigy-Foncenex 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Michal Konecny ,Artem Dubrivnyy ,2,0,6,6, , , ,3,4, , , ,CARPET ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Richard Muzaev ,Ivan Gakhov ,2,1,6,3,6, , ,3,6,2, , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Teimuraz Gabashvili ,Alexander Pavlioutchenkov ,2,0,6,6, , , ,3,2, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Denis Matsukevitch ,Artur Shakhnubaryan ,2,0,6,6, , , ,3,4, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Sergey Fomin ,Alibek Kachmazov ,2,1,6,2,6, , ,3,6,4, , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Konstantin Kravchuk ,Timur Kiuamov ,2,0,6,6, , , ,3,4, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Martin Borisiouk ,Mikhail Fufygin ,2,0,6,6, , , ,4,4, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Khumoun Sultanov ,Boris Butulija ,2,0,7,6, , , ,6,2, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Sanjar Fayziev ,Alexander Igoshin ,2,0,6,6, , , ,0,3, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Alexander Vasilenko ,Alexandros Skorilas ,2,0,6,6, , , ,4,1, , , ,I. HARD ,futures ,ITF
M25 Kazan 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Vadym Ursu ,Philipp Klimov ,2,0,6,6, , , ,3,3, , , ,I. HARD ,futures ,ITF
M25 Nussloch 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Kai Wehnelt ,Arjun Kadhe ,2,0,7,7, , , ,6,6, , , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Tim Van Rijthoven ,Robin Lang ,2,0,6,6, , , ,1,2, , , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Danylo Kalenichenko ,Antoine Escoffier ,2,1,6,3,7, , ,3,6,6, , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Peter Torebko ,Szymon Walkow ,2,0,6,7, , , ,4,6, , , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Lucas Gerch ,Lenny Hampel ,2,0,6,6, , , ,1,3, , , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Alexander Erler ,Michal Przysiezny ,1,0,7,2, , , ,6, , , , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Peter Heller ,Andrew Watson ,2,0,6,6, , , ,3,2, , , ,CARPET ,futures ,ITF
M25 Nussloch 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Ryan Peniston ,Osman Torski ,2,0,6,6, , , ,0,1, , , ,CARPET ,futures ,ITF
M25 Palm Coast 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Jose Olivares ,Justin Butsch ,2,0,6,6, , , ,2,1, , , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Pietro Rondoni ,Boris Arias ,2,0,7,6, , , ,5,3, , , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Nicolas Alvarez ,Evan Zhu ,2,0,6,6, , , ,3,1, , , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Baker Newman ,Martin Redlicki ,2,0,7,6, , , ,5,1, , , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Adrian Obert ,Nick Chappell ,2,1,6,4,6, , ,4,6,4, , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Pavel Krainik ,Ritik Sundaram ,2,1,6,6,6, , ,1,7,2, , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Sekou Bangoura ,Facundo Mena ,1,0,4, , , , ,1, , , , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Matic Spec ,Jumpei Yamasaki ,2,0,6,7, , , ,3,6, , , ,CLAY ,futures ,ITF
M25 Palm Coast 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Nicolas Mejia ,Aron Hiltzik ,2,0,6,6, , , ,2,2, , , ,CLAY ,futures ,ITF
Newport Beach Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Enzo Couacaud ,Ernesto Escobedo ,2,0,6,6, , , ,4,4, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Roberto Quiroz ,Christian Harrison ,2,0,7,6, , , ,6,2, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Mackenzie Mcdonald ,Mitchell Krueger ,2,0,6,6, , , ,3,4, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Darian King ,Benjamin Bonzi ,2,0,6,6, , , ,4,2, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Taylor Harry Fritz ,Marcos Giron ,2,1,2,7,7, , ,6,6,6, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Brayden Schnur ,Maxime Cressy ,2,0,6,7, , , ,2,5, , , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Kaichi Uchida ,Peter Polansky ,2,1,0,6,7, , ,6,3,6, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Dustin Brown ,Alafia Ayeni ,2,1,6,6,6, , ,7,3,3, , ,HARD ,challeger ,ATP
Newport Beach Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Collin Altamirano ,Victor Estrella ,2,0,7,6, , , ,5,2, , , ,HARD ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Tomas Lipovsek Puches ,Martin Cuevas ,2,1,3,7,6, , ,6,6,4, , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Facundo Bagnis ,Alexandre Muller ,2,1,6,6,6, , ,1,7,4, , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Kimmer Coppejans ,Camilo Ugo Carabelli ,2,0,6,6, , , ,1,4, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Nino Serdarusic ,Gonzalo Villanueva ,2,1,7,4,6, , ,6,6,4, , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Marcelo Tomas Barrios Vera ,Alessandro Giannessi ,2,0,6,6, , , ,4,4, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Rogerio Dutra Da Silva ,Alejandro Gonzalez ,2,0,7,6, , , ,6,2, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Andrej Martin ,Joao Pedro Sorgi ,2,0,7,6, , , ,6,1, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Andrea Collarini ,Matias Franco Descotte ,2,0,7,7, , , ,5,5, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Facundo Arguello ,Alejandro Tabilo ,2,0,6,7, , , ,2,6, , , ,CLAY ,challeger ,ATP
Punta Del Este Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Gianluigi Quinzi ,Juan Pablo Varillas ,2,1,6,7,6, , ,7,6,4, , ,CLAY ,challeger ,ATP
Rennes Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Raul Brancaccio ,Dennis Novak ,2,1,6,1,7, , ,2,6,6, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Andrea Arnaboldi ,Constant Lestienne ,2,1,4,7,6, , ,6,6,3, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Antoine Hoang ,Zdenek Kolar ,2,0,6,6, , , ,3,4, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Lukas Rosol ,Gregoire Barrere ,2,1,3,7,6, , ,6,6,3, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Yannick Mertens ,Evgeny Karlovskiy ,2,0,6,7, , , ,3,6, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Elias Ymer ,Fabien Reboul ,2,0,6,6, , , ,1,1, , , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Jurij Rodionov ,Adrian Mannarino ,2,1,6,4,6, , ,4,6,3, , ,I. HARD ,challeger ,ATP
Rennes Challenger 2019 ,23/01/2019 00:00,2019-01-23 00:00:00,Benoit Paire ,James Ward ,2,0,6,7, , , ,2,6, , , ,I. HARD ,challeger ,ATP
Australian Open - Melbourne 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Rafael Nadal ,Stefanos Tsitsipas ,3,0,6,6,6, , ,2,4,0, , ,HARD ,grandSlam ,GS
M15 Antalya 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Dejan Katic ,Alexander Shevchenko ,2,1,4,6,6, , ,6,4,1, , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Sagadat Ayap ,Sarp Agabigun ,2,1,6,7,7, , ,7,5,6, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Pol Martin Tiffon ,Vullnet Tashi ,2,0,6,6, , , ,2,4, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Walter Trusendi ,Dennis Uspensky ,2,0,6,6, , , ,2,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Pol Toledo Bague ,Pedro Vives Marcos ,2,1,4,6,6, , ,6,3,2, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Maxime Mora ,Giovanni Fonio ,2,0,6,7, , , ,1,6, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Miguel Semmler ,Quentin Folliot ,1,0,6,2, , , ,1,0, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Carlos Alcaraz Garfia ,Jeroen Vanneste ,2,0,6,6, , , ,3,1, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Francisco Cerundolo ,Dante Gennaro ,2,0,6,6, , , ,4,0, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Sandro Ehrat ,Johan Nikles ,2,1,4,6,6, , ,6,4,4, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Carlos Lopez Montagud ,Jeremy Jahn ,2,0,7,6, , , ,6,1, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Pol Martin Tiffon ,Walter Trusendi ,2,1,3,7,6, , ,6,5,1, , ,CLAY ,futures ,ITF
M15 Sharm El Sheikh 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Lukas Klein ,Adrian Andrzejczuk ,2,0,6,6, , , ,1,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Kacper Zuk ,Vaclav Safranek ,1,0,w , , , , , , , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,David Poljak ,Benjamin Lock ,2,0,6,6, , , ,0,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Chun Hsin Tseng ,Mats Rosenkranz ,2,0,7,6, , , ,6,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Enrico Dalla Valle ,Vladyslav Orlov ,2,0,6,6, , , ,3,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Arthur Rinderknech ,Oleksii Krutykh ,2,0,6,7, , , ,4,6, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Karim Mohamed Maamoun ,Peter Kobelt ,2,0,6,6, , , ,2,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Pablo Vivero Gonzalez ,Toby Martin ,2,0,6,6, , , ,4,4, , , ,HARD ,futures ,ITF
M15 Veigy-Foncenex 2019 ,24/01/2019 00:00,2019-01-24 00:00:00,Christopher Heyman ,Leny Mitjana ,2,1,6,3,6, , ,3,6,1, , ,CARPET ,futures ,ITF
