tournament,date,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,level,surface,federation
"Brisbane International - Brisbane" ,2019-01-01 00:00:00 ,"Kyle Edmund/Neal Skupski" ,"Henri Kontinen/John Peers" ,2 ,0 ,7 ,6 , , , ,6 ,2 , , ,
"Brisbane International - Brisbane" ,2019-01-01 00:00:00 ,"John Millman/John Patrick Smith" ,"Marcelo Demoliner/Daniil Medvedev" ,2 ,1 ,6 ,6 ,1 , , ,7 ,4 ,4 , ,
"Brisbane International - Brisbane" ,2019-01-01 00:00:00 ,"Robert Lindstedt/Milos Raonic" ,"Bob Bryan/Mike Bryan" ,2 ,1 ,3 ,6 ,1 , , ,6 ,4 ,7 , ,
"Noumea Challenger" ,2019-01-01 00:00:00 ,"Maxime Chazal/Gleb Sakharov" ,"Tomislav Brkic/Nikola Milojevic" ,2 ,0 ,6 ,6 , , , ,0 ,3 , , ,
"Noumea Challenger" ,2019-01-01 00:00:00 ,"Andre Goransson/Sem Verbeek" ,"Guilherme Clezar/Lorenzo Giustino" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , ,
"Orlando Challenger" ,2019-01-01 00:00:00 ,"JC Aragone/Alex Lawson" ,"Robert Galloway/Nathaniel Lammons" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Orlando Challenger" ,2019-01-01 00:00:00 ,"Goncalo Oliveira/Andrea Vavassori" ,"Nikola Cacic/Fernando Romboli" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , ,
"Orlando Challenger" ,2019-01-01 00:00:00 ,"Ulises Blanch/Sam Riffice" ,"Joao Menezes/Joao Souza" ,2 ,0 ,6 ,6 , , , ,3 ,1 , , ,
"Orlando Challenger" ,2019-01-01 00:00:00 ,"Romain Arneodo/Andrei Vasilevski" ,"Fabien Reboul/Bernardo Saraiva" ,2 ,1 ,6 ,4 ,1 , , ,3 ,6 ,8 , ,
"Playford Challenger" ,2019-01-01 00:00:00 ,"Mao Xin Gong/Ze Zhang" ,"Marco Bortolotti/Jason Taylor" ,2 ,0 ,6 ,6 , , , ,3 ,1 , , ,
"Playford Challenger" ,2019-01-01 00:00:00 ,"Ariel Behar/Enrique Lopez Perez" ,"Rinky Hijikata/Aleksandar Vukic" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Playford Challenger" ,2019-01-01 00:00:00 ,"Mats Moraing/Oscar Otte" ,"Matteo Donati/Lorenzo Sonego" ,2 ,1 ,6 ,6 ,1 , , ,4 ,7 ,9 , ,
"Qatar ExxonMobil Open - Doha" ,2019-01-01 00:00:00 ,"Robin Haase/Matwe Middelkoop" ,"Dominic Inglot/Franko Skugor" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,7 , ,
"Qatar ExxonMobil Open - Doha" ,2019-01-01 00:00:00 ,"Maximo Gonzalez/Nicolas Jarry" ,"Albert Ramos Vinolas/Fernando Verdasco" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Qatar ExxonMobil Open - Doha" ,2019-01-01 00:00:00 ,"Santiago Gonzalez/Aisam Qureshi" ,"Marco Cecchinato/Andreas Seppi" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , ,
"Tata Open Maharashtra - Pune" ,2019-01-01 00:00:00 ,"Denys Molchanov/Igor Zelenay" ,"Pablo Andujar/Roberto Carballes Baena" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , ,
"Tata Open Maharashtra - Pune" ,2019-01-01 00:00:00 ,"Simone Bolelli/Ivan Dodig" ,"Marcelo Arevalo/James Cerretani" ,2 ,1 ,4 ,7 ,1 , , ,6 ,5 ,7 , ,
"Tata Open Maharashtra - Pune" ,2019-01-01 00:00:00 ,"Rohan Bopanna/Divij Sharan" ,"Radu Albot/Malek Jaziri" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
"Tata Open Maharashtra - Pune" ,2019-01-01 00:00:00 ,"Leander Paes/Miguel Angel Reyes Varela" ,"David Marrero/Hans Podlipnik Castillo" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Brisbane International - Brisbane" ,2019-01-02 00:00:00 ,"Rajeev Ram/Joe Salisbury" ,"Grigor Dimitrov/Ryan Harrison" ,2 ,0 ,6 ,7 , , , ,2 ,5 , , ,
"Brisbane International - Brisbane" ,2019-01-02 00:00:00 ,"John Millman/John Patrick Smith" ,"Ben Mclachlan/Jan Lennard Struff" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , ,
"Brisbane International - Brisbane" ,2019-01-02 00:00:00 ,"Marcus Daniell/Wesley Koolhof" ,"Kyle Edmund/Neal Skupski" ,2 ,0 ,6 ,7 , , , ,1 ,6 , , ,
"Noumea Challenger" ,2019-01-02 00:00:00 ,"Frederik Nielsen/Matt Reid" ,"Filippo Baldi/Roberto Marcora" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,5 , ,
"Noumea Challenger" ,2019-01-02 00:00:00 ,"Geoffrey Blancaneaux/Kimmer Coppejans" ,"Gregoire Barrere/Tristan Lamasine" ,2 ,1 ,4 ,7 ,1 , , ,6 ,5 ,1 , ,
"Noumea Challenger" ,2019-01-02 00:00:00 ,"John Paul Fruttero/Marc Andrea Huesler" ,"Viktor Galovic/Blaz Rola" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,6 , ,
"Noumea Challenger" ,2019-01-02 00:00:00 ,"Dustin Brown/Donald Young" ,"Renzo Olivo/Jose Statham" ,2 ,1 ,6 ,6 ,1 , , ,7 ,4 ,4 , ,
"Noumea Challenger" ,2019-01-02 00:00:00 ,"Salvatore Caruso/Kenny De Schepper" ,"Elliot Benchetrit/Hugo Nys" ,2 ,1 ,7 ,6 ,1 , , ,6 ,7 ,5 , ,
"Orlando Challenger" ,2019-01-02 00:00:00 ,"Gonzalo Escobar/Roberto Maytin" ,"Gianluca Mager/Dennis Novikov" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , ,
"Orlando Challenger" ,2019-01-02 00:00:00 ,"Laurynas Grigelis/Uladzimir Ignatik" ,"Hans Hach Verdugo/Ante Pavic" ,2 ,1 ,6 ,7 ,1 , , ,7 ,6 ,6 , ,
"Orlando Challenger" ,2019-01-02 00:00:00 ,"Luis David Martinez/Andreas Siljestrom" ,"Benjamin Bonzi/Jonathan Eysseric" ,2 ,1 ,6 ,1 ,1 , , ,4 ,6 ,5 , ,
"Orlando Challenger" ,2019-01-02 00:00:00 ,"Evan King/Hunter Reese" ,"Kevin King/Nathan Pasha" ,2 ,1 ,6 ,3 ,1 , , ,3 ,6 ,9 , ,
"Playford Challenger" ,2019-01-02 00:00:00 ,"Andrew Harris/Akira Santillan" ,"Lloyd Harris/Zhe Li" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Playford Challenger" ,2019-01-02 00:00:00 ,"Alexander Bublik/Stefano Travaglia" ,"Corentin Moutet/Luca Vanni" ,2 ,0 ,6 ,7 , , , ,2 ,6 , , ,
"Playford Challenger" ,2019-01-02 00:00:00 ,"Sander Gille/Joran Vliegen" ,"Bradley Mousley/Andrew Whittington" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , ,
"Playford Challenger" ,2019-01-02 00:00:00 ,"Max Purcell/Luke Saville" ,"Sadio Doumbia/Alexander Zhurbin" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
"Playford Challenger" ,2019-01-02 00:00:00 ,"Dominik Koepfer/Casper Ruud" ,"Adrian Menendez Maceiras/Aleksandr Nedovesov" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Qatar ExxonMobil Open - Doha" ,2019-01-02 00:00:00 ,"Robin Haase/Matwe Middelkoop" ,"Maximo Gonzalez/Nicolas Jarry" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Qatar ExxonMobil Open - Doha" ,2019-01-02 00:00:00 ,"Marko Djokovic/Novak Djokovic" ,"Damir Dzumhur/Dusan Lajovic" ,2 ,1 ,7 ,3 ,1 , , ,5 ,6 ,7 , ,
"Qatar ExxonMobil Open - Doha" ,2019-01-02 00:00:00 ,"Santiago Gonzalez/Aisam Qureshi" ,"Marton Fucsovics/Guido Pella" ,1 ,0 ,w , , , , , , , , ,
"Qatar ExxonMobil Open - Doha" ,2019-01-02 00:00:00 ,"David Goffin/Pierre Hugues Herbert" ,"Nikola Mektic/Alexander Peya" ,2 ,1 ,6 ,3 ,1 , , ,2 ,6 ,3 , ,
"Tata Open Maharashtra - Pune" ,2019-01-02 00:00:00 ,"Gerard Granollers/Marcel Granollers" ,"Denys Molchanov/Igor Zelenay" ,2 ,1 ,6 ,6 ,1 , , ,4 ,7 ,6 , ,
"Brisbane International - Brisbane" ,2019-01-03 00:00:00 ,"James Duckworth/Jordan Thompson" ,"Robert Lindstedt/Milos Raonic" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , ,
"Brisbane International - Brisbane" ,2019-01-03 00:00:00 ,"Rajeev Ram/Joe Salisbury" ,"Austin Krajicek/Artem Sitak" ,2 ,1 ,6 ,4 ,1 , , ,2 ,6 ,8 , ,
"Noumea Challenger" ,2019-01-03 00:00:00 ,"Thai Kwiatkowski/Noah Rubin" ,"Maxime Chazal/Gleb Sakharov" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , ,
"Noumea Challenger" ,2019-01-03 00:00:00 ,"Andre Goransson/Sem Verbeek" ,"Frederik Nielsen/Matt Reid" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,5 , ,
"Noumea Challenger" ,2019-01-03 00:00:00 ,"Dustin Brown/Donald Young" ,"John Paul Fruttero/Marc Andrea Huesler" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , ,
"Noumea Challenger" ,2019-01-03 00:00:00 ,"Geoffrey Blancaneaux/Kimmer Coppejans" ,"Salvatore Caruso/Kenny De Schepper" ,2 ,1 ,4 ,6 ,1 , , ,6 ,3 ,4 , ,
"Orlando Challenger" ,2019-01-03 00:00:00 ,"Luis David Martinez/Andreas Siljestrom" ,"JC Aragone/Alex Lawson" ,2 ,1 ,3 ,7 ,1 , , ,6 ,6 ,5 , ,
