tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"Brisbane - Brisbane" ,2009-01-05 ,"Marc Gicquel/Jo Wilfried Tsonga" ,"Mario Ancic/Paul Henri Mathieu" ,2 ,1 ,7 ,4 ,1 , , ,5 ,6 ,4 , ,
"Brisbane - Brisbane" ,2009-01-05 ,"Simon Aspelin/Pavel Vizner" ,"Julien Benneteau/Michael Llodra" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , ,
"Chennai Open - Chennai" ,2009-01-05 ,"Oliver Marach/Janko Tipsarevic" ,"Pablo Andujar/Carlos Moya" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,4 , ,
"Chennai Open - Chennai" ,2009-01-05 ,"Scott Lipsky/David Martin" ,"Rohan Bopanna/Flavio Cipolla" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , ,
"Chennai Open - Chennai" ,2009-01-05 ,"Eric Butorac/Rajeev Ram" ,"Yuki Bhambri/Harsh Mankad" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
"Qatar ExxonMobil Open - Doha" ,2009-01-05 ,"Jeff Coetzee/Wesley Moodie" ,"Igor Andreev/Jaroslav Levinsky" ,2 ,1 ,6 ,2 ,1 , , ,4 ,6 ,1 , ,
"Qatar ExxonMobil Open - Doha" ,2009-01-05 ,"Christopher Kas/Philipp Kohlschreiber" ,"Ross Hutchins/Andy Murray" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , ,
"Qatar ExxonMobil Open - Doha" ,2009-01-05 ,"Lukasz Kubot/Dmitry Tursunov" ,"Michal Mertinak/Potito Starace" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , ,
"Qatar ExxonMobil Open - Doha" ,2009-01-05 ,"Fabrice Santoro/Mikhail Youzhny" ,"Abdulla Al Haji/Lamine Ouahab" ,2 ,0 ,6 ,6 , , , ,0 ,2 , , ,
"Qatar ExxonMobil Open - Doha" ,2009-01-05 ,"Marc Lopez/Rafael Nadal" ,"Oscar Hernandez/Albert Montanes" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , ,
"Brisbane - Brisbane" ,2009-01-06 ,"Travis Parrott/Filip Polasek" ,"Marcelo Melo/Andre Sa" ,2 ,1 ,3 ,6 ,1 , , ,6 ,2 ,1 , ,
"Brisbane - Brisbane" ,2009-01-06 ,"Carsten Ball/Chris Guccione" ,"Mardy Fish/Sam Querrey" ,2 ,0 ,7 ,7 , , , ,5 ,5 , , ,
