tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"Johan Brunstrom/Frederik Nielsen" ,"Tomasz Bednarek/Mikhail Elgin" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , ,
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"Andre Begemann/Martin Emmrich" ,"Jonathan Erlich/Andy Ram" ,2 ,0 ,6 ,6 , , , ,4 ,3 , , ,
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"Marin Draganja/Mate Pavic" ,"Fabio Fognini/Leander Paes" ,1 ,0 ,w , , , , , , , , ,
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"Purav Raja/Dudi Sela" ,"Nicholas Monroe/Frank Moser" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , ,
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"Guillermo Garcia Lopez/Philipp Oswald" ,"Yen Hsun Lu/Divij Sharan" ,1 ,0 ,1 , , , , ,2 , , , ,
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"N.sriram Balaji/Ramkumar Ramanathan" ,"Scott Lipsky/Rajeev Ram" ,2 ,0 ,7 ,6 , , , ,5 ,3 , , ,
"Brisbane International - Brisbane" ,2014-01-01 ,"Juan Sebastian Cabal/Robert Farah" ,"Marinko Matosevic/Dmitry Tursunov" ,2 ,1 ,7 ,3 ,1 , , ,5 ,6 ,3 , ,
"Brisbane International - Brisbane" ,2014-01-01 ,"Jeremy Chardy/Grigor Dimitrov" ,"Colin Fleming/Ross Hutchins" ,2 ,1 ,0 ,6 ,1 , , ,6 ,4 ,4 , ,
"Brisbane International - Brisbane" ,2014-01-01 ,"Jamie Murray/John Peers" ,"Kevin Anderson/Robert Lindstedt" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,1 , ,
"Brisbane International - Brisbane" ,2014-01-01 ,"Mariusz Fyrstenberg/Daniel Nestor" ,"Denis Istomin/Igor Sijsling" ,2 ,0 ,6 ,7 , , , ,3 ,6 , , ,
