tournament,date,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
M25 Albury 2019 ,2019-02-27 00:00:00 ,Ryota Tanuma ,Chanchin Sookton Eng ,2 ,1 ,3 ,7 ,6 , , ,6 ,6 ,2 , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-27 00:00:00 ,Matthew Christopher Romios ,Luca Castelnuovo ,2 ,1 ,6 ,7 ,6 , , ,7 ,5 ,2 , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-27 00:00:00 ,Lucas Vuradin ,Thomas Bosancic ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-27 00:00:00 ,Alexander Crnokrak ,James Frawley ,2 ,0 ,6 ,6 , , , ,3 ,1 , , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-27 00:00:00 ,Rio Noguchi ,Ren Nakamura ,2 ,0 ,6 ,6 , , , ,1 ,1 , , , ,GRASS ,futures ,ITF
M25 Trento 2019 ,2019-02-27 00:00:00 ,Yannick Mertens ,Lorenzo Frigerio ,2 ,1 ,3 ,7 ,7 , , ,6 ,6 ,5 , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-27 00:00:00 ,Jeremy Jahn ,Mattia Bernardi ,2 ,0 ,6 ,6 , , , ,2 ,0 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-27 00:00:00 ,Tobias Simon ,Marco Brugnerotto ,2 ,0 ,6 ,6 , , , ,4 ,1 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-27 00:00:00 ,Elmar Ejupovic ,Samuele Ramazzotti ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-27 00:00:00 ,Gijs Brouwer ,Riccardo Bellotti ,2 ,0 ,6 ,6 , , , ,3 ,0 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-27 00:00:00 ,Artem Dubrivnyy ,Alexander Erler ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-27 00:00:00 ,Jannik Sinner ,Albano Olivetti ,2 ,1 ,7 ,3 ,7 , , ,6 ,6 ,6 , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-27 00:00:00 ,Jakub Paul ,Danny Thomas ,2 ,0 ,7 ,6 , , , ,6 ,2 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-27 00:00:00 ,Antoine Cornut Chauvinc ,Felix Corwin ,2 ,1 ,4 ,7 ,6 , , ,6 ,6 ,3 , , ,I. HARD ,futures ,ITF
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Tobias Kamke ,Bernabe Zapata Miralles ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Steve Darcis ,Arthur De Greef ,2 ,0 ,7 ,7 , , , ,6 ,5 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Tristan Lamasine ,Stefano Napolitano ,2 ,0 ,6 ,7 , , , ,1 ,5 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Mathias Bourgue ,Simone Bolelli ,2 ,0 ,7 ,7 , , , ,5 ,6 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Alexander Bublik ,Javier Barranco Cosano ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Quentin Halys ,Andrea Vavassori ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Lucas Miedler ,Lorenzo Giustino ,2 ,1 ,4 ,7 ,6 , , ,6 ,6 ,4 , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Sebastian Ofner ,Laurynas Grigelis ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Maxime Janvier ,Jay Clarke ,1 ,0 ,6 ,2 , , , ,2 ,0 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Roman Safiullin ,Filip Horansky ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-27 00:00:00 ,Zdenek Kolar ,Tallon Griekspoor ,2 ,1 ,6 ,7 ,6 , , ,7 ,5 ,3 , , ,I. HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-27 00:00:00 ,Dudi Sela ,Blaz Rola ,2 ,0 ,6 ,6 , , , ,3 ,1 , , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-27 00:00:00 ,Yuichi Sugita ,Filip Peliwo ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-27 00:00:00 ,Tsung Hua Yang ,Jurij Rodionov ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-27 00:00:00 ,Oscar Otte ,Max Purcell ,2 ,1 ,1 ,7 ,6 , , ,6 ,5 ,4 , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-27 00:00:00 ,Duckhee Lee ,Tatsuma Ito ,2 ,1 ,6 ,4 ,7 , , ,3 ,6 ,6 , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-27 00:00:00 ,Soon Woo Kwon ,Mats Moraing ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,challeger ,ATP
Abierto Mexicano Telcel - Acapulco 2019 ,2019-02-28 00:00:00 ,John Isner ,John Millman ,2 ,1 ,7 ,6 ,7 , , ,6 ,7 ,6 , , ,HARD ,atp ,ATP
Abierto Mexicano Telcel - Acapulco 2019 ,2019-02-28 00:00:00 ,Nick Kyrgios ,Stan Wawrinka ,2 ,1 ,7 ,6 ,6 , , ,5 ,7 ,4 , , ,HARD ,atp ,ATP
Abierto Mexicano Telcel - Acapulco 2019 ,2019-02-28 00:00:00 ,Alexander Zverev ,Alex De Minaur ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
Abierto Mexicano Telcel - Acapulco 2019 ,2019-02-28 00:00:00 ,Cameron Norrie ,Mackenzie Mcdonald ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,atp ,ATP
Brasil Open - Sao Paulo 2019 ,2019-02-28 00:00:00 ,Hugo Dellien ,Juan Ignacio Londero ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,CLAY ,atp ,ATP
Brasil Open - Sao Paulo 2019 ,2019-02-28 00:00:00 ,Laslo Djere ,Malek Jaziri ,2 ,1 ,6 ,3 ,7 , , ,3 ,6 ,6 , , ,CLAY ,atp ,ATP
Brasil Open - Sao Paulo 2019 ,2019-02-28 00:00:00 ,Casper Ruud ,Joao Sousa ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,CLAY ,atp ,ATP
Brasil Open - Sao Paulo 2019 ,2019-02-28 00:00:00 ,Felix Auger Aliassime ,Albert Ramos Vinolas ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,CLAY ,atp ,ATP
Dubai Duty Free Tennis Championships - Dubai 2019 ,2019-02-28 00:00:00 ,Roger Federer ,Marton Fucsovics ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,HARD ,atp ,ATP
Dubai Duty Free Tennis Championships - Dubai 2019 ,2019-02-28 00:00:00 ,Gael Monfils ,Richard Berankis ,2 ,1 ,6 ,6 ,6 , , ,1 ,7 ,2 , , ,HARD ,atp ,ATP
Dubai Duty Free Tennis Championships - Dubai 2019 ,2019-02-28 00:00:00 ,Borna Coric ,Nikoloz Basilashvili ,2 ,1 ,4 ,6 ,7 , , ,6 ,2 ,6 , , ,HARD ,atp ,ATP
Dubai Duty Free Tennis Championships - Dubai 2019 ,2019-02-28 00:00:00 ,Stefanos Tsitsipas ,Hubert Hurkacz ,2 ,1 ,7 ,6 ,6 , , ,6 ,7 ,1 , , ,HARD ,atp ,ATP
Indian Wells Challenger 2019 ,2019-02-28 00:00:00 ,Daniel Evans ,Santiago Giraldo ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-02-28 00:00:00 ,Jason Jung ,Filip Krajinovic ,2 ,0 ,7 ,6 , , , ,5 ,3 , , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-02-28 00:00:00 ,Yannick Maden ,Kamil Majchrzak ,2 ,0 ,6 ,7 , , , ,2 ,5 , , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-02-28 00:00:00 ,Salvatore Caruso ,Martin Redlicki ,2 ,1 ,7 ,2 ,7 , , ,6 ,6 ,6 , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-02-28 00:00:00 ,Alex Bolt ,Evgeny Donskoy ,2 ,1 ,6 ,3 ,7 , , ,3 ,6 ,5 , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-02-28 00:00:00 ,Kyle Edmund ,Lukas Rosol ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-02-28 00:00:00 ,Andrey Rublev ,Peter Polansky ,2 ,0 ,6 ,7 , , , ,2 ,5 , , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-02-28 00:00:00 ,Lloyd Harris ,Donald Young ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,challeger ,ATP
M15 Antalya 2019 ,2019-02-28 00:00:00 ,Ivan Nedelko ,Arklon Huertas Del Pino ,2 ,1 ,6 ,6 ,6 , , ,7 ,2 ,4 , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-02-28 00:00:00 ,Alessandro Petrone ,Nick Hardt ,2 ,1 ,3 ,6 ,6 , , ,6 ,3 ,2 , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-02-28 00:00:00 ,Pietro Rondoni ,Nicolas Mejia ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-02-28 00:00:00 ,Jeroen Vanneste ,Marco Mosciatti ,2 ,0 ,6 ,6 , , , ,0 ,1 , , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-02-28 00:00:00 ,Dmitry Popko ,Carlos Lopez Montagud ,2 ,0 ,7 ,6 , , , ,5 ,3 , , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-02-28 00:00:00 ,Matias Zukas ,Mircea Alexandru Jecan ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-02-28 00:00:00 ,Sebastian Korda ,Filip Cristian Jianu ,2 ,0 ,6 ,7 , , , ,1 ,6 , , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-02-28 00:00:00 ,Adrian Andreev ,Ivan Nedelko ,2 ,1 ,4 ,7 ,7 , , ,6 ,5 ,6 , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-02-28 00:00:00 ,Alexander Shevchenko ,Nik Razborsek ,2 ,0 ,7 ,6 , , , ,6 ,2 , , , ,CLAY ,futures ,ITF
M15 Faro 2019 ,2019-02-28 00:00:00 ,Alejandro Gomez ,Francisco Dias ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-02-28 00:00:00 ,Oscar Jose Gutierrez ,Giovanni Fonio ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-02-28 00:00:00 ,Sandro Ehrat ,Eduardo Struvay ,2 ,0 ,6 ,6 , , , ,3 ,0 , , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-02-28 00:00:00 ,Mateo Nicolas Martinez ,Takanyi Garanganga ,2 ,0 ,6 ,6 , , , ,4 ,1 , , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-02-28 00:00:00 ,Jacob Grills ,Paul Oosterbaan ,2 ,1 ,4 ,6 ,6 , , ,6 ,3 ,1 , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-02-28 00:00:00 ,Michael Geerts ,Joao Monteiro ,2 ,1 ,6 ,6 ,6 , , ,1 ,7 ,4 , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-02-28 00:00:00 ,Alvaro Lopez San Martin ,Lamine Ouahab ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-02-28 00:00:00 ,Jonas Forejtek ,Genaro Alberto Olivieri ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-02-28 00:00:00 ,Alessandro Bega ,Yan Bondarevskiy ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-02-28 00:00:00 ,Maxime Tchoutakian ,Julian Ocleppo ,2 ,1 ,7 ,5 ,7 , , ,6 ,7 ,6 , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-02-28 00:00:00 ,Quentin Robert (1994) ,Alexis Klegou ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-02-28 00:00:00 ,Juan Pablo Paz ,Anis Ghorbel ,1 ,0 ,7 ,2 ,6 ,7 ,5 ,6 , ,7 , ,0 ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-02-28 00:00:00 ,Altug Celikbilek ,Maxime Pauwels ,2 ,0 ,6 ,6 , , , ,4 ,1 , , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-02-28 00:00:00 ,Carlos Sanchez Jover ,Franco Emanuel Egea ,2 ,1 ,2 ,6 ,7 , , ,6 ,1 ,6 , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-02-28 00:00:00 ,Valentin Royer ,Francesco Vilardo ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-02-28 00:00:00 ,Andres Artunedo Martinavarr ,Davide Tortora ,2 ,0 ,6 ,6 , , , ,0 ,1 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-02-28 00:00:00 ,Viktor Durasovic ,Michiel De Krom ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-02-28 00:00:00 ,Adam Moundir ,Piotr Grynkowski ,2 ,1 ,6 ,3 ,7 , , ,3 ,6 ,5 , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-02-28 00:00:00 ,Youssef Hossam ,Vladyslav Manafov ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-02-28 00:00:00 ,Daniel Altmaier ,Pedro Vives Marcos ,2 ,0 ,6 ,6 , , , ,4 ,0 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-02-28 00:00:00 ,Pablo Vivero Gonzalez ,Marko Miladinovic ,2 ,0 ,6 ,7 , , , ,2 ,6 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-02-28 00:00:00 ,Marco Miceli ,Lucas Gerch ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-02-28 00:00:00 ,Daniel Michalski ,Jose Fco. Vidal Azorin ,2 ,0 ,6 ,7 , , , ,2 ,6 , , , ,HARD ,futures ,ITF
M25 Albury 2019 ,2019-02-28 00:00:00 ,Brydan Klein ,Ryota Tanuma ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-28 00:00:00 ,Shuichi Sekiguchi ,Vincent Stouff ,2 ,1 ,4 ,6 ,6 , , ,6 ,1 ,2 , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-28 00:00:00 ,Harry Bourchier ,Lucas Vuradin ,2 ,1 ,3 ,6 ,6 , , ,6 ,4 ,3 , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-28 00:00:00 ,Christopher O'Connell ,Yuta Shimizu ,2 ,1 ,6 ,3 ,6 , , ,3 ,6 ,1 , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-28 00:00:00 ,Thomas Fancutt ,Michael Look ,2 ,0 ,7 ,7 , , , ,6 ,5 , , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-28 00:00:00 ,Matthew Christopher Romios ,Alexander Crnokrak ,1 ,0 ,6 ,1 , , , ,4 ,0 , , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-28 00:00:00 ,Matthew Christopher Romios ,Arjun Kadhe ,2 ,1 ,6 ,0 ,6 , , ,3 ,6 ,4 , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-28 00:00:00 ,Alexander Crnokrak ,Issei Okamura ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,GRASS ,futures ,ITF
M25 Albury 2019 ,2019-02-28 00:00:00 ,Rio Noguchi ,Dayne Kelly ,2 ,1 ,7 ,3 ,6 , , ,6 ,6 ,2 , , ,GRASS ,futures ,ITF
M25 Trento 2019 ,2019-02-28 00:00:00 ,Jeremy Jahn ,Christopher Heyman ,2 ,1 ,3 ,6 ,6 , , ,6 ,3 ,4 , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-28 00:00:00 ,Julian Lenz ,Yannick Mertens ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-28 00:00:00 ,Elmar Ejupovic ,Tobias Simon ,1 ,0 ,w , , , , , , , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-28 00:00:00 ,Jelle Sels ,Jakub Paul ,2 ,0 ,6 ,6 , , , ,1 ,1 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-28 00:00:00 ,Gijs Brouwer ,Andrea Pellegrino ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-28 00:00:00 ,Artem Dubrivnyy ,Hugo Grenier ,2 ,1 ,6 ,6 ,6 , , ,7 ,3 ,0 , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-28 00:00:00 ,Jannik Sinner ,Jules Okala ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,I. HARD ,futures ,ITF
M25 Trento 2019 ,2019-02-28 00:00:00 ,Antoine Cornut Chauvinc ,Ben Patael ,2 ,1 ,4 ,6 ,6 , , ,6 ,1 ,4 , , ,I. HARD ,futures ,ITF
Pau Challenger 2019 ,2019-02-28 00:00:00 ,Steve Darcis ,Mathias Bourgue ,2 ,1 ,3 ,7 ,7 , , ,6 ,5 ,6 , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-28 00:00:00 ,Norbert Gombos ,Zdenek Kolar ,2 ,1 ,6 ,7 ,6 , , ,7 ,6 ,3 , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-28 00:00:00 ,Gregoire Barrere ,Mikael Ymer ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-28 00:00:00 ,Alexander Bublik ,Jan Choinski ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-28 00:00:00 ,Quentin Halys ,Tobias Kamke ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-28 00:00:00 ,Sebastian Ofner ,Tristan Lamasine ,2 ,1 ,6 ,6 ,7 , , ,7 ,3 ,5 , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-28 00:00:00 ,Maxime Janvier ,Lucas Miedler ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,I. HARD ,challeger ,ATP
Pau Challenger 2019 ,2019-02-28 00:00:00 ,Roman Safiullin ,Nicola Kuhn ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,I. HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-28 00:00:00 ,Yuichi Sugita ,Dudi Sela ,2 ,1 ,2 ,6 ,7 , , ,6 ,4 ,5 , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-28 00:00:00 ,Gianluca Mager ,Go Soeda ,2 ,1 ,3 ,7 ,7 , , ,6 ,5 ,5 , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-28 00:00:00 ,Oscar Otte ,Gianluca Mager ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-28 00:00:00 ,Andrew Harris ,Gastao Elias ,2 ,1 ,6 ,5 ,6 , , ,4 ,7 ,4 , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-28 00:00:00 ,Andrew Harris ,Tsung Hua Yang ,2 ,0 ,7 ,7 , , , ,5 ,6 , , , ,HARD ,challeger ,ATP
Yokohama Challenger 2019 ,2019-02-28 00:00:00 ,Soon Woo Kwon ,Duckhee Lee ,2 ,0 ,6 ,6 , , , ,1 ,0 , , , ,HARD ,challeger ,ATP
Abierto Mexicano Telcel - Acapulco 2019 ,2019-03-01 00:00:00 ,Nick Kyrgios ,John Isner ,2 ,1 ,7 ,5 ,7 , , ,5 ,7 ,6 , , ,HARD ,atp ,ATP
Abierto Mexicano Telcel - Acapulco 2019 ,2019-03-01 00:00:00 ,Alexander Zverev ,Cameron Norrie ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,atp ,ATP
Brasil Open - Sao Paulo 2019 ,2019-03-01 00:00:00 ,Guido Pella ,Marco Trungelliti ,2 ,0 ,6 ,6 , , , ,0 ,3 , , , ,CLAY ,atp ,ATP
Brasil Open - Sao Paulo 2019 ,2019-03-01 00:00:00 ,Laslo Djere ,Felix Auger Aliassime ,2 ,1 ,6 ,3 ,6 , , ,2 ,6 ,3 , , ,CLAY ,atp ,ATP
Brasil Open - Sao Paulo 2019 ,2019-03-01 00:00:00 ,Christian Garin ,Leonardo Mayer ,2 ,1 ,4 ,6 ,6 , , ,6 ,4 ,4 , , ,CLAY ,atp ,ATP
Brasil Open - Sao Paulo 2019 ,2019-03-01 00:00:00 ,Casper Ruud ,Hugo Dellien ,2 ,0 ,6 ,6 , , , ,1 ,1 , , , ,CLAY ,atp ,ATP
Dubai Duty Free Tennis Championships - Dubai 2019 ,2019-03-01 00:00:00 ,Roger Federer ,Borna Coric ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,atp ,ATP
Dubai Duty Free Tennis Championships - Dubai 2019 ,2019-03-01 00:00:00 ,Stefanos Tsitsipas ,Gael Monfils ,2 ,1 ,4 ,7 ,7 , , ,6 ,6 ,6 , , ,HARD ,atp ,ATP
Indian Wells Challenger 2019 ,2019-03-01 00:00:00 ,Daniel Evans ,Jason Jung ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-03-01 00:00:00 ,Kyle Edmund ,Yannick Maden ,2 ,1 ,3 ,6 ,6 , , ,6 ,0 ,3 , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-03-01 00:00:00 ,Andrey Rublev ,Alex Bolt ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,HARD ,challeger ,ATP
Indian Wells Challenger 2019 ,2019-03-01 00:00:00 ,Lloyd Harris ,Salvatore Caruso ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,challeger ,ATP
M15 Antalya 2019 ,2019-03-01 00:00:00 ,Pietro Rondoni ,Alessandro Petrone ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-03-01 00:00:00 ,Dmitry Popko ,Jeroen Vanneste ,2 ,0 ,7 ,6 , , , ,6 ,2 , , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-03-01 00:00:00 ,Matias Zukas ,Adrian Andreev ,2 ,1 ,2 ,6 ,6 , , ,6 ,1 ,2 , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,2019-03-01 00:00:00 ,Sebastian Korda ,Alexander Shevchenko ,2 ,1 ,2 ,6 ,6 , , ,6 ,2 ,2 , , ,CLAY ,futures ,ITF
M15 Faro 2019 ,2019-03-01 00:00:00 ,Alejandro Gomez ,Alvaro Lopez San Martin ,2 ,1 ,6 ,7 ,7 , , ,7 ,5 ,5 , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-03-01 00:00:00 ,Oscar Jose Gutierrez ,Mateo Nicolas Martinez ,2 ,0 ,6 ,7 , , , ,4 ,5 , , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-03-01 00:00:00 ,Sandro Ehrat ,Michael Geerts ,2 ,0 ,6 ,6 , , , ,2 ,1 , , , ,HARD ,futures ,ITF
M15 Faro 2019 ,2019-03-01 00:00:00 ,Jacob Grills ,Jonas Forejtek ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-03-01 00:00:00 ,Quentin Robert (1994) ,Maxime Tchoutakian ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-03-01 00:00:00 ,Christoph Negritu ,Alessandro Bega ,2 ,1 ,4 ,7 ,6 , , ,6 ,5 ,4 , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-03-01 00:00:00 ,Altug Celikbilek ,Juan Pablo Paz ,2 ,1 ,6 ,5 ,6 , , ,2 ,7 ,0 , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,2019-03-01 00:00:00 ,Valentin Royer ,Carlos Sanchez Jover ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-03-01 00:00:00 ,Viktor Durasovic ,Marco Miceli ,2 ,0 ,7 ,6 , , , ,5 ,1 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-03-01 00:00:00 ,Youssef Hossam ,Daniel Michalski ,2 ,0 ,6 ,6 , , , ,3 ,0 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-03-01 00:00:00 ,Daniel Altmaier ,Adam Moundir ,2 ,0 ,7 ,6 , , , ,5 ,2 , , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,2019-03-01 00:00:00 ,Pablo Vivero Gonzalez ,Andres Artunedo Martinavarr ,2 ,1 ,7 ,1 ,7 , , ,5 ,6 ,6 , , ,HARD ,futures ,ITF
