tournament,date,date_real,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
M25 Aktobe 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,Timur Kiuamov ,Dostanbek Tashbulatov ,2,0,6,6, , , ,4,0, , , ,I. HARD ,futures ,ITF
M25 Aktobe 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,Niels Lootsma ,Konstantin Kravchuk ,2,0,7,7, , , ,6,6, , , ,I. HARD ,futures ,ITF
M25 Aktobe 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,Sanjar Fayziev ,Lucas Catarina ,2,0,7,6, , , ,5,4, , , ,I. HARD ,futures ,ITF
M25 Aktobe 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,Khumoun Sultanov ,Michal Konecny ,2,0,6,6, , , ,4,4, , , ,I. HARD ,futures ,ITF
M25 Aktobe 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,Jannik Sinner ,Artem Dubrivnyy ,2,0,6,6, , , ,1,3, , , ,I. HARD ,futures ,ITF
New York Open - New York 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,John Isner ,Bernard Tomic ,2,0,7,6, , , ,6,4, , , ,I. HARD ,atp ,ATP
New York Open - New York 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,Brayden Schnur ,Steve Johnson ,2,1,6,4,7, , ,4,6,6, , ,I. HARD ,atp ,ATP
New York Open - New York 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,Guillermo Garcia Lopez ,John Millman ,2,1,7,1,6, , ,6,6,4, , ,I. HARD ,atp ,ATP
New York Open - New York 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,Reilly Opelka ,Denis Istomin ,1,0,6,8,7,6,1,7, ,6, ,0,I. HARD ,atp ,ATP
New York Open - New York 2019 ,14/02/2019 00:00,2019-02-14 00:00:00,Sam Querrey ,Radu Albot ,2,0,6,6, , , ,3,4, , , ,I. HARD ,atp ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Gael Monfils ,Damir Dzumhur ,2,0,6,6, , , ,1,2, , , ,I. HARD ,atp ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Daniil Medvedev ,Jo Wilfried Tsonga ,2,0,6,6, , , ,4,2, , , ,I. HARD ,atp ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Stan Wawrinka ,Denis Shapovalov ,2,0,6,7, , , ,4,6, , , ,I. HARD ,atp ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Kei Nishikori ,Marton Fucsovics ,2,0,6,6, , , ,3,2, , , ,I. HARD ,atp ,ATP
Argentina Open - Buenos Aires 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Diego Sebastian Schwartzman ,Aljaz Bedene ,2,1,6,2,6, , ,4,6,2, , ,CLAY ,atp ,ATP
Argentina Open - Buenos Aires 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Marco Cecchinato ,Roberto Carballes Baena ,2,0,7,6, , , ,6,4, , , ,CLAY ,atp ,ATP
Argentina Open - Buenos Aires 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Guido Pella ,Jaume Antoni Munar Clar ,2,1,6,7,6, , ,7,6,1, , ,CLAY ,atp ,ATP
Cherbourg Challenger 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Steve Darcis ,Lukas Rosol ,2,0,6,7, , , ,3,5, , , ,I. HARD ,challeger ,ATP
Cherbourg Challenger 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Ugo Humbert ,Oscar Otte ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Cherbourg Challenger 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Stefano Travaglia ,Luca Vanni ,2,1,3,6,6, , ,6,3,4, , ,I. HARD ,challeger ,ATP
M15 Monastir 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Skander Mansouri ,Dan Added ,1,0,6,2, , , ,2,1, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Lukas Klein ,Yan Bondarevskiy ,2,1,4,7,6, , ,6,6,2, , ,HARD ,futures ,ITF
M15 Monastir 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Alvaro Lopez San Martin ,Adelchi Virgili ,2,0,6,6, , , ,1,3, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Christopher Heyman ,Riccardo Balzerani ,2,1,3,6,6, , ,6,2,2, , ,HARD ,futures ,ITF
M15 Tucson 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Gonzalo Lama ,Jenson Brooksby ,2,1,5,6,6, , ,7,4,4, , ,HARD ,futures ,ITF
M15 Tucson 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Isaiah Strode ,Gage Brymer ,2,1,4,6,6, , ,6,3,3, , ,HARD ,futures ,ITF
M15 Tucson 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Liam Draxl ,Strong Kirchheimer ,2,0,6,7, , , ,3,5, , , ,HARD ,futures ,ITF
M15 Tucson 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Jose Olivares ,Colin Sinclair ,2,0,6,7, , , ,3,6, , , ,HARD ,futures ,ITF
M15 Tucson 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Karue Sell ,Gonzalo Lama ,2,0,6,6, , , ,3,3, , , ,HARD ,futures ,ITF
M15 Tucson 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Martin Redlicki ,Joao Lucas Reis Da Silva ,2,0,6,6, , , ,3,3, , , ,HARD ,futures ,ITF
M15 Tucson 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Isaiah Strode ,Liam Draxl ,2,0,7,6, , , ,5,3, , , ,HARD ,futures ,ITF
M25 Aktobe 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Niels Lootsma ,Khumoun Sultanov ,2,1,7,4,7, , ,6,6,5, , ,I. HARD ,futures ,ITF
M25 Aktobe 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Teimuraz Gabashvili ,Sanjar Fayziev ,2,0,7,6, , , ,6,3, , , ,I. HARD ,futures ,ITF
M25 Aktobe 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Alejandro Tabilo ,Ben Patael ,2,0,7,7, , , ,6,5, , , ,I. HARD ,futures ,ITF
M25 Aktobe 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Jannik Sinner ,Timur Kiuamov ,2,1,6,2,6, , ,4,6,3, , ,I. HARD ,futures ,ITF
New York Open - New York 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Jason Jung ,Frances Tiafoe ,2,0,6,7, , , ,3,5, , , ,I. HARD ,atp ,ATP
New York Open - New York 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Brayden Schnur ,Paolo Lorenzi ,2,1,6,7,7, , ,7,6,5, , ,I. HARD ,atp ,ATP
New York Open - New York 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Sam Querrey ,Jason Jung ,2,1,6,3,6, , ,3,6,3, , ,I. HARD ,atp ,ATP
New York Open - New York 2019 ,15/02/2019 00:00,2019-02-15 00:00:00,Reilly Opelka ,Guillermo Garcia Lopez ,2,0,6,6, , , ,3,4, , , ,I. HARD ,atp ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Gael Monfils ,Daniil Medvedev ,2,1,4,6,6, , ,6,3,4, , ,I. HARD ,atp ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Stan Wawrinka ,Kei Nishikori ,2,1,6,4,6, , ,2,6,4, , ,I. HARD ,atp ,ATP
Argentina Open - Buenos Aires 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Dominic Thiem ,Pablo Cuevas ,2,1,4,6,6, , ,6,4,3, , ,CLAY ,atp ,ATP
Argentina Open - Buenos Aires 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Diego Sebastian Schwartzman ,Albert Ramos Vinolas ,2,0,6,7, , , ,1,5, , , ,CLAY ,atp ,ATP
Argentina Open - Buenos Aires 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Marco Cecchinato ,Guido Pella ,2,0,6,6, , , ,4,2, , , ,CLAY ,atp ,ATP
Argentina Open - Buenos Aires 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Diego Sebastian Schwartzman ,Dominic Thiem ,2,1,2,6,7, , ,6,4,6, , ,CLAY ,atp ,ATP
Cherbourg Challenger 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Mats Moraing ,Nicolas Mahut ,1,0,w , , , , , , , , , ,I. HARD ,challeger ,ATP
Cherbourg Challenger 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Ugo Humbert ,Mats Moraing ,2,1,6,6,6, , ,7,4,2, , ,I. HARD ,challeger ,ATP
Cherbourg Challenger 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Steve Darcis ,Stefano Travaglia ,2,1,6,6,6, , ,7,3,3, , ,I. HARD ,challeger ,ATP
Delray Beach Open - Delray Beach 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Marcelo Arevalo ,Ramkumar Ramanathan ,2,1,6,3,7, , ,2,6,6, , ,HARD ,atp ,ATP
Delray Beach Open - Delray Beach 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Yosuke Watanuki ,Alex Bolt ,2,0,6,6, , , ,1,1, , , ,HARD ,atp ,ATP
Delray Beach Open - Delray Beach 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Tim Smyczek ,Yasutaka Uchiyama ,2,0,6,6, , , ,4,2, , , ,HARD ,atp ,ATP
Delray Beach Open - Delray Beach 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Adrian Menendez Maceiras ,Andrea Arnaboldi ,2,1,6,5,6, , ,4,7,4, , ,HARD ,atp ,ATP
Delray Beach Open - Delray Beach 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Donald Young ,Bjorn Fratangelo ,2,0,6,7, , , ,2,6, , , ,HARD ,atp ,ATP
Delray Beach Open - Delray Beach 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Alexei Popyrin ,Preston Brown ,2,0,6,6, , , ,4,3, , , ,HARD ,atp ,ATP
Delray Beach Open - Delray Beach 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Daniel Evans ,Dominik Koepfer ,2,1,3,6,6, , ,6,3,4, , ,HARD ,atp ,ATP
Delray Beach Open - Delray Beach 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Darian King ,John Patrick Smith ,2,0,6,7, , , ,4,6, , , ,HARD ,atp ,ATP
M15 Monastir 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Skander Mansouri ,Lukas Klein ,1,0,7,4, , , ,5,2, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Christopher Heyman ,Alvaro Lopez San Martin ,2,1,7,3,6, , ,6,6,4, , ,HARD ,futures ,ITF
M15 Tucson 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Jose Olivares ,Joao Pedro Sorgi ,2,0,6,6, , , ,3,4, , , ,HARD ,futures ,ITF
M15 Tucson 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Karue Sell ,Isaiah Strode ,2,0,6,6, , , ,4,4, , , ,HARD ,futures ,ITF
M15 Tucson 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Martin Redlicki ,Jose Olivares ,2,0,7,6, , , ,6,1, , , ,HARD ,futures ,ITF
M25 Aktobe 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Niels Lootsma ,Jannik Sinner ,2,1,3,6,7, , ,6,3,5, , ,I. HARD ,futures ,ITF
M25 Aktobe 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Alejandro Tabilo ,Teimuraz Gabashvili ,2,0,7,6, , , ,6,3, , , ,I. HARD ,futures ,ITF
New York Open - New York 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,John Isner ,Jordan Thompson ,2,0,6,6, , , ,4,1, , , ,I. HARD ,atp ,ATP
New York Open - New York 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Brayden Schnur ,Sam Querrey ,2,1,7,4,6, , ,6,6,3, , ,I. HARD ,atp ,ATP
Rio Open - Rio de Janeiro 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Rogerio Dutra Da Silva ,Matteo Donati ,2,1,6,3,6, , ,2,6,1, , ,CLAY ,atp ,ATP
Rio Open - Rio de Janeiro 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Juan Ignacio Londero ,Alessandro Giannessi ,2,0,7,6, , , ,6,1, , , ,CLAY ,atp ,ATP
Rio Open - Rio de Janeiro 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Elias Ymer ,Joao Domingues ,2,1,3,7,6, , ,6,5,3, , ,CLAY ,atp ,ATP
Rio Open - Rio de Janeiro 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Pedro Martinez Portero ,Mateus Alves (2001) ,2,1,6,3,7, , ,4,6,5, , ,CLAY ,atp ,ATP
Rio Open - Rio de Janeiro 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Hugo Dellien ,Rafael Matos ,2,1,6,1,6, , ,4,6,0, , ,CLAY ,atp ,ATP
Rio Open - Rio de Janeiro 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Casper Ruud ,Thomaz Bellucci ,2,0,7,7, , , ,6,6, , , ,CLAY ,atp ,ATP
Rio Open - Rio de Janeiro 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Carlos Berlocq ,Natan Rodrigues ,2,0,6,6, , , ,3,1, , , ,CLAY ,atp ,ATP
Rio Open - Rio de Janeiro 2019 ,16/02/2019 00:00,2019-02-16 00:00:00,Facundo Bagnis ,Kimmer Coppejans ,2,0,6,7, , , ,4,5, , , ,CLAY ,atp ,ATP
