tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"Stan Wawrinka" ,"Benjamin Becker" ,2 ,0 ,6 ,6 , , , ,3 ,1 , , ,
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"Dudi Sela" ,"Mikhail Youzhny" ,1 ,0 ,3 , , , , ,1 , , , ,
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"Edouard Roger Vasselin" ,"Jiri Vesely" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , ,
"Aircel Chennai Open - Chennai" ,2014-01-01 ,"Aljaz Bedene" ,"Alexander Kudryavtsev" ,1 ,0 ,1 ,3 , , , ,6 ,0 , , ,
"Brisbane International - Brisbane" ,2014-01-01 ,"Roger Federer" ,"Jarkko Nieminen" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , ,
"Brisbane International - Brisbane" ,2014-01-01 ,"Marin Cilic" ,"Grigor Dimitrov" ,2 ,0 ,7 ,7 , , , ,5 ,5 , , ,
"Brisbane International - Brisbane" ,2014-01-01 ,"Marinko Matosevic" ,"Sam Querrey" ,2 ,1 ,5 ,7 ,6 , , ,7 ,6 ,4 , ,
"Brisbane International - Brisbane" ,2014-01-01 ,"Kei Nishikori" ,"Matthew Ebden" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Hopman Cup - Perth" ,2014-01-01 ,"Jo Wilfried Tsonga" ,"John Isner" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , ,
"Noumea Challenger" ,2014-01-01 ,"Alejandro Falla" ,"Jose Statham" ,2 ,0 ,6 ,6 , , , ,1 ,1 , , ,
"Noumea Challenger" ,2014-01-01 ,"Adrian Menendez Maceiras" ,"Peter Polansky" ,2 ,1 ,6 ,5 ,7 , , ,2 ,7 ,6 , ,
"Noumea Challenger" ,2014-01-01 ,"Gregoire Burquier" ,"Jesse Huta Galung" ,2 ,1 ,4 ,6 ,6 , , ,6 ,3 ,0 , ,
"Noumea Challenger" ,2014-01-01 ,"James Mcgee" ,"Ruben Bemelmans" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , ,
"Noumea Challenger" ,2014-01-01 ,"Austin Krajicek" ,"David Goffin" ,1 ,0 ,3 , , , , ,1 , , , ,
"Noumea Challenger" ,2014-01-01 ,"Steven Diez" ,"Pere Riba" ,2 ,0 ,6 ,6 , , , ,1 ,3 , , ,
"Noumea Challenger" ,2014-01-01 ,"Denis Kudla" ,"Ante Pavic" ,2 ,0 ,6 ,7 , , , ,2 ,5 , , ,
"Noumea Challenger" ,2014-01-01 ,"Lucas Pouille" ,"Kimmer Coppejans" ,2 ,0 ,7 ,7 , , , ,5 ,6 , , ,
"Qatar ExxonMobil Open - Doha" ,2014-01-01 ,"Rafael Nadal" ,"Tobias Kamke" ,2 ,1 ,6 ,6 ,6 , , ,3 ,7 ,3 , ,
"Qatar ExxonMobil Open - Doha" ,2014-01-01 ,"Victor Hanescu" ,"Fernando Verdasco" ,2 ,1 ,4 ,7 ,6 , , ,6 ,6 ,2 , ,
"Qatar ExxonMobil Open - Doha" ,2014-01-01 ,"Florian Mayer" ,"Andy Murray" ,2 ,1 ,3 ,6 ,6 , , ,6 ,4 ,2 , ,
"Qatar ExxonMobil Open - Doha" ,2014-01-01 ,"Dustin Brown" ,"Ivo Karlovic" ,2 ,1 ,3 ,7 ,6 , , ,6 ,6 ,4 , ,
"Qatar ExxonMobil Open - Doha" ,2014-01-01 ,"Gael Monfils" ,"Richard Gasquet" ,2 ,0 ,6 ,7 , , , ,2 ,5 , , ,
"Qatar ExxonMobil Open - Doha" ,2014-01-01 ,"Daniel Brands" ,"David Ferrer" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , ,
