tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"Chennai Open - Chennai" ,2008-01-01 ,"Igor Kunitsyn/Jim Thomas" ,"Xavier Malisse/Gilles Muller" ,2 ,1 ,7 ,5 ,1 , , ,5 ,7 ,1 , ,
"Next Generation Adelaide International - Adelaide" ,2008-01-01 ,"Julien Benneteau/Paul Henri Mathieu" ,"Rik de Voest/Ashley Fisher" ,2 ,1 ,1 ,7 ,1 , , ,6 ,5 ,7 , ,
"Next Generation Adelaide International - Adelaide" ,2008-01-01 ,"Chris Guccione/Robert Smeets" ,"Jordan Kerr/Todd Perry" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , ,
"Qatar Exxon Mobil Open - Doha" ,2008-01-01 ,"Daniel Nestor/Nenad Zimonjic" ,"Ross Hutchins/Andy Murray" ,2 ,0 ,6 ,6 , , , ,3 ,0 , , ,
"Qatar Exxon Mobil Open - Doha" ,2008-01-01 ,"Simon Aspelin/Thomas Johansson" ,"Ivan Ljubicic/Andreas Seppi" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , ,
"Qatar Exxon Mobil Open - Doha" ,2008-01-01 ,"Fabrice Santoro/Stan Wawrinka" ,"Mariusz Fyrstenberg/Marcin Matkowski" ,2 ,0 ,7 ,6 , , , ,5 ,0 , , ,
"Qatar Exxon Mobil Open - Doha" ,2008-01-01 ,"Philipp Kohlschreiber/David Skoch" ,"Andrei Pavel/Janko Tipsarevic" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
"Chennai Open - Chennai" ,2008-01-02 ,"Jurgen Melzer/Alexander Peya" ,"Werner Eschauer/Denis Gremelmayr" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , ,
"Chennai Open - Chennai" ,2008-01-02 ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,"Alexander Kudryavtsev/Mikhail Youzhny" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , ,
"Chennai Open - Chennai" ,2008-01-02 ,"Harel Levy/Rajeev Ram" ,"Tomas Cibulec/Lovro Zovko" ,2 ,1 ,6 ,4 ,1 , , ,3 ,6 ,1 , ,
"Chennai Open - Chennai" ,2008-01-02 ,"Marcos Baghdatis/Marc Gicquel" ,"Yves Allegro/Nicolas Mahut" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , ,
"Chennai Open - Chennai" ,2008-01-02 ,"Marin Cilic/Aisam Qureshi" ,"Mustafa Ghouse/Karan Rastogi" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , ,
"Next Generation Adelaide International - Adelaide" ,2008-01-02 ,"Jonathan Erlich/Andy Ram" ,"Evgeny Korolev/Sam Querrey" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Next Generation Adelaide International - Adelaide" ,2008-01-02 ,"Martin Garcia/Marcelo Melo" ,"Gilles Simon/Mischa Zverev" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , ,
"Next Generation Adelaide International - Adelaide" ,2008-01-02 ,"Chris Haggard/Florian Mayer" ,"Sebastien Grosjean/Jo Wilfried Tsonga" ,2 ,1 ,2 ,7 ,1 , , ,6 ,6 ,6 , ,
"Next Generation Adelaide International - Adelaide" ,2008-01-02 ,"Benjamin Becker/Oliver Marach" ,"Paul Hanley/Leander Paes" ,2 ,0 ,7 ,7 , , , ,6 ,5 , , ,
"Qatar Exxon Mobil Open - Doha" ,2008-01-02 ,"Jeff Coetzee/Wesley Moodie" ,"Max Mirnyi/Jamie Murray" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , ,
"Qatar Exxon Mobil Open - Doha" ,2008-01-02 ,"Simon Aspelin/Thomas Johansson" ,"Daniel Nestor/Nenad Zimonjic" ,2 ,0 ,7 ,7 , , , ,5 ,5 , , ,
"Qatar Exxon Mobil Open - Doha" ,2008-01-02 ,"Christopher Kas/Rogier Wassen" ,"Fabrice Santoro/Stan Wawrinka" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , ,
"Qatar Exxon Mobil Open - Doha" ,2008-01-02 ,"Philipp Kohlschreiber/David Skoch" ,"Martin Damm/Pavel Vizner" ,2 ,0 ,6 ,6 , , , ,4 ,0 , , ,
"Chennai Open - Chennai" ,2008-01-03 ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,"Jurgen Melzer/Alexander Peya" ,2 ,1 ,4 ,7 ,1 , , ,6 ,5 ,3 , ,
"Chennai Open - Chennai" ,2008-01-03 ,"Marin Cilic/Aisam Qureshi" ,"Jaroslav Levinsky/Michal Mertinak" ,2 ,0 ,6 ,7 , , , ,1 ,5 , , ,
"Next Generation Adelaide International - Adelaide" ,2008-01-03 ,"Martin Garcia/Marcelo Melo" ,"Simone Bolelli/Dudi Sela" ,2 ,0 ,7 ,6 , , , ,5 ,3 , , ,
"Next Generation Adelaide International - Adelaide" ,2008-01-03 ,"Chris Guccione/Robert Smeets" ,"Eric Butorac/Frank Dancevic" ,2 ,0 ,6 ,6 , , , ,4 ,3 , , ,
