tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"Capitala World Tennis Championship" ,2010-01-01 ,"Robin Soderling" ,"Roger Federer" ,2 ,1 ,6 ,7 ,6 , , ,7 ,6 ,2 , ,
"Capitala World Tennis Championship" ,2010-01-01 ,"Rafael Nadal" ,"David Ferrer" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Joseph Sirianni" ,"Lukas Dlouhy" ,2 ,1 ,4 ,7 ,7 , , ,6 ,5 ,6 , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Greg Jones" ,"Sadik Kadir" ,2 ,0 ,7 ,6 , , , ,5 ,2 , , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Nick Lindahl" ,"Tobias Kamke" ,2 ,0 ,7 ,7 , , , ,6 ,6 , , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Kaden Hensel" ,"Andrew Mcleod" ,2 ,0 ,6 ,6 , , , ,0 ,4 , , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Miles Armstrong" ,"Maverick Banes" ,2 ,1 ,6 ,7 ,6 , , ,7 ,5 ,4 , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Joel Lindner" ,"Benjamin Mitchell" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Samuel Groth" ,"Jarryd Chaplin" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Matthew Ebden" ,"Isaac Frost" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Matheson Klein" ,"Mark Richards" ,2 ,0 ,6 ,6 , , , ,1 ,0 , , ,
"Brisbane International - Brisbane" ,2010-01-02 ,"Matt Reid" ,"Jason Murray Kubler" ,2 ,0 ,6 ,6 , , , ,0 ,3 , , ,
"Capitala World Tennis Championship" ,2010-01-02 ,"Roger Federer" ,"David Ferrer" ,2 ,0 ,6 ,7 , , , ,1 ,5 , , ,
