tournament, date, aName, bName, aSets, bSets, aS1, aS2, aS3, aS4, aS5, bS1, bS2, bS3, bS4, bS5
"ASB Classic - Auckland" ,2018-01-01 ,"Su Wei Hsieh" ,"Nao Hibino" ,2 ,0 ,6 ,6 , , , ,0 ,3 , , ,
"ASB Classic - Auckland" ,2018-01-01 ,"Kirsten Flipkens" ,"Donna Vekic" ,2 ,1 ,7 ,3 ,6 , , ,6 ,6 ,4 , ,
"ASB Classic - Auckland" ,2018-01-01 ,"Julia Goerges" ,"Monica Puig" ,2 ,1 ,6 ,4 ,6 , , ,4 ,6 ,2 , ,
"ASB Classic - Auckland" ,2018-01-01 ,"Petra Martic" ,"Marketa Vondrousova" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , ,
"ASB Classic - Auckland" ,2018-01-01 ,"Sachia Vickery" ,"Deborah Chiesa" ,2 ,0 ,6 ,6 , , , ,4 ,3 , , ,
"Brisbane International - Brisbane" ,2018-01-01 ,"Kaia Kanepi" ,"Darya Kasatkina" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , ,
"Brisbane International - Brisbane" ,2018-01-01 ,"Sorana Cirstea" ,"Jennifer Brady" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , ,
"Brisbane International - Brisbane" ,2018-01-01 ,"Johanna Konta" ,"Madison Keys" ,2 ,1 ,4 ,6 ,6 , , ,6 ,4 ,3 , ,
"Brisbane International - Brisbane" ,2018-01-01 ,"Lesya Tsurenko" ,"Ashleigh Barty" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , ,
"Brisbane International - Brisbane" ,2018-01-01 ,"Elina Svitolina" ,"Carla Suarez Navarro" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , ,
"Brisbane International - Brisbane" ,2018-01-01 ,"Aliaksandra Sasnovich" ,"Kristina Mladenovic" ,2 ,1 ,1 ,6 ,7 , , ,6 ,3 ,5 , ,
"Brisbane International - Brisbane" ,2018-01-01 ,"Anett Kontaveit" ,"Heather Watson" ,2 ,0 ,6 ,6 , , , ,0 ,3 , , ,
"Brisbane International - Brisbane" ,2018-01-01 ,"Catherine Cartan Bellis" ,"Kateryna Bondarenko" ,2 ,0 ,6 ,7 , , , ,2 ,5 , , ,
"Hong Kong" ,2018-01-01 ,"Yuuki Tanaka" ,"Ramu Ueda" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , ,
"Hong Kong" ,2018-01-01 ,"Aldila Sutjiadi" ,"Jiaxi Lu" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
"Hong Kong" ,2018-01-01 ,"Ya Hsuan Lee" ,"Yuki Kristina Chiang" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , ,
"Hong Kong" ,2018-01-01 ,"Risa Ushijima" ,"Ayumi Koshiishi" ,2 ,1 ,6 ,3 ,7 , , ,1 ,6 ,5 , ,
"Hong Kong" ,2018-01-01 ,"Valeriya Zeleva" ,"Chin Wei Chan" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , ,
"Hong Kong" ,2018-01-01 ,"Zhuoma Ni Ma" ,"Man Ying Maggie Ng" ,2 ,0 ,7 ,6 , , , ,5 ,1 , , ,
"Hong Kong" ,2018-01-01 ,"Mai Hontama" ,"Mana Ayukawa" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , ,
"Hong Kong" ,2018-01-01 ,"Hong Yi Cody Wong" ,"Pei Chi Lee" ,2 ,0 ,6 ,6 , , , ,3 ,1 , , ,
"Hopman Cup - Perth" ,2018-01-01 ,"Angelique Kerber" ,"Elise Mertens" ,2 ,0 ,7 ,7 , , , ,6 ,6 , , ,
"Playford" ,2018-01-01 ,"Jennifer Elie" ,"Tina Nadine Smith" ,2 ,0 ,6 ,6 , , , ,1 ,3 , , ,
"Playford" ,2018-01-01 ,"Alison Bai" ,"Samantha Harris" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , ,
"Playford" ,2018-01-01 ,"Misa Eguchi" ,"Masa Jovanovic" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , ,
"Playford" ,2018-01-01 ,"Anna Lena Friedsam" ,"Alana Parnaby" ,2 ,0 ,6 ,6 , , , ,2 ,1 , , ,
"Playford" ,2018-01-01 ,"Belinda Woolcock" ,"Tahlia Van Der Eerden" ,2 ,0 ,6 ,6 , , , ,0 ,1 , , ,
"Playford" ,2018-01-01 ,"Allie Kiick" ,"Alicia Smith" ,2 ,0 ,6 ,6 , , , ,2 ,0 , , ,
"Playford" ,2018-01-01 ,"Alexandra Bozovic" ,"Jessica Moore" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , ,
"Playford" ,2018-01-01 ,"Marta Kostyuk" ,"Elysia Bolton" ,2 ,1 ,6 ,4 ,6 , , ,2 ,6 ,2 , ,
"Shenzhen Open - Shenzhen" ,2018-01-01 ,"Maria Sharapova" ,"Mihaela Buzarnescu" ,2 ,0 ,6 ,6 , , , ,3 ,0 , , ,
"Shenzhen Open - Shenzhen" ,2018-01-01 ,"Shuai Zhang" ,"Anna Blinkova" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Shenzhen Open - Shenzhen" ,2018-01-01 ,"Simona Halep" ,"Nicole Gibbs" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , ,
"Shenzhen Open - Shenzhen" ,2018-01-01 ,"Zarina Diyas" ,"Pauline Parmentier" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , ,
"Shenzhen Open - Shenzhen" ,2018-01-01 ,"Timea Babos" ,"Xiyu Wang" ,2 ,0 ,6 ,6 , , , ,1 ,1 , , ,
"Shenzhen Open - Shenzhen" ,2018-01-01 ,"Danka Kovinic" ,"Maria Sakkari" ,2 ,1 ,4 ,6 ,6 , , ,6 ,2 ,3 , ,
"Shenzhen Open - Shenzhen" ,2018-01-01 ,"Yafan Wang" ,"Jasmine Paolini" ,2 ,0 ,6 ,6 , , , ,0 ,4 , , ,
"Shenzhen Open - Shenzhen" ,2018-01-01 ,"Ekaterina Alexandrova" ,"Stefanie Voegele" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , ,
"ASB Classic - Auckland" ,2018-01-02 ,"Varvara Lepchenko" ,"Mona Barthel" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , ,
"ASB Classic - Auckland" ,2018-01-02 ,"Barbora Strycova" ,"Sara Errani" ,2 ,1 ,6 ,6 ,6 , , ,4 ,7 ,4 , ,
"ASB Classic - Auckland" ,2018-01-02 ,"Johanna Larsson" ,"Kurumi Nara" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , ,
"ASB Classic - Auckland" ,2018-01-02 ,"Caroline Wozniacki" ,"Madison Brengle" ,2 ,0 ,6 ,6 , , , ,3 ,0 , , ,
"ASB Classic - Auckland" ,2018-01-02 ,"Agnieszka Radwanska" ,"Beatriz Haddad Maia" ,2 ,1 ,6 ,4 ,6 , , ,2 ,6 ,2 , ,
"ASB Classic - Auckland" ,2018-01-02 ,"Polona Hercog" ,"Alison Van Uytvanck" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , ,
"ASB Classic - Auckland" ,2018-01-02 ,"Veronica Cepede Royg" ,"Lara Arruabarrena" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , ,
"ASB Classic - Auckland" ,2018-01-02 ,"Sachia Vickery" ,"Lauren Davis" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , ,
