tournament,date,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
"Tata Open - Chennai 2004" ,2004-01-06 00:00:00 ,"Julian Knowle/Michael Kohlmann" ,"Karsten Braasch/Alexander Popp" ,2 ,1 ,6 ,4 ,6 , , ,4 ,6 ,3 , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-06 00:00:00 ,"Petr Luxa/David Skoch" ,"Galo Blanco/Albert Montanes" ,2 ,0 ,6 ,6 , , , ,1 ,3 , , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-06 00:00:00 ,"David Ferrer/Ruben Ramirez Hidalgo" ,"Mustafa Ghouse/Harsh Mankad" ,2 ,1 ,6 ,3 ,6 , , ,4 ,6 ,3 , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-07 00:00:00 ,"Gaston Etlis/Martin Rodriguez" ,"Lucas Arnold Ker/Mariano Hood" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-07 00:00:00 ,"Wayne Arthurs/Paul Hanley" ,"Thomas Johansson/Nicolas Lapentti" ,2 ,0 ,6 ,7 , , , ,1 ,5 , , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-07 00:00:00 ,"Robbie Koenig/Petr Pala" ,"Yves Allegro/Sebastian Prieto" ,2 ,1 ,7 ,4 ,7 , , ,6 ,6 ,5 , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-07 00:00:00 ,"Jarkko Nieminen/Graydon Oliver" ,"Guillermo Canas/Martin Garcia" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-07 00:00:00 ,"Arnaud Clement/Michael Llodra" ,"Robby Ginepri/Todd Perry" ,2 ,1 ,5 ,7 ,6 , , ,7 ,6 ,0 , , ,HARD ,atp ,ATP
"Qatar Open - Doha 2004" ,2004-01-07 00:00:00 ,"Mark Knowles/Daniel Nestor" ,"Jan Michael Gambill/Travis Parrott" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,atp ,ATP
"Qatar Open - Doha 2004" ,2004-01-07 00:00:00 ,"Martin Damm/Cyril Suk" ,"Sargis Sargsian/Nenad Zimonjic" ,2 ,0 ,7 ,6 , , , ,5 ,2 , , , ,HARD ,atp ,ATP
"Qatar Open - Doha 2004" ,2004-01-07 00:00:00 ,"Nicolas Escude/Sebastien Grosjean" ,"Frantisek Cermak/Leos Friedl" ,2 ,1 ,4 ,6 ,6 , , ,6 ,2 ,3 , , ,HARD ,atp ,ATP
"Qatar Open - Doha 2004" ,2004-01-07 00:00:00 ,"Stefan Koubek/Andy Roddick" ,"Agustin Calleri/Gregory Carraz" ,2 ,0 ,7 ,7 , , , ,6 ,5 , , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-07 00:00:00 ,"Jonathan Erlich/Andy Ram" ,"Mahesh Bhupathi/Dmitry Tursunov" ,2 ,0 ,6 ,6 , , , ,3 ,1 , , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-07 00:00:00 ,"Mariusz Fyrstenberg/Marcin Matkowski" ,"Devin Bowen/Paul Goldstein" ,2 ,0 ,6 ,7 , , , ,1 ,6 , , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-07 00:00:00 ,"Alex Lopez Moron/Albert Portas" ,"Prakash Amritraj/Stephen Amritraj" ,2 ,1 ,6 ,6 ,6 , , ,4 ,7 ,3 , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-07 00:00:00 ,"Thierry Ascione/Jean Rene Lisnard" ,"Harel Levy/Tom Vanhoudt" ,2 ,1 ,7 ,0 ,6 , , ,6 ,6 ,3 , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-08 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Chris Guccione/Todd Reid" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-08 00:00:00 ,"Robbie Koenig/Petr Pala" ,"Gaston Etlis/Martin Rodriguez" ,2 ,1 ,6 ,3 ,7 , , ,3 ,6 ,6 , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-08 00:00:00 ,"Mark Merklein/Vince Spadea" ,"Joshua Eagle/Patrick Rafter" ,2 ,1 ,3 ,6 ,6 , , ,6 ,4 ,3 , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-08 00:00:00 ,"Arnaud Clement/Michael Llodra" ,"Wayne Arthurs/Paul Hanley" ,1 ,0 ,w , , , , , , , , , ,HARD ,atp ,ATP
"Qatar Open - Doha 2004" ,2004-01-08 00:00:00 ,"Martin Damm/Cyril Suk" ,"Mark Knowles/Daniel Nestor" ,2 ,0 ,6 ,7 , , , ,1 ,5 , , , ,HARD ,atp ,ATP
"Qatar Open - Doha 2004" ,2004-01-08 00:00:00 ,"Stefan Koubek/Andy Roddick" ,"Nicolas Escude/Sebastien Grosjean" ,2 ,1 ,2 ,6 ,6 , , ,6 ,3 ,4 , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-08 00:00:00 ,"Jonathan Erlich/Andy Ram" ,"David Ferrer/Ruben Ramirez Hidalgo" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-08 00:00:00 ,"Rafael Nadal/Tommy Robredo" ,"Thierry Ascione/Jean Rene Lisnard" ,2 ,1 ,6 ,5 ,6 , , ,1 ,7 ,2 , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-08 00:00:00 ,"Alex Lopez Moron/Albert Portas" ,"Petr Luxa/David Skoch" ,2 ,0 ,6 ,6 , , , ,2 ,1 , , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-09 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Jarkko Nieminen/Graydon Oliver" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-09 00:00:00 ,"Mark Merklein/Vince Spadea" ,"Simon Aspelin/Massimo Bertolini" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,atp ,ATP
"Qatar Open - Doha 2004" ,2004-01-09 00:00:00 ,"Martin Damm/Cyril Suk" ,"Stefan Koubek/Andy Roddick" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-09 00:00:00 ,"Mariusz Fyrstenberg/Marcin Matkowski" ,"Julian Knowle/Michael Kohlmann" ,2 ,0 ,7 ,7 , , , ,5 ,6 , , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-10 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Mark Merklein/Vince Spadea" ,2 ,0 ,6 ,6 , , , ,1 ,3 , , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-10 00:00:00 ,"Arnaud Clement/Michael Llodra" ,"Robbie Koenig/Petr Pala" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-10 00:00:00 ,"Jonathan Erlich/Andy Ram" ,"Alex Lopez Moron/Albert Portas" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-10 00:00:00 ,"Rafael Nadal/Tommy Robredo" ,"Mariusz Fyrstenberg/Marcin Matkowski" ,2 ,1 ,6 ,6 ,6 , , ,4 ,7 ,3 , , ,HARD ,atp ,ATP
"AAPT Championships - Adelaide 2004" ,2004-01-11 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Arnaud Clement/Michael Llodra" ,2 ,0 ,7 ,6 , , , ,5 ,3 , , , ,HARD ,atp ,ATP
"Tata Open - Chennai 2004" ,2004-01-11 00:00:00 ,"Rafael Nadal/Tommy Robredo" ,"Jonathan Erlich/Andy Ram" ,2 ,1 ,7 ,4 ,6 , , ,6 ,6 ,3 , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-12 00:00:00 ,"Wayne Arthurs/Paul Hanley" ,"Lucas Arnold Ker/Mariano Hood" ,2 ,0 ,7 ,6 , , , ,5 ,3 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-12 00:00:00 ,"Jonas Bjorkman/Todd Woodbridge" ,"Albert Costa/Feliciano Lopez" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-12 00:00:00 ,"Agustin Calleri/Filippo Volandri" ,"Mark Knowles/Daniel Nestor" ,2 ,0 ,7 ,7 , , , ,5 ,5 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-12 00:00:00 ,"Olivier Rochus/Kevin Ullyett" ,"Ashley Fisher/Todd Perry" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-12 00:00:00 ,"Jeff Coetzee/Chris Haggard" ,"Tomas Cibulec/Leos Friedl" ,2 ,1 ,6 ,3 ,6 , , ,3 ,6 ,2 , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-12 00:00:00 ,"Jared Palmer/Pavel Vizner" ,"Devin Bowen/Alberto Martin" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-12 00:00:00 ,"Mahesh Bhupathi/Fabrice Santoro" ,"Gaston Gaudio/Nicolas Lapentti" ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-12 00:00:00 ,"Mark Nielsen/Simon Rea" ,"Daniel King Turner/Matthew Prentice" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-13 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Nathan Healey/Jordan Kerr" ,2 ,1 ,6 ,6 ,6 , , ,7 ,4 ,3 , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-13 00:00:00 ,"Martin Damm/Cyril Suk" ,"Juan Ignacio Chela/Nicolas Massu" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-13 00:00:00 ,"Yves Allegro/Rainer Schuettler" ,"Tom Vanhoudt/Martin Verkerk" ,2 ,1 ,3 ,7 ,7 , , ,6 ,6 ,5 , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-13 00:00:00 ,"Gaston Etlis/Martin Rodriguez" ,"Martin Garcia/Fernando Gonzalez" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-13 00:00:00 ,"Jiri Novak/Radek Stepanek" ,"Scott Humphries/Mark Merklein" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-13 00:00:00 ,"Jarkko Nieminen/Graydon Oliver" ,"Simon Aspelin/Massimo Bertolini" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-13 00:00:00 ,"Jan Michael Gambill/Brian MacPhie" ,"Robbie Koenig/Petr Pala" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-14 00:00:00 ,"Yves Allegro/Rainer Schuettler" ,"Wayne Arthurs/Paul Hanley" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-14 00:00:00 ,"Jonathan Erlich/Sebastian Prieto" ,"Joshua Eagle/Nenad Zimonjic" ,2 ,1 ,6 ,3 ,6 , , ,3 ,6 ,0 , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-14 00:00:00 ,"Agustin Calleri/Filippo Volandri" ,"Martin Damm/Cyril Suk" ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-14 00:00:00 ,"Jeff Coetzee/Chris Haggard" ,"Mark Nielsen/Simon Rea" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-14 00:00:00 ,"Jiri Novak/Radek Stepanek" ,"Gaston Etlis/Martin Rodriguez" ,2 ,0 ,6 ,7 , , , ,2 ,6 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-14 00:00:00 ,"Jared Palmer/Pavel Vizner" ,"Jarkko Nieminen/Graydon Oliver" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-15 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Jonathan Erlich/Sebastian Prieto" ,2 ,1 ,6 ,6 ,7 , , ,4 ,7 ,5 , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-15 00:00:00 ,"Jonas Bjorkman/Todd Woodbridge" ,"Olivier Rochus/Kevin Ullyett" ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-15 00:00:00 ,"Jiri Novak/Radek Stepanek" ,"Jeff Coetzee/Chris Haggard" ,2 ,0 ,7 ,6 , , , ,5 ,1 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-16 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Yves Allegro/Rainer Schuettler" ,1 ,0 ,5 , , , , ,2 , , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-16 00:00:00 ,"Jonas Bjorkman/Todd Woodbridge" ,"Agustin Calleri/Filippo Volandri" ,2 ,0 ,7 ,6 , , , ,6 ,2 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-16 00:00:00 ,"Mahesh Bhupathi/Fabrice Santoro" ,"Jan Michael Gambill/Brian MacPhie" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-16 00:00:00 ,"Mahesh Bhupathi/Fabrice Santoro" ,"Jared Palmer/Pavel Vizner" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,atp ,ATP
"Adidas International - Sydney 2004" ,2004-01-17 00:00:00 ,"Jonas Bjorkman/Todd Woodbridge" ,"Bob Bryan/Mike Bryan" ,2 ,0 ,7 ,7 , , , ,6 ,5 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2004" ,2004-01-17 00:00:00 ,"Mahesh Bhupathi/Fabrice Santoro" ,"Jiri Novak/Radek Stepanek" ,2 ,1 ,4 ,7 ,6 , , ,6 ,5 ,3 , , ,HARD ,atp ,ATP
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Wayne Black/Kevin Ullyett" ,"Ruben Ramirez Hidalgo/David Sanchez Munoz" ,2 ,0 ,6 ,6 , , , ,0 ,2 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Mark Knowles/Daniel Nestor" ,"David Ferrer/Filippo Volandri" ,2 ,0 ,7 ,7 , , , ,6 ,5 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Martin Damm/Cyril Suk" ,"Andrei Pavel/Tom Vanhoudt" ,2 ,1 ,4 ,6 ,7 , , ,6 ,3 ,5 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Michael Llodra/Fabrice Santoro" ,"Raemon Sluiter/Martin Verkerk" ,2 ,0 ,6 ,7 , , , ,2 ,6 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Wayne Arthurs/Paul Hanley" ,"Karol Beck/Dominik Hrbaty" ,2 ,0 ,6 ,7 , , , ,3 ,6 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Jonas Bjorkman/Todd Woodbridge" ,"Scott Humphries/Mark Merklein" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Petr Luxa/David Skoch" ,"Karol Kucera/Bohdan Ulihrach" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Mahesh Bhupathi/Max Mirnyi" ,"Devin Bowen/Ashley Fisher" ,2 ,1 ,6 ,4 ,6 , , ,3 ,6 ,3 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Jiri Novak/Radek Stepanek" ,"Robert Kendrick/Vince Spadea" ,2 ,1 ,6 ,1 ,6 , , ,2 ,6 ,2 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Jonathan Erlich/Andy Ram" ,"Juan Carlos Ferrero/Guillermo Garcia Lopez" ,2 ,1 ,2 ,6 ,6 , , ,6 ,4 ,3 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Rafael Nadal/Tommy Robredo" ,"Lucas Arnold Ker/Mariano Hood" ,2 ,1 ,6 ,4 ,6 , , ,4 ,6 ,1 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Andre Sa/Flavio Saretta" ,"Yves Allegro/Roger Federer" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Mario Ancic/Feliciano Lopez" ,"Adam Kennedy/Todd Reid" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Alberto Martin/Albert Portas" ,"Galo Blanco/Albert Costa" ,1 ,0 ,3 ,3 , , , ,6 ,0 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Wayne Ferreira/Rick Leach" ,"Prakash Amritraj/Hyung Taik Lee" ,1 ,0 ,7 ,4 , , , ,6 , , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Nicolas Kiefer/Rainer Schuettler" ,"Raphael Durek/Alun Jones" ,2 ,1 ,6 ,6 ,6 , , ,7 ,1 ,4 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-21 00:00:00 ,"Hicham Arazi/Nicolas Mahut" ,"Nikolay Davydenko/Irakli Labadze" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-22 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Fernando Gonzalez/Nicolas Massu" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-22 00:00:00 ,"Gaston Etlis/Martin Rodriguez" ,"Jan Michael Gambill/Brian MacPhie" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-22 00:00:00 ,"Jeff Coetzee/Chris Haggard" ,"Joshua Eagle/Patrick Rafter" ,2 ,0 ,6 ,7 , , , ,2 ,5 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-22 00:00:00 ,"Frantisek Cermak/Leos Friedl" ,"Victor Hanescu/Davide Sanguinetti" ,2 ,1 ,5 ,6 ,7 , , ,7 ,4 ,6 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-22 00:00:00 ,"Julian Knowle/Michael Kohlmann" ,"Nathan Healey/Stephen Huss" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2004" ,2004-01-22 00:00:00 ,"Simon Aspelin/Massimo Bertolini" ,"Jordan Kerr/Graydon Oliver" ,2 ,1 ,6 ,1 ,7 , , ,2 ,6 ,6 , , ,HARD ,grandSlam ,GS
