tournament,date,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
"Launceston Challenger 2019" ,2019-01-29 00:00:00 ,"Maverick Banes/Blake Ellis" ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,2 ,1 ,6 ,4 ,1 , , ,4 ,6 ,8 , , ,HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-01-29 00:00:00 ,"Max Purcell/Luke Saville" ,"Jose Statham/Andrew Whittington" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-01-29 00:00:00 ,"Tristan Lamasine/Stephane Robert" ,"Steven Diez/Alexander Zhurbin" ,2 ,0 ,7 ,6 , , , ,5 ,1 , , , ,HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-29 00:00:00 ,"Adrian Menendez Maceiras/Sergiy Stakhovsky" ,"Jonathan Eysseric/Quentin Halys" ,2 ,1 ,6 ,6 ,1 , , ,7 ,3 ,6 , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-29 00:00:00 ,"Fabricio Neis/David Vega Hernandez" ,"Antoine Cornut Chauvinc/Hugo Gaston" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-30 00:00:00 ,"Evan King/Hunter Reese" ,"Maxime Cressy/Bernardo Saraiva" ,2 ,1 ,6 ,6 ,1 , , ,1 ,7 ,4 , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-30 00:00:00 ,"Robert Galloway/Nathaniel Lammons" ,"Luis David Martinez/Andreas Siljestrom" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-30 00:00:00 ,"Romain Arneodo/Andrei Vasilevski" ,"Roberto Quiroz/Fernando Romboli" ,2 ,0 ,6 ,7 , , , ,1 ,6 , , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-30 00:00:00 ,"Dustin Brown/Goncalo Oliveira" ,"Ruan Roelofse/Noah Rubin" ,2 ,1 ,3 ,7 ,1 , , ,6 ,6 ,8 , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-30 00:00:00 ,"Gijs Brouwer/Matias Franco Descotte" ,"Ruben Gonzales/Nathan Pasha" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-30 00:00:00 ,"Ante Pavic/Andrea Vavassori" ,"Stefan Kozlov/Alex Lawson" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,I. HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-01-30 00:00:00 ,"John Paul Fruttero/David Perez Sanz" ,"Dayne Kelly/Aleksandar Vukic" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-01-30 00:00:00 ,"Hiroki Moriya/Mohamed Safwat" ,"Pedro Martinez Portero/Bradley Mousley" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-01-30 00:00:00 ,"Matt Reid/Sem Verbeek" ,"Harry Bourchier/Christopher O'Connell" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , , ,HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-01-30 00:00:00 ,"Andre Goransson/Harri Heliovaara" ,"Tomislav Draganja/Tsung Hua Yang" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,5 , , ,HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-30 00:00:00 ,"Fabrice Martin/Hugo Nys" ,"Evan Furness/Manuel Guinard" ,2 ,0 ,7 ,6 , , , ,5 ,3 , , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-30 00:00:00 ,"Hubert Hurkacz/Szymon Walkow" ,"Andre Begemann/Rameez Junaid" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-30 00:00:00 ,"Sander Arends/Tristan Samuel Weissborn" ,"Javier Barranco Cosano/Raul Brancaccio" ,2 ,1 ,6 ,4 ,1 , , ,2 ,6 ,5 , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-30 00:00:00 ,"Elliot Benchetrit/Geoffrey Blancaneaux" ,"Scott Clayton/Adil Shamasdin" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-30 00:00:00 ,"David Pel/Antonio Sancic" ,"Cheng Peng Hsieh/Christopher Rungkat" ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-30 00:00:00 ,"Filippo Baldi/Luca Margaroli" ,"Gregoire Jacq/Hugo Voljacques" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-31 00:00:00 ,"Evan King/Hunter Reese" ,"N.Sriram Balaji/Hans Hach Verdugo" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-31 00:00:00 ,"Robert Galloway/Nathaniel Lammons" ,"Ante Pavic/Andrea Vavassori" ,1 ,0 ,w , , , , , , , , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-31 00:00:00 ,"Romain Arneodo/Andrei Vasilevski" ,"Dustin Brown/Goncalo Oliveira" ,2 ,1 ,7 ,3 ,1 , , ,6 ,6 ,9 , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-01-31 00:00:00 ,"Ian Dempster/Robert Kelly" ,"Gijs Brouwer/Matias Franco Descotte" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,I. HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-01-31 00:00:00 ,"Maverick Banes/Blake Ellis" ,"John Paul Fruttero/David Perez Sanz" ,2 ,1 ,4 ,6 ,1 , , ,6 ,3 ,1 , , ,HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-01-31 00:00:00 ,"Max Purcell/Luke Saville" ,"Tristan Lamasine/Stephane Robert" ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-01-31 00:00:00 ,"Matt Reid/Sem Verbeek" ,"Andre Goransson/Harri Heliovaara" ,2 ,1 ,6 ,3 ,1 , , ,4 ,6 ,8 , , ,HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-31 00:00:00 ,"Fabrice Martin/Hugo Nys" ,"Fabricio Neis/David Vega Hernandez" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-31 00:00:00 ,"Hubert Hurkacz/Szymon Walkow" ,"Adrian Menendez Maceiras/Sergiy Stakhovsky" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-31 00:00:00 ,"Sander Arends/Tristan Samuel Weissborn" ,"Elliot Benchetrit/Geoffrey Blancaneaux" ,2 ,1 ,6 ,3 ,1 , , ,2 ,6 ,2 , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-01-31 00:00:00 ,"David Pel/Antonio Sancic" ,"Filippo Baldi/Luca Margaroli" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-02-01 00:00:00 ,"Robert Galloway/Nathaniel Lammons" ,"Evan King/Hunter Reese" ,2 ,1 ,7 ,5 ,1 , , ,6 ,7 ,1 , , ,I. HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-02-01 00:00:00 ,"Max Purcell/Luke Saville" ,"Matt Reid/Sem Verbeek" ,2 ,1 ,6 ,2 ,1 , , ,4 ,6 ,1 , , ,HARD ,challeger ,ATP
"Launceston Challenger 2019" ,2019-02-01 00:00:00 ,"Hiroki Moriya/Mohamed Safwat" ,"Maverick Banes/Blake Ellis" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-02-01 00:00:00 ,"Fabrice Martin/Hugo Nys" ,"Sander Arends/Tristan Samuel Weissborn" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-02-01 00:00:00 ,"David Pel/Antonio Sancic" ,"Hubert Hurkacz/Szymon Walkow" ,2 ,1 ,7 ,6 ,1 , , ,6 ,7 ,4 , , ,I. HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-02-02 00:00:00 ,"Romain Arneodo/Andrei Vasilevski" ,"Ian Dempster/Robert Kelly" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,I. HARD ,challeger ,ATP
"Davis Cup, World Group, QR, AUS-BIH 4-0 2019" ,2019-02-02 00:00:00 ,"John Peers/Jordan Thompson" ,"Mirza Basic/Tomislav Brkic" ,2 ,0 ,7 ,6 , , , ,5 ,1 , , , ,HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, AUT-CHI 2-3 2019" ,2019-02-02 00:00:00 ,"Oliver Marach/Jurgen Melzer" ,"Marcelo Tomas Barrios Vera/Hans Podlipnik Castillo" ,2 ,1 ,6 ,2 ,7 , , ,4 ,6 ,5 , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, BRA-BEL 1-3 2019" ,2019-02-02 00:00:00 ,"Sander Gille/Joran Vliegen" ,"Marcelo Melo/Bruno Soares" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, CHN-JPN 2-3 2019" ,2019-02-02 00:00:00 ,"Mao Xin Gong/Ze Zhang" ,"Ben Mclachlan/Yasutaka Uchiyama" ,2 ,1 ,5 ,7 ,6 , , ,7 ,5 ,4 , , ,HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, COL-SWE 4-0 2019" ,2019-02-02 00:00:00 ,"Juan Sebastian Cabal/Robert Farah" ,"Markus Eriksson/Robert Lindstedt" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, CZE-NED 1-3 2019" ,2019-02-02 00:00:00 ,"Robin Haase/Jean Julien Rojer" ,"Lukas Rosol/Jiri Vesely" ,2 ,1 ,7 ,3 ,7 , , ,6 ,6 ,6 , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, GER-HUN 5-0 2019" ,2019-02-02 00:00:00 ,"Tim Puetz/Jan Lennard Struff" ,"Gabor Borsos/Peter Nagy" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, IND-ITA 1-3 2019" ,2019-02-02 00:00:00 ,"Rohan Bopanna/Divij Sharan" ,"Matteo Berrettini/Simone Bolelli" ,2 ,1 ,4 ,6 ,6 , , ,6 ,3 ,4 , , ,GRASS ,DAVIS ,ITF
"Davis Cup, World Group, QR, KAZ-POR 3-1 2019" ,2019-02-02 00:00:00 ,"Gastao Elias/Joao Sousa" ,"Timur Khabibulin/Aleksandr Nedovesov" ,2 ,1 ,3 ,6 ,6 , , ,6 ,3 ,4 , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, SUI-RUS 1-3 2019" ,2019-02-02 00:00:00 ,"Jerome Kym/Henri Laaksonen" ,"Evgeny Donskoy/Andrey Rublev" ,2 ,1 ,4 ,6 ,7 , , ,6 ,3 ,6 , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, SVK-CAN 2-3 2019" ,2019-02-02 00:00:00 ,"Martin Klizan/Filip Polasek" ,"Felix Auger Aliassime/Denis Shapovalov" ,2 ,1 ,3 ,7 ,6 , , ,6 ,5 ,3 , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, UZB-SRB 2-3 2019" ,2019-02-02 00:00:00 ,"Sanjar Fayziev/Denis Istomin" ,"Nikola Milojevic/Viktor Troicki" ,2 ,1 ,2 ,6 ,6 , , ,6 ,1 ,3 , , ,I. HARD ,DAVIS ,ITF
"Launceston Challenger 2019" ,2019-02-02 00:00:00 ,"Max Purcell/Luke Saville" ,"Hiroki Moriya/Mohamed Safwat" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,HARD ,challeger ,ATP
"Cleveland Challenger 2019" ,2019-02-03 00:00:00 ,"Romain Arneodo/Andrei Vasilevski" ,"Robert Galloway/Nathaniel Lammons" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,I. HARD ,challeger ,ATP
"Quimper Challenger 2019" ,2019-02-03 00:00:00 ,"Fabrice Martin/Hugo Nys" ,"David Pel/Antonio Sancic" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,I. HARD ,challeger ,ATP
"Cordoba Open - Cordoba 2019" ,2019-02-04 00:00:00 ,"Nicholas Monroe/Miguel Angel Reyes Varela" ,"Pablo Cuevas/Diego Sebastian Schwartzman" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,CLAY ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-04 00:00:00 ,"Leander Paes/Benoit Paire" ,"Jonathan Eysseric/Gilles Simon" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,I. HARD ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-04 00:00:00 ,"Luke Bambridge/Jonny O'Mara" ,"Austin Krajicek/Artem Sitak" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,I. HARD ,atp ,ATP
"Budapest Challenger 2019" ,2019-02-05 00:00:00 ,"Andre Begemann/Rameez Junaid" ,"Alexander Bublik/Daniel Masur" ,2 ,1 ,6 ,4 ,1 , , ,4 ,6 ,7 , , ,I. HARD ,challeger ,ATP
"Budapest Challenger 2019" ,2019-02-05 00:00:00 ,"Nikola Cacic/Nikola Milojevic" ,"Wilfredo Gonzalez/Sergio Martos Gornes" ,2 ,0 ,7 ,6 , , , ,5 ,3 , , , ,I. HARD ,challeger ,ATP
"Chennai Challenger 2019" ,2019-02-05 00:00:00 ,"Sidharth Rawat/Manish Sureshkumar" ,"Anirudh Chandrasekar/Abhinav Sanjeev Shanmugam" ,2 ,1 ,6 ,6 ,1 , , ,7 ,2 ,5 , , ,HARD ,challeger ,ATP
"Chennai Challenger 2019" ,2019-02-05 00:00:00 ,"N. Vijay Sundar Prashanth/Jose Statham" ,"Brydan Klein/Toshihide Matsui" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,challeger ,ATP
"Chennai Challenger 2019" ,2019-02-05 00:00:00 ,"Nam Hoang Ly/Sumit Nagal" ,"Ivan Nedelko/Alexander Zhurbin" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,challeger ,ATP
"Chennai Challenger 2019" ,2019-02-05 00:00:00 ,"Matt Reid/Luke Saville" ,"Blake Ellis/Bradley Mousley" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,HARD ,challeger ,ATP
"Cordoba Open - Cordoba 2019" ,2019-02-05 00:00:00 ,"Aljaz Bedene/Maximilian Marterer" ,"Guido Pella/Hans Podlipnik Castillo" ,2 ,1 ,4 ,6 ,1 , , ,6 ,1 ,5 , , ,CLAY ,atp ,ATP
"Cordoba Open - Cordoba 2019" ,2019-02-05 00:00:00 ,"Facundo Arguello/Pedro Cachin" ,"Roberto Carballes Baena/Malek Jaziri" ,2 ,1 ,6 ,6 ,1 , , ,7 ,2 ,8 , , ,CLAY ,atp ,ATP
"DIEMA XTRA Sofia Open - Sofia 2019" ,2019-02-05 00:00:00 ,"Simone Bolelli/Andreas Seppi" ,"Dominic Inglot/Franko Skugor" ,2 ,1 ,6 ,1 ,1 , , ,3 ,6 ,9 , , ,I. HARD ,atp ,ATP
"DIEMA XTRA Sofia Open - Sofia 2019" ,2019-02-05 00:00:00 ,"Cheng Peng Hsieh/Christopher Rungkat" ,"Marius Copil/Marton Fucsovics" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , , ,I. HARD ,atp ,ATP
"DIEMA XTRA Sofia Open - Sofia 2019" ,2019-02-05 00:00:00 ,"Alexander Donski/Alexandar Lazarov" ,"Nikoloz Basilashvili/Matthew Ebden" ,1 ,0 ,w , , , , , , , , , ,I. HARD ,atp ,ATP
"DIEMA XTRA Sofia Open - Sofia 2019" ,2019-02-05 00:00:00 ,"Denys Molchanov/Igor Zelenay" ,"Jean Julien Rojer/Horia Tecau" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,I. HARD ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-05 00:00:00 ,"Hugo Nys/Denis Shapovalov" ,"Jeremy Chardy/Fabrice Martin" ,2 ,1 ,6 ,6 ,1 , , ,4 ,7 ,7 , , ,I. HARD ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-05 00:00:00 ,"Marcin Matkowski/Philipp Oswald" ,"Steve Darcis/David Goffin" ,2 ,1 ,2 ,6 ,1 , , ,6 ,1 ,2 , , ,I. HARD ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-05 00:00:00 ,"Benjamin Bonzi/Antoine Hoang" ,"Constant Lestienne/Lucas Pouille" ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,I. HARD ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-05 00:00:00 ,"Radu Albot/Marcel Granollers" ,"Ugo Humbert/Nicolas Mahut" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,I. HARD ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-05 00:00:00 ,"Ken Skupski/Neal Skupski" ,"Robert Lindstedt/Tim Puetz" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,I. HARD ,atp ,ATP
"Budapest Challenger 2019" ,2019-02-06 00:00:00 ,"David Pel/Antonio Sancic" ,"Marc Andrea Huesler/Szymon Walkow" ,2 ,0 ,6 ,7 , , , ,3 ,6 , , , ,I. HARD ,challeger ,ATP
"Budapest Challenger 2019" ,2019-02-06 00:00:00 ,"Kevin Krawietz/Filip Polasek" ,"Mark Keki/Fabian Marozsan" ,2 ,0 ,6 ,7 , , , ,1 ,6 , , , ,I. HARD ,challeger ,ATP
"Budapest Challenger 2019" ,2019-02-06 00:00:00 ,"Maxime Janvier/Mark Vervoort" ,"Riccardo Bonadio/Peter Heller" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,I. HARD ,challeger ,ATP
"Budapest Challenger 2019" ,2019-02-06 00:00:00 ,"Filippo Baldi/Luca Margaroli" ,"Gabor Borsos/Peter Nagy" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,I. HARD ,challeger ,ATP
"Budapest Challenger 2019" ,2019-02-06 00:00:00 ,"Scott Clayton/Adil Shamasdin" ,"Lucas Miedler/Tristan Samuel Weissborn" ,2 ,1 ,3 ,6 ,1 , , ,6 ,4 ,7 , , ,I. HARD ,challeger ,ATP
"Budapest Challenger 2019" ,2019-02-06 00:00:00 ,"Tomasz Bednarek/Zdenek Kolar" ,"Zsombor Piros/David Szintai" ,1 ,0 ,w , , , , , , , , , ,I. HARD ,challeger ,ATP
"Chennai Challenger 2019" ,2019-02-06 00:00:00 ,"Tomislav Draganja/Tsung Hua Yang" ,"John Paul Fruttero/David Perez Sanz" ,2 ,1 ,6 ,2 ,1 , , ,4 ,6 ,1 , , ,HARD ,challeger ,ATP
"Chennai Challenger 2019" ,2019-02-06 00:00:00 ,"Andre Goransson/Harri Heliovaara" ,"Alejandro Davidovich Fokina/Corentin Moutet" ,1 ,0 ,w , , , , , , , , , ,HARD ,challeger ,ATP
"Chennai Challenger 2019" ,2019-02-06 00:00:00 ,"Ivan Gakhov/Alexander Pavlioutchenkov" ,"Laurynas Grigelis/Mohamed Safwat" ,2 ,1 ,6 ,7 ,1 , , ,7 ,6 ,8 , , ,HARD ,challeger ,ATP
"Cordoba Open - Cordoba 2019" ,2019-02-06 00:00:00 ,"Sander Gille/Joran Vliegen" ,"Marcelo Arevalo/James Cerretani" ,2 ,0 ,7 ,7 , , , ,5 ,6 , , , ,CLAY ,atp ,ATP
"Cordoba Open - Cordoba 2019" ,2019-02-06 00:00:00 ,"Roman Jebavy/Andres Molteni" ,"Nicolas Jarry/Paolo Lorenzi" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,CLAY ,atp ,ATP
"Cordoba Open - Cordoba 2019" ,2019-02-06 00:00:00 ,"Maximo Gonzalez/Horacio Zeballos" ,"Guido Andreozzi/Leonardo Mayer" ,2 ,0 ,6 ,6 , , , ,1 ,1 , , , ,CLAY ,atp ,ATP
"Cordoba Open - Cordoba 2019" ,2019-02-06 00:00:00 ,"Facundo Bagnis/Guillermo Duran" ,"Marcelo Demoliner/Frederik Nielsen" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,CLAY ,atp ,ATP
"Dallas Challenger 2019" ,2019-02-06 00:00:00 ,"Marcos Giron/Dennis Novikov" ,"Evan King/Hunter Reese" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,8 , , ,I. HARD ,challeger ,ATP
"Dallas Challenger 2019" ,2019-02-06 00:00:00 ,"Romain Arneodo/Andrei Vasilevski" ,"Mitchell Krueger/Nick Kyrgios" ,2 ,1 ,6 ,7 ,1 , , ,7 ,6 ,5 , , ,I. HARD ,challeger ,ATP
"Dallas Challenger 2019" ,2019-02-06 00:00:00 ,"N.Sriram Balaji/Hans Hach Verdugo" ,"Gonzalo Escobar/Nathan Pasha" ,2 ,0 ,6 ,7 , , , ,1 ,5 , , , ,I. HARD ,challeger ,ATP
"Dallas Challenger 2019" ,2019-02-06 00:00:00 ,"Roberto Maytin/Fernando Romboli" ,"Boris Arias/Ian Dempster" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,I. HARD ,challeger ,ATP
"DIEMA XTRA Sofia Open - Sofia 2019" ,2019-02-06 00:00:00 ,"Robin Haase/Matwe Middelkoop" ,"Adrian Andreev/Dimitar Kuzmanov" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,I. HARD ,atp ,ATP
"DIEMA XTRA Sofia Open - Sofia 2019" ,2019-02-06 00:00:00 ,"Rohan Bopanna/Divij Sharan" ,"Mate Pavic/Nenad Zimonjic" ,2 ,0 ,7 ,6 , , , ,6 ,2 , , , ,I. HARD ,atp ,ATP
"DIEMA XTRA Sofia Open - Sofia 2019" ,2019-02-06 00:00:00 ,"Nikola Mektic/Jurgen Melzer" ,"Santiago Gonzalez/Aisam Qureshi" ,2 ,0 ,7 ,7 , , , ,6 ,5 , , , ,I. HARD ,atp ,ATP
"DIEMA XTRA Sofia Open - Sofia 2019" ,2019-02-06 00:00:00 ,"Jeevan Nedunchezhiyan/Purav Raja" ,"Robert Galloway/Nathaniel Lammons" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,I. HARD ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-06 00:00:00 ,"Ivan Dodig/Edouard Roger Vasselin" ,"Denis Kudla/Andreas Mies" ,2 ,0 ,6 ,7 , , , ,1 ,5 , , , ,I. HARD ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-06 00:00:00 ,"Luke Bambridge/Jonny O'Mara" ,"Hugo Nys/Denis Shapovalov" ,2 ,1 ,3 ,7 ,1 , , ,6 ,5 ,8 , , ,I. HARD ,atp ,ATP
"Open Sud de France - Montpellier 2019" ,2019-02-06 00:00:00 ,"Leander Paes/Benoit Paire" ,"Radu Albot/Marcel Granollers" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , , ,I. HARD ,atp ,ATP
"Budapest Challenger 2019" ,2019-02-07 00:00:00 ,"Nikola Cacic/Nikola Milojevic" ,"David Pel/Antonio Sancic" ,2 ,1 ,6 ,5 ,1 , , ,4 ,7 ,5 , , ,I. HARD ,challeger ,ATP
"Budapest Challenger 2019" ,2019-02-07 00:00:00 ,"Scott Clayton/Adil Shamasdin" ,"Maxime Janvier/Mark Vervoort" ,2 ,0 ,6 ,7 , , , ,1 ,6 , , , ,I. HARD ,challeger ,ATP
"Budapest Challenger 2019" ,2019-02-07 00:00:00 ,"Kevin Krawietz/Filip Polasek" ,"Tomasz Bednarek/Zdenek Kolar" ,2 ,0 ,6 ,6 , , , ,0 ,4 , , , ,I. HARD ,challeger ,ATP
