tournament,date,date_real,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
M25 Weston 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Nicolas Mejia ,Gerardo Lopez Villasenor ,2,1,6,3,6, , ,1,6,1, , ,CLAY ,futures ,ITF
Quimper Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Sergiy Stakhovsky ,Lucas Miedler ,2,1,6,7,7, , ,7,6,6, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Adrian Menendez Maceiras ,Gregoire Jacq ,2,0,6,7, , , ,0,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Tobias Kamke ,Fabrizio Ornago ,2,0,6,6, , , ,0,4, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Daniel Brands ,Salvatore Caruso ,2,0,6,7, , , ,4,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Daniel Evans ,Quentin Halys ,2,1,2,6,7, , ,6,4,6, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Jurgen Zopp ,Javier Barranco Cosano ,2,0,6,7, , , ,1,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Constant Lestienne ,Manuel Guinard ,2,0,6,6, , , ,3,2, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,30/01/2019 00:00,2019-01-30 00:00:00,Roman Safiullin ,Richard Berankis ,2,0,6,7, , , ,3,6, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Marcos Giron ,Jeff Wolf ,2,1,6,6,7, , ,4,7,5, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Darian King ,Roy Smith ,1,0,6,3, , , ,4,0, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Mikael Torpegaard ,Miomir Kecmanovic ,2,1,7,4,7, , ,6,6,6, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Brayden Schnur ,Dustin Brown ,2,0,7,6, , , ,5,4, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Noah Rubin ,Ulises Blanch ,1,0,6,3,4, , ,3,6,2, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Jared Hiltzik ,Roberto Quiroz ,2,0,6,6, , , ,4,2, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Borna Gojo ,Filip Peliwo ,2,0,6,6, , , ,1,3, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Maxime Cressy ,Tim Smyczek ,2,0,6,6, , , ,4,3, , , ,I. HARD ,challeger ,ATP
Launceston Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Dudi Sela ,Pedro Martinez Portero ,1,0,6,5, , , ,4,1, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Lorenzo Giustino ,Maverick Banes ,2,0,7,6, , , ,6,3, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Luke Saville ,Go Soeda ,2,0,6,6, , , ,4,2, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Tristan Lamasine ,Tsung Hua Yang ,2,0,6,6, , , ,3,2, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Max Purcell ,Yusuke Takahashi ,2,0,6,6, , , ,4,4, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Jay Clarke ,Tatsuma Ito ,2,1,6,6,7, , ,2,7,5, , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Lloyd Harris ,Harry Bourchier ,2,0,6,6, , , ,3,3, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Nicola Kuhn ,Sebastian Ofner ,2,0,7,6, , , ,6,3, , , ,HARD ,challeger ,ATP
M15 Monastir 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Evan Hoyt ,Jannik Sinner ,2,0,6,6, , , ,3,4, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Skander Mansouri ,Andres Artunedo Martinavarr ,2,0,6,6, , , ,2,4, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Orlando Luz ,Clement Larriere ,2,0,6,6, , , ,4,1, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Corentin Denolly ,Valentin Guenther ,2,0,6,6, , , ,3,4, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Felipe Meligeni Rodrigues Alves ,Aryan Goveas ,2,0,6,6, , , ,3,2, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Jacopo Berrettini ,Diego Hidalgo ,2,0,6,7, , , ,4,6, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Clement Tabur ,Erik Crepaldi ,2,0,6,7, , , ,3,5, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Gilbert Soares Klier Junior ,Aaron Schmid ,2,0,6,6, , , ,2,4, , , ,HARD ,futures ,ITF
M15 Palmanova 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Oriol Roca Batalla ,Miguel Semmler ,2,0,6,6, , , ,3,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Hernan Casanova ,Carlos Lopez Montagud ,2,1,3,6,6, , ,6,2,2, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Jaume Pla Malfeito ,Carlos Sanchez Jover ,2,0,6,6, , , ,3,4, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Omar Salman ,Simon Carr ,2,0,7,6, , , ,6,2, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Johan Nikles ,Teimuraz Gabashvili ,2,0,6,6, , , ,4,0, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Sergi Perez Contri ,Giovanni Fonio ,1,0,6, , , , ,2, , , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Dragos Nicolae Madaras ,Imanol Lopez Morillo ,2,0,6,6, , , ,0,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Pedro Vives Marcos ,Walter Trusendi ,2,0,6,6, , , ,4,2, , , ,CLAY ,futures ,ITF
M15 Sharm El Sheikh 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Karim Mohamed Maamoun ,Benjamin Lock ,2,0,6,6, , , ,2,3, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Laurent Lokoli ,Daniel Michalski ,2,1,5,6,6, , ,7,4,2, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Peter Kobelt ,Chun Hsin Tseng ,2,0,6,6, , , ,2,4, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Shintaro Imai ,Enrico Dalla Valle ,2,0,6,6, , , ,3,4, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Arthur Rinderknech ,Filip Bergevi ,2,0,7,7, , , ,5,5, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Pablo Vivero Gonzalez ,Yannick Mertens ,2,1,6,4,6, , ,2,6,2, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Lukas Klein ,Adrian Andrzejczuk ,2,1,5,6,6, , ,7,0,0, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Francesco Forti ,Jaroslav Pospisil ,2,1,7,6,6, , ,6,7,1, , ,HARD ,futures ,ITF
M25 Weston 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Joao Souza ,Ricardo Rodriguez Pace ,1,0,3, , , , ,1, , , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Christian Lindell ,Evan Zhu ,2,0,7,6, , , ,6,4, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Pietro Rondoni ,Martin Redlicki ,2,0,6,6, , , ,1,4, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Dmitry Popko ,Paul Oosterbaan ,2,0,6,6, , , ,2,2, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Alejandro Tabilo ,Pavel Krainik ,2,0,6,6, , , ,1,4, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Nicolas Mejia ,Nicolas Alvarez ,1,0,2, , , , ,0, , , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Patrick Kypson ,Yeudy Villar ,2,0,6,6, , , ,1,4, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Joao Lucas Reis Da Silva ,Strong Kirchheimer ,2,0,6,7, , , ,4,5, , , ,CLAY ,futures ,ITF
Quimper Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Tobias Kamke ,Sergiy Stakhovsky ,2,1,3,6,7, , ,6,3,6, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Matthias Bachinger ,Daniel Brands ,2,1,6,7,6, , ,7,6,3, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Daniel Evans ,Constant Lestienne ,2,1,3,7,7, , ,6,6,6, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Jurgen Zopp ,Adrian Menendez Maceiras ,2,0,6,7, , , ,2,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Gregoire Barrere ,Hubert Hurkacz ,2,1,7,6,6, , ,6,7,1, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Mathias Bourgue ,Pavel Kotov ,2,0,7,6, , , ,5,4, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Roman Safiullin ,Alexandre Muller ,2,0,6,7, , , ,4,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,31/01/2019 00:00,2019-01-31 00:00:00,Ugo Humbert ,Oscar Otte ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Marcos Giron ,Jared Hiltzik ,2,0,7,6, , , ,6,4, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Darian King ,Noah Rubin ,2,0,6,7, , , ,4,6, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Mikael Torpegaard ,Brayden Schnur ,2,0,7,6, , , ,5,3, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Maxime Cressy ,Borna Gojo ,2,0,6,6, , , ,4,2, , , ,I. HARD ,challeger ,ATP
"Davis Cup, World Group, QR, AUS-BIH 4-0 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,John Millman ,Damir Dzumhur ,2,0,6,6, , , ,3,2, , , ,HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, AUS-BIH 4-0 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Alex De Minaur ,Mirza Basic ,2,0,6,7, , , ,3,6, , , ,HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, AUT-CHI 2-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Dennis Novak ,Christian Garin ,2,0,6,6, , , ,4,4, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, AUT-CHI 2-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Nicolas Jarry ,Jurij Rodionov ,2,0,7,7, , , ,5,5, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, BRA-BEL 1-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Thiago Moura Monteiro ,Arthur De Greef ,2,0,6,6, , , ,3,2, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, BRA-BEL 1-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Kimmer Coppejans ,Rogerio Dutra Da Silva ,2,0,6,6, , , ,4,4, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, CHN-JPN 2-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Zhe Li ,Yoshihito Nishioka ,2,0,6,6, , , ,3,2, , , ,HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, CHN-JPN 2-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Taro Daniel ,Ze Zhang ,2,0,7,6, , , ,6,4, , , ,HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, COL-SWE 4-0 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Santiago Giraldo ,Elias Ymer ,2,0,6,6, , , ,2,4, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, COL-SWE 4-0 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Daniel Elahi Galan ,Mikael Ymer ,2,0,6,6, , , ,1,2, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, CZE-NED 1-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Robin Haase ,Lukas Rosol ,2,0,6,6, , , ,2,4, , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, CZE-NED 1-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Jiri Vesely ,Tallon Griekspoor ,2,1,5,6,6, , ,7,4,4, , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, GER-HUN 5-0 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Philipp Kohlschreiber ,Zsombor Piros ,2,1,6,7,6, , ,7,5,4, , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, GER-HUN 5-0 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Alexander Zverev ,Peter Nagy ,2,0,6,6, , , ,2,2, , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, IND-ITA 1-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Andreas Seppi ,Ramkumar Ramanathan ,2,0,6,6, , , ,4,2, , , ,GRASS ,DAVIS ,ITF
"Davis Cup, World Group, QR, IND-ITA 1-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Matteo Berrettini ,Prajnesh Gunneswaran ,2,0,6,6, , , ,4,3, , , ,GRASS ,DAVIS ,ITF
"Davis Cup, World Group, QR, KAZ-POR 3-1 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Mikhail Kukushkin ,Pedro Sousa ,2,0,6,6, , , ,2,0, , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, KAZ-POR 3-1 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Alexander Bublik ,Joao Sousa ,2,1,6,6,6, , ,7,4,4, , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, SUI-RUS 1-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Daniil Medvedev ,Henri Laaksonen ,2,1,7,6,6, , ,6,7,2, , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, SUI-RUS 1-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Karen Khachanov ,Marc Andrea Huesler ,2,0,6,7, , , ,3,5, , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, SVK-CAN 2-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Martin Klizan ,Felix Auger Aliassime ,2,0,7,6, , , ,5,3, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, SVK-CAN 2-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Denis Shapovalov ,Filip Horansky ,2,0,6,7, , , ,4,5, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, UZB-SRB 2-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Dusan Lajovic ,Sanjar Fayziev ,2,0,7,6, , , ,6,3, , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, UZB-SRB 2-3 2019 ",01/02/2019 00:00,2019-02-01 00:00:00,Filip Krajinovic ,Denis Istomin ,2,0,6,6, , , ,2,4, , , ,I. HARD ,DAVIS ,ITF
Launceston Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Dudi Sela ,Max Purcell ,2,0,7,7, , , ,6,5, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Lorenzo Giustino ,Jay Clarke ,1,0,3,7,4, , ,6,5,1, , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Luke Saville ,Tristan Lamasine ,2,0,6,6, , , ,4,4, , , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Lloyd Harris ,Nicola Kuhn ,2,0,6,7, , , ,4,6, , , ,HARD ,challeger ,ATP
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Dejan Katic ,Bulat Galiev ,2,0,6,6, , , ,2,3, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Wilson Leite ,Georg Winkler ,2,0,7,6, , , ,6,2, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Bruno Sant'Anna ,Louroi Martinez ,2,0,6,6, , , ,2,3, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Nik Razborsek ,Goran Markovic ,2,0,6,6, , , ,1,2, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Matej Sabanov ,Ioannis Stergiou ,2,0,6,6, , , ,4,4, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Markos Kalovelonis ,Damien Wenger ,2,0,6,6, , , ,1,4, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Bogdan Ionut Apostol ,Ivan Sabanov ,2,1,6,2,1, , ,2,6,5, , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Isaac Stoute ,Michalis Sakellaridis ,2,0,6,6, , , ,2,1, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Bogdan Borza ,Alexander Crnokrak ,2,1,6,3,1, , ,4,6,5, , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Saida'Lo Saidkarimov ,Klim Ivanov ,2,0,6,6, , , ,1,2, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Andres Fernandez Canovas ,Maciej Rajski ,1,0,6,2, , , ,4,0, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Nikita Mashtakov ,Alexandros Skorilas ,2,0,6,6, , , ,4,2, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Ergi Kirkin ,Sho Shimabukuro ,2,0,6,6, , , ,2,3, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Kirill Kivattsev ,Pavle Daljev ,2,0,6,6, , , ,4,4, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Juan Manuel Cerundolo ,Dejan Katic ,2,0,7,6, , , ,5,3, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Juan Manuel Cerundolo ,Kaya Arinc ,2,0,6,6, , , ,2,2, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Luis Gomar Monio ,Edris Fetisleam ,2,0,6,7, , , ,3,6, , , ,CLAY ,futures ,ITF
M15 Monastir 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Evan Hoyt ,Gilbert Soares Klier Junior ,2,0,6,6, , , ,2,2, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Skander Mansouri ,Felipe Meligeni Rodrigues Alves ,2,0,6,6, , , ,2,4, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Orlando Luz ,Jacopo Berrettini ,2,0,6,6, , , ,4,3, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Corentin Denolly ,Clement Tabur ,2,1,7,5,6, , ,6,7,1, , ,HARD ,futures ,ITF
M15 Palmanova 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Oriol Roca Batalla ,Pedro Vives Marcos ,2,0,7,6, , , ,6,2, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Hernan Casanova ,Sergi Perez Contri ,2,0,6,6, , , ,3,3, , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Omar Salman ,Dragos Nicolae Madaras ,2,1,3,6,6, , ,6,1,2, , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Johan Nikles ,Jaume Pla Malfeito ,2,0,6,6, , , ,3,3, , , ,CLAY ,futures ,ITF
M15 Sharm El Sheikh 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Karim Mohamed Maamoun ,Lukas Klein ,2,0,6,6, , , ,4,1, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Peter Kobelt ,Laurent Lokoli ,2,1,6,6,7, , ,4,7,6, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Shintaro Imai ,Pablo Vivero Gonzalez ,2,1,6,6,7, , ,3,7,6, , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Arthur Rinderknech ,Francesco Forti ,2,0,6,6, , , ,1,4, , , ,HARD ,futures ,ITF
M25 Weston 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Joao Souza ,Patrick Kypson ,1,0,w , , , , , , , , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Dmitry Popko ,Pietro Rondoni ,2,1,4,6,6, , ,6,4,2, , ,CLAY ,futures ,ITF
M25 Weston 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Alejandro Tabilo ,Nicolas Mejia ,2,1,4,7,6, , ,6,5,4, , ,CLAY ,futures ,ITF
M25 Weston 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Joao Lucas Reis Da Silva ,Christian Lindell ,2,0,6,6, , , ,4,3, , , ,CLAY ,futures ,ITF
Quimper Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Daniel Evans ,Roman Safiullin ,2,1,3,6,7, , ,6,3,6, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Gregoire Barrere ,Jurgen Zopp ,2,0,6,7, , , ,3,6, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Mathias Bourgue ,Matthias Bachinger ,2,1,4,6,6, , ,6,3,2, , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,01/02/2019 00:00,2019-02-01 00:00:00,Ugo Humbert ,Tobias Kamke ,2,1,6,6,6, , ,7,2,4, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Mikael Torpegaard ,Darian King ,2,1,6,3,6, , ,4,6,3, , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Maxime Cressy ,Marcos Giron ,2,1,6,3,6, , ,3,6,3, , ,I. HARD ,challeger ,ATP
Cordoba Open - Cordoba 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Paolo Lorenzi ,Facundo Arguello ,2,1,3,6,6, , ,6,3,4, , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Andrej Martin ,Federico Gaio ,2,0,6,6, , , ,3,1, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Alessandro Giannessi ,Facundo Diaz Acosta ,1,0,7,4,1, , ,6, ,2, , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Facundo Bagnis ,Marcelo Arevalo ,2,0,6,6, , , ,2,4, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Hugo Dellien ,Francisco Cerundolo ,2,0,6,6, , , ,4,3, , , ,CLAY ,atp ,ATP
