tournament,date,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
"Open 13 Provence - Marseille 2019" ,2019-02-18 00:00:00 ,"Ben McLachlan/Matwe Middelkoop" ,"Romain Arneodo/Damir Dzumhur" ,2 ,1 ,6 ,6 ,1 , , ,4 ,7 ,8 , , ,I. HARD ,atp ,ATP
"Bangkok Challenger 2019" ,2019-02-19 00:00:00 ,"Mao Xin Gong/Ze Zhang" ,"David Perez Sanz/Oriol Roca Batalla" ,2 ,0 ,7 ,6 , , , ,6 ,0 , , , ,HARD ,challeger ,ATP
"Bangkok Challenger 2019" ,2019-02-19 00:00:00 ,"Enrique Lopez Perez/Hiroki Moriya" ,"N.Sriram Balaji/Arjun Kadhe" ,2 ,1 ,5 ,6 ,1 , , ,7 ,4 ,9 , , ,HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-19 00:00:00 ,"Julian Ocleppo/Andrea Vavassori" ,"Wilfredo Gonzalez/Peter Heller" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,I. HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-19 00:00:00 ,"Tomislav Draganja/Andreas Siljestrom" ,"Tomasz Bednarek/Mohamed Safwat" ,2 ,0 ,6 ,7 , , , ,2 ,5 , , , ,I. HARD ,challeger ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-19 00:00:00 ,"Ken Skupski/Neal Skupski" ,"John Millman/Alexei Popyrin" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,atp ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-19 00:00:00 ,"Marcelo Arevalo/James Cerretani" ,"Ramkumar Ramanathan/Tim Smyczek" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,atp ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-19 00:00:00 ,"Nick Kyrgios/Jack Withrow" ,"Santiago Gonzalez/Aisam Qureshi" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , , ,HARD ,atp ,ATP
"Morelos Challenger 2019" ,2019-02-19 00:00:00 ,"Andre Goransson/Marc Andrea Huesler" ,"Andrea Collarini/Andrea Pellegrino" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-19 00:00:00 ,"Christian Harrison/Dennis Novikov" ,"Gerardo Lopez Villasenor/Manuel Sanchez" ,2 ,0 ,7 ,7 , , , ,5 ,5 , , , ,HARD ,challeger ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-19 00:00:00 ,"Sander Arends/Tristan Samuel Weissborn" ,"Petros Tsitsipas/Stefanos Tsitsipas" ,2 ,0 ,6 ,7 , , , ,1 ,5 , , , ,I. HARD ,atp ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-19 00:00:00 ,"Jonathan Eysseric/Gilles Simon" ,"Raven Klaasen/Michael Venus" ,2 ,1 ,4 ,6 ,1 , , ,6 ,3 ,6 , , ,I. HARD ,atp ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-19 00:00:00 ,"Jeevan Nedunchezhiyan/Purav Raja" ,"Oliver Marach/Mate Pavic" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,I. HARD ,atp ,ATP
"Bangkok Challenger 2019" ,2019-02-20 00:00:00 ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,"Chotiwat Naen Udorn/Patthravut Saimongkol" ,2 ,0 ,6 ,6 , , , ,1 ,0 , , , ,HARD ,challeger ,ATP
"Bangkok Challenger 2019" ,2019-02-20 00:00:00 ,"Ruben Gonzales/Alex Lawson" ,"Pruchya Isarow/Chanchin Sookton Eng" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,challeger ,ATP
"Bangkok Challenger 2019" ,2019-02-20 00:00:00 ,"Francis Casey Alcantara/Bernardo Saraiva" ,"Jonathan Erlich/Saketh Sai Myneni" ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,HARD ,challeger ,ATP
"Bangkok Challenger 2019" ,2019-02-20 00:00:00 ,"Max Purcell/Matt Reid" ,"Harri Heliovaara/Toshihide Matsui" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,4 , , ,HARD ,challeger ,ATP
"Bangkok Challenger 2019" ,2019-02-20 00:00:00 ,"Zhe Li/Goncalo Oliveira" ,"Timur Khabibulin/Tsung Hua Yang" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-20 00:00:00 ,"Laurynas Grigelis/Zdenek Kolar" ,"David Pel/Antonio Sancic" ,2 ,1 ,6 ,3 ,1 , , ,3 ,6 ,4 , , ,I. HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-20 00:00:00 ,"Scott Clayton/Adil Shamasdin" ,"Walter Trusendi/Matteo Viola" ,2 ,1 ,2 ,6 ,1 , , ,6 ,3 ,8 , , ,I. HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-20 00:00:00 ,"Tomislav Brkic/Dustin Brown" ,"Karol Drzewiecki/Szymon Walkow" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,I. HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-20 00:00:00 ,"Sergio Martos Gornes/Hugo Voljacques" ,"Lorenzo Musetti/Giulio Zeppieri" ,2 ,1 ,7 ,4 ,1 , , ,6 ,6 ,5 , , ,I. HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-20 00:00:00 ,"Nikola Cacic/Mark Vervoort" ,"Luca Margaroli/David Vega Hernandez" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,I. HARD ,challeger ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-20 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Kevin Krawietz/Andreas Mies" ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,HARD ,atp ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-20 00:00:00 ,"Ken Skupski/Neal Skupski" ,"Paolo Lorenzi/Andreas Seppi" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,HARD ,atp ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-20 00:00:00 ,"Robert Lindstedt/Tim Puetz" ,"Roberto Maytin/Nathan Pasha" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,atp ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-20 00:00:00 ,"Adrian Mannarino/Hugo Nys" ,"Steve Johnson/Tennys Sandgren" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,atp ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-20 00:00:00 ,"Radu Albot/Yoshihito Nishioka" ,"Nick Kyrgios/Jack Withrow" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , , ,HARD ,atp ,ATP
"Morelos Challenger 2019" ,2019-02-20 00:00:00 ,"Emilio Gomez/Roberto Quiroz" ,"Evan King/Hunter Reese" ,2 ,1 ,6 ,6 ,1 , , ,7 ,3 ,4 , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-20 00:00:00 ,"Steven Diez/Roberto Ortega Olmedo" ,"Matias Franco Descotte/Camilo Ugo Carabelli" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-20 00:00:00 ,"Gonzalo Escobar/Luis David Martinez" ,"Roberto Cid/Pedja Krstin" ,1 ,0 ,w , , , , , , , , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-20 00:00:00 ,"Daniel Elahi Galan/Santiago Giraldo" ,"Joao Menezes/Joao Souza" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-20 00:00:00 ,"Hans Hach Verdugo/Ante Pavic" ,"Lucas Gomez/Thai Kwiatkowski" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-20 00:00:00 ,"Sergio Galdos/Federico Zeballos" ,"Facundo Mena/Milan Radojkovic" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , , ,HARD ,challeger ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-20 00:00:00 ,"Cheng Peng Hsieh/Christopher Rungkat" ,"Denis Kudla/David Marrero" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,I. HARD ,atp ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-20 00:00:00 ,"Jeremy Chardy/Fabrice Martin" ,"Andre Begemann/Rameez Junaid" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,I. HARD ,atp ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-20 00:00:00 ,"Jurgen Melzer/Philipp Oswald" ,"Matteo Berrettini/Simone Bolelli" ,1 ,0 ,w , , , , , , , , , ,I. HARD ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-20 00:00:00 ,"Marcelo Melo/Bruno Soares" ,"Mateus Alves (2001)/Thiago Seyboth Wild" ,2 ,1 ,7 ,3 ,1 , , ,6 ,6 ,8 , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-20 00:00:00 ,"Juan Sebastian Cabal/Robert Farah" ,"Nicholas Monroe/Miguel Angel Reyes Varela" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-20 00:00:00 ,"Luke Bambridge/Jonny O'Mara" ,"Thiago Moura Monteiro/Fernando Romboli" ,2 ,1 ,2 ,6 ,1 , , ,6 ,3 ,1 , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-20 00:00:00 ,"Marcelo Demoliner/Frederik Nielsen" ,"Pablo Cuevas/Marc Lopez" ,2 ,0 ,6 ,7 , , , ,0 ,6 , , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-20 00:00:00 ,"Thomaz Bellucci/Rogerio Dutra Da Silva" ,"Cameron Norrie/Joao Sousa" ,2 ,1 ,2 ,6 ,1 , , ,6 ,3 ,4 , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-20 00:00:00 ,"Maximo Gonzalez/Nicolas Jarry" ,"Marco Cecchinato/Dusan Lajovic" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-20 00:00:00 ,"Roman Jebavy/Andres Molteni" ,"Malek Jaziri/Leonardo Mayer" ,2 ,1 ,2 ,6 ,1 , , ,6 ,2 ,6 , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-20 00:00:00 ,"Nikola Mektic/Horacio Zeballos" ,"Austin Krajicek/Artem Sitak" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , , ,CLAY ,atp ,ATP
"Bangkok Challenger 2019" ,2019-02-21 00:00:00 ,"Max Purcell/Matt Reid" ,"Ruben Gonzales/Alex Lawson" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,challeger ,ATP
"Bangkok Challenger 2019" ,2019-02-21 00:00:00 ,"Ivan Gakhov/Gianluca Mager" ,"Vorachon Rakpuangchon/Tanakorn Srirat" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,challeger ,ATP
"Bangkok Challenger 2019" ,2019-02-21 00:00:00 ,"Enrique Lopez Perez/Hiroki Moriya" ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,challeger ,ATP
"Bangkok Challenger 2019" ,2019-02-21 00:00:00 ,"Zhe Li/Goncalo Oliveira" ,"Francis Casey Alcantara/Bernardo Saraiva" ,2 ,0 ,7 ,6 , , , ,5 ,3 , , , ,HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-21 00:00:00 ,"Laurynas Grigelis/Zdenek Kolar" ,"Liam Caruana/Jannik Sinner" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,I. HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-21 00:00:00 ,"Scott Clayton/Adil Shamasdin" ,"Tomislav Draganja/Andreas Siljestrom" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,I. HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-21 00:00:00 ,"Tomislav Brkic/Dustin Brown" ,"Julian Ocleppo/Andrea Vavassori" ,2 ,1 ,6 ,7 ,1 , , ,7 ,5 ,3 , , ,I. HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-21 00:00:00 ,"Nikola Cacic/Mark Vervoort" ,"Sergio Martos Gornes/Hugo Voljacques" ,2 ,1 ,4 ,7 ,1 , , ,6 ,5 ,7 , , ,I. HARD ,challeger ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-21 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Adrian Mannarino/Hugo Nys" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,atp ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-21 00:00:00 ,"Marcelo Arevalo/James Cerretani" ,"Robert Lindstedt/Tim Puetz" ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,HARD ,atp ,ATP
"Morelos Challenger 2019" ,2019-02-21 00:00:00 ,"Emilio Gomez/Roberto Quiroz" ,"Sergio Galdos/Federico Zeballos" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-21 00:00:00 ,"Gonzalo Escobar/Luis David Martinez" ,"Steven Diez/Roberto Ortega Olmedo" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-21 00:00:00 ,"Hans Hach Verdugo/Ante Pavic" ,"Christian Harrison/Dennis Novikov" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-21 00:00:00 ,"Andre Goransson/Marc Andrea Huesler" ,"Daniel Elahi Galan/Santiago Giraldo" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,HARD ,challeger ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-21 00:00:00 ,"Jeremy Chardy/Fabrice Martin" ,"Denys Molchanov/Igor Zelenay" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,I. HARD ,atp ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-21 00:00:00 ,"Sander Arends/Tristan Samuel Weissborn" ,"Jonathan Eysseric/Gilles Simon" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,9 , , ,I. HARD ,atp ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-21 00:00:00 ,"Jurgen Melzer/Philipp Oswald" ,"Jeevan Nedunchezhiyan/Purav Raja" ,2 ,1 ,7 ,6 ,1 , , ,6 ,7 ,8 , , ,I. HARD ,atp ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-21 00:00:00 ,"Ben McLachlan/Matwe Middelkoop" ,"Cheng Peng Hsieh/Christopher Rungkat" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,I. HARD ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-21 00:00:00 ,"Juan Sebastian Cabal/Robert Farah" ,"Luke Bambridge/Jonny O'Mara" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-21 00:00:00 ,"Thomaz Bellucci/Rogerio Dutra Da Silva" ,"Marcelo Melo/Bruno Soares" ,2 ,1 ,6 ,6 ,1 , , ,2 ,7 ,5 , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-21 00:00:00 ,"Maximo Gonzalez/Nicolas Jarry" ,"Nikola Mektic/Horacio Zeballos" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,1 , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-21 00:00:00 ,"Roman Jebavy/Andres Molteni" ,"Marcelo Demoliner/Frederik Nielsen" ,2 ,1 ,3 ,6 ,1 , , ,6 ,4 ,3 , , ,CLAY ,atp ,ATP
"Bangkok Challenger 2019" ,2019-02-22 00:00:00 ,"Mao Xin Gong/Ze Zhang" ,"Ivan Gakhov/Gianluca Mager" ,1 ,0 ,w , , , , , , , , , ,HARD ,challeger ,ATP
"Bangkok Challenger 2019" ,2019-02-22 00:00:00 ,"Zhe Li/Goncalo Oliveira" ,"Max Purcell/Matt Reid" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-22 00:00:00 ,"Laurynas Grigelis/Zdenek Kolar" ,"Scott Clayton/Adil Shamasdin" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , , ,I. HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-22 00:00:00 ,"Tomislav Brkic/Dustin Brown" ,"Nikola Cacic/Mark Vervoort" ,2 ,0 ,6 ,7 , , , ,3 ,6 , , , ,I. HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-22 00:00:00 ,"Gonzalo Escobar/Luis David Martinez" ,"Hans Hach Verdugo/Ante Pavic" ,2 ,1 ,1 ,6 ,1 , , ,6 ,3 ,8 , , ,HARD ,challeger ,ATP
"Morelos Challenger 2019" ,2019-02-22 00:00:00 ,"Andre Goransson/Marc Andrea Huesler" ,"Emilio Gomez/Roberto Quiroz" ,2 ,1 ,4 ,6 ,1 , , ,6 ,4 ,3 , , ,HARD ,challeger ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-22 00:00:00 ,"Ben McLachlan/Matwe Middelkoop" ,"Jurgen Melzer/Philipp Oswald" ,2 ,1 ,3 ,7 ,1 , , ,6 ,5 ,7 , , ,I. HARD ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-22 00:00:00 ,"Thomaz Bellucci/Rogerio Dutra Da Silva" ,"Roman Jebavy/Andres Molteni" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,CLAY ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-22 00:00:00 ,"Maximo Gonzalez/Nicolas Jarry" ,"Juan Sebastian Cabal/Robert Farah" ,2 ,1 ,3 ,7 ,1 , , ,6 ,5 ,7 , , ,CLAY ,atp ,ATP
"Bangkok Challenger 2019" ,2019-02-23 00:00:00 ,"Enrique Lopez Perez/Hiroki Moriya" ,"Mao Xin Gong/Ze Zhang" ,1 ,0 ,w , , , , , , , , , ,HARD ,challeger ,ATP
"Bergamo Challenger 2019" ,2019-02-23 00:00:00 ,"Laurynas Grigelis/Zdenek Kolar" ,"Tomislav Brkic/Dustin Brown" ,2 ,0 ,7 ,7 , , , ,5 ,6 , , , ,I. HARD ,challeger ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-23 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Marcelo Arevalo/James Cerretani" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,atp ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-23 00:00:00 ,"Ken Skupski/Neal Skupski" ,"Radu Albot/Yoshihito Nishioka" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,atp ,ATP
"Morelos Challenger 2019" ,2019-02-23 00:00:00 ,"Andre Goransson/Marc Andrea Huesler" ,"Gonzalo Escobar/Luis David Martinez" ,2 ,1 ,6 ,3 ,1 , , ,3 ,6 ,9 , , ,HARD ,challeger ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-23 00:00:00 ,"Jeremy Chardy/Fabrice Martin" ,"Sander Arends/Tristan Samuel Weissborn" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,I. HARD ,atp ,ATP
"Rio Open - Rio de Janeiro 2019" ,2019-02-23 00:00:00 ,"Maximo Gonzalez/Nicolas Jarry" ,"Thomaz Bellucci/Rogerio Dutra Da Silva" ,2 ,1 ,6 ,6 ,1 , , ,7 ,3 ,7 , , ,CLAY ,atp ,ATP
"Bangkok Challenger 2019" ,2019-02-24 00:00:00 ,"Zhe Li/Goncalo Oliveira" ,"Enrique Lopez Perez/Hiroki Moriya" ,2 ,0 ,6 ,6 , , , ,2 ,1 , , , ,HARD ,challeger ,ATP
"Delray Beach Open - Delray Beach 2019" ,2019-02-24 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Ken Skupski/Neal Skupski" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,HARD ,atp ,ATP
"Open 13 Provence - Marseille 2019" ,2019-02-24 00:00:00 ,"Jeremy Chardy/Fabrice Martin" ,"Ben McLachlan/Matwe Middelkoop" ,2 ,1 ,6 ,6 ,1 , , ,3 ,7 ,3 , , ,I. HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-25 00:00:00 ,"Feliciano Lopez/Marc Lopez" ,"Marcus Daniell/Wesley Koolhof" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-25 00:00:00 ,"Juan Sebastian Cabal/Robert Farah" ,"Nicolas Jarry/Andreas Seppi" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-25 00:00:00 ,"Alexander Zverev/Mischa Zverev" ,"Nicholas Monroe/Miguel Angel Reyes Varela" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-25 00:00:00 ,"Sander Gille/Joran Vliegen" ,"Guillermo Duran/Juan Ignacio Londero" ,2 ,1 ,6 ,5 ,1 , , ,4 ,7 ,5 , , ,CLAY ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-25 00:00:00 ,"Luke Bambridge/Jonny O'Mara" ,"Hugo Dellien/Guido Pella" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , , ,CLAY ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-25 00:00:00 ,"Nikoloz Basilashvili/Matthew Ebden" ,"Raven Klaasen/Michael Venus" ,2 ,1 ,7 ,3 ,1 , , ,6 ,6 ,3 , , ,HARD ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-25 00:00:00 ,"Leander Paes/Benoit Paire" ,"Rohan Bopanna/Divij Sharan" ,2 ,0 ,6 ,7 , , , ,2 ,6 , , , ,HARD ,atp ,ATP
