tournament,date,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
"Yokohama Challenger 2019" ,2019-02-25 00:00:00 ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,"Shinji Hazawa/Naoki Tajima" ,2 ,1 ,6 ,3 ,1 , , ,2 ,6 ,5 , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-25 00:00:00 ,"Ivan Gakhov/Alexander Pavlioutchenkov" ,"Blake Ellis/Jurij Rodionov" ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-25 00:00:00 ,"Toshihide Matsui/Kaito Uesugi" ,"Ruben Gonzales/Alex Lawson" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,HARD ,challeger ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-26 00:00:00 ,"Robert Lindstedt/Frances Tiafoe" ,"Jamie Murray/Bruno Soares" ,2 ,0 ,6 ,7 , , , ,2 ,6 , , , ,HARD ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-26 00:00:00 ,"Pablo Cuevas/Horacio Zeballos" ,"Marcelo Demoliner/Frederik Nielsen" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,CLAY ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-26 00:00:00 ,"Marcelo Arevalo/James Cerretani" ,"Romain Arneodo/Hugo Nys" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,CLAY ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-26 00:00:00 ,"Maximilian Marterer/Andreas Mies" ,"Igor Ribeiro Marcondes/Rafael Matos" ,2 ,1 ,6 ,6 ,1 , , ,7 ,0 ,6 , , ,CLAY ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-26 00:00:00 ,"Federico Delbonis/Maximo Gonzalez" ,"David Marrero/Philipp Oswald" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,CLAY ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-26 00:00:00 ,"Thomaz Bellucci/Rogerio Dutra Da Silva" ,"Leonardo Mayer/Joao Sousa" ,2 ,1 ,6 ,7 ,1 , , ,7 ,6 ,1 , , ,CLAY ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-26 00:00:00 ,"Roman Jebavy/Andres Molteni" ,"Roberto Carballes Baena/Malek Jaziri" ,2 ,0 ,6 ,6 , , , ,0 ,3 , , , ,CLAY ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-26 00:00:00 ,"Jean Julien Rojer/Horia Tecau" ,"Jurgen Melzer/Nenad Zimonjic" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-26 00:00:00 ,"Oliver Marach/Mate Pavic" ,"Ivan Dodig/Damir Dzumhur" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-26 00:00:00 ,"Ben Mclachlan/Jan Lennard Struff" ,"Dominic Inglot/Franko Skugor" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-26 00:00:00 ,"Jeevan Nedunchezhiyan/Purav Raja" ,"Henri Kontinen/John Peers" ,2 ,1 ,0 ,6 ,1 , , ,6 ,4 ,8 , , ,HARD ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-26 00:00:00 ,"Philipp Kohlschreiber/Fernando Verdasco" ,"Robin Haase/Matwe Middelkoop" ,2 ,1 ,5 ,6 ,1 , , ,7 ,3 ,4 , , ,HARD ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-26 00:00:00 ,"Rajeev Ram/Joe Salisbury" ,"Karen Khachanov/Daniil Medvedev" ,2 ,0 ,6 ,6 , , , ,2 ,1 , , , ,HARD ,atp ,ATP
"Indian Wells Challenger 2019" ,2019-02-26 00:00:00 ,"Alex Bolt/Sem Verbeek" ,"Robert Galloway/Nathaniel Lammons" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,6 , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-02-26 00:00:00 ,"Darian King/Hunter Reese" ,"Luis David Martinez/Lukas Rosol" ,2 ,0 ,6 ,7 , , , ,3 ,6 , , , ,HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-26 00:00:00 ,"Andre Begemann/Rameez Junaid" ,"Evan Furness/Gregoire Jacq" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,5 , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-26 00:00:00 ,"Benjamin Bonzi/Quentin Halys" ,"Jonathan Eysseric/David Vega Hernandez" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-26 00:00:00 ,"Luca Margaroli/Andrea Vavassori" ,"Wilfredo Gonzalez/Hugo Voljacques" ,1 ,0 ,6 ,2 , , , ,4 ,0 , , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-26 00:00:00 ,"Gerard Granollers/Lucas Miedler" ,"David Pel/Antonio Sancic" ,2 ,1 ,2 ,6 ,1 , , ,6 ,4 ,5 , , ,I. HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-26 00:00:00 ,"Moez Echargui/Skander Mansouri" ,"Masahiro Fukuda/Masamichi Imamura" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-26 00:00:00 ,"Yunseong Chung/Soon Woo Kwon" ,"Jimmy Wang/Tsung Hua Yang" ,2 ,1 ,6 ,4 ,1 , , ,2 ,6 ,7 , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-26 00:00:00 ,"Max Purcell/Luke Saville" ,"Guilherme Clezar/Gastao Elias" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-26 00:00:00 ,"Shintaro Imai/Bernardo Saraiva" ,"Goncalo Oliveira/Kaichi Uchida" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,challeger ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-27 00:00:00 ,"Bob Bryan/Mike Bryan" ,"John Millman/Neal Skupski" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-27 00:00:00 ,"Santiago Gonzalez/Aisam Qureshi" ,"Lukasz Kubot/Marcelo Melo" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-27 00:00:00 ,"Austin Krajicek/Artem Sitak" ,"Peter Gojowczyk/Kevin Krawietz" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-27 00:00:00 ,"Marcel Granollers/Nikola Mektic" ,"Hans Hach Verdugo/Ante Pavic" ,2 ,1 ,6 ,2 ,1 , , ,4 ,6 ,5 , , ,HARD ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-27 00:00:00 ,"Luke Bambridge/Jonny O'Mara" ,"Sander Gille/Joran Vliegen" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,CLAY ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-27 00:00:00 ,"Thomaz Bellucci/Rogerio Dutra Da Silva" ,"Marcelo Arevalo/James Cerretani" ,2 ,1 ,4 ,6 ,1 , , ,6 ,4 ,6 , , ,CLAY ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-27 00:00:00 ,"Roman Jebavy/Andres Molteni" ,"Maximilian Marterer/Andreas Mies" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,CLAY ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-27 00:00:00 ,"Jean Julien Rojer/Horia Tecau" ,"Nikoloz Basilashvili/Matthew Ebden" ,2 ,1 ,5 ,7 ,1 , , ,7 ,6 ,3 , , ,HARD ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-27 00:00:00 ,"Ben Mclachlan/Jan Lennard Struff" ,"Oliver Marach/Mate Pavic" ,2 ,0 ,7 ,7 , , , ,5 ,5 , , , ,HARD ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-27 00:00:00 ,"Rajeev Ram/Joe Salisbury" ,"Leander Paes/Benoit Paire" ,2 ,0 ,6 ,6 , , , ,1 ,3 , , , ,HARD ,atp ,ATP
"Indian Wells Challenger 2019" ,2019-02-27 00:00:00 ,"Matt Reid/John Patrick Smith" ,"Jason Jung/Evan King" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-02-27 00:00:00 ,"Lloyd Harris/Ruan Roelofse" ,"Mitchell Krueger/Jack Withrow" ,2 ,0 ,6 ,6 , , , ,2 ,0 , , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-02-27 00:00:00 ,"Jc Aragone/Marcos Giron" ,"Denis Istomin/Pedja Krstin" ,2 ,1 ,4 ,6 ,1 , , ,6 ,4 ,7 , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-02-27 00:00:00 ,"Miomir Kecmanovic/Dominik Koepfer" ,"Nathan Pasha/Donald Young" ,2 ,1 ,1 ,7 ,1 , , ,6 ,5 ,4 , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-02-27 00:00:00 ,"Christopher Eubanks/Thai Kwiatkowski" ,"Ruben Bemelmans/Yannick Maden" ,2 ,1 ,5 ,6 ,1 , , ,7 ,3 ,8 , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-02-27 00:00:00 ,"Kamil Majchrzak/Jurgen Zopp" ,"Evgeny Donskoy/Andrey Rublev" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-27 00:00:00 ,"Sander Arends/Tristan Samuel Weissborn" ,"Alexandre Muller/Nino Serdarusic" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-27 00:00:00 ,"Scott Clayton/Adil Shamasdin" ,"Fabrice Martin/Andrei Vasilevski" ,2 ,1 ,3 ,7 ,1 , , ,6 ,6 ,8 , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-27 00:00:00 ,"Andreas Siljestrom/Szymon Walkow" ,"Peter Heller/Roman Safiullin" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-27 00:00:00 ,"Alexis Musialek/Mathieu Perchicot" ,"Daniel Brands/Dustin Brown" ,2 ,0 ,6 ,7 , , , ,1 ,6 , , , ,I. HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-27 00:00:00 ,"John Paul Fruttero/David Perez Sanz" ,"Pedro Cachin/Hiroki Moriya" ,1 ,0 ,w , , , , , , , , , ,HARD ,challeger ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-28 00:00:00 ,"Feliciano Lopez/Marc Lopez" ,"Santiago Gonzalez/Aisam Qureshi" ,2 ,1 ,5 ,6 ,1 , , ,7 ,4 ,1 , , ,HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-28 00:00:00 ,"Alexander Zverev/Mischa Zverev" ,"Bob Bryan/Mike Bryan" ,2 ,1 ,5 ,6 ,1 , , ,7 ,4 ,7 , , ,HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-28 00:00:00 ,"Austin Krajicek/Artem Sitak" ,"Juan Sebastian Cabal/Robert Farah" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-02-28 00:00:00 ,"Marcel Granollers/Nikola Mektic" ,"Robert Lindstedt/Frances Tiafoe" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-02-28 00:00:00 ,"Federico Delbonis/Maximo Gonzalez" ,"Pablo Cuevas/Horacio Zeballos" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,CLAY ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-02-28 00:00:00 ,"Jeevan Nedunchezhiyan/Purav Raja" ,"Philipp Kohlschreiber/Fernando Verdasco" ,2 ,1 ,7 ,6 ,1 , , ,6 ,7 ,8 , , ,HARD ,atp ,ATP
"Indian Wells Challenger 2019" ,2019-02-28 00:00:00 ,"Matt Reid/John Patrick Smith" ,"Kamil Majchrzak/Jurgen Zopp" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,8 , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-02-28 00:00:00 ,"Jc Aragone/Marcos Giron" ,"Alex Bolt/Sem Verbeek" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-02-28 00:00:00 ,"Miomir Kecmanovic/Dominik Koepfer" ,"Lloyd Harris/Ruan Roelofse" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-02-28 00:00:00 ,"Darian King/Hunter Reese" ,"Christopher Eubanks/Thai Kwiatkowski" ,2 ,1 ,7 ,4 ,1 , , ,6 ,6 ,5 , , ,HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-28 00:00:00 ,"Sander Arends/Tristan Samuel Weissborn" ,"Gerard Granollers/Lucas Miedler" ,2 ,1 ,2 ,6 ,1 , , ,6 ,3 ,5 , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-28 00:00:00 ,"Scott Clayton/Adil Shamasdin" ,"Luca Margaroli/Andrea Vavassori" ,2 ,1 ,6 ,6 ,1 , , ,7 ,2 ,1 , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-28 00:00:00 ,"Andreas Siljestrom/Szymon Walkow" ,"Andre Begemann/Rameez Junaid" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,7 , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-02-28 00:00:00 ,"Alexis Musialek/Mathieu Perchicot" ,"Benjamin Bonzi/Quentin Halys" ,2 ,1 ,7 ,5 ,1 , , ,6 ,7 ,6 , , ,I. HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-28 00:00:00 ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,"John Paul Fruttero/David Perez Sanz" ,2 ,0 ,7 ,7 , , , ,5 ,6 , , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-28 00:00:00 ,"Moez Echargui/Skander Mansouri" ,"Ivan Gakhov/Alexander Pavlioutchenkov" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-28 00:00:00 ,"Yunseong Chung/Soon Woo Kwon" ,"Toshihide Matsui/Kaito Uesugi" ,2 ,1 ,3 ,7 ,1 , , ,6 ,5 ,4 , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-02-28 00:00:00 ,"Max Purcell/Luke Saville" ,"Shintaro Imai/Bernardo Saraiva" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,challeger ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-03-01 00:00:00 ,"Alexander Zverev/Mischa Zverev" ,"Feliciano Lopez/Marc Lopez" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,HARD ,atp ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-03-01 00:00:00 ,"Austin Krajicek/Artem Sitak" ,"Marcel Granollers/Nikola Mektic" ,2 ,1 ,6 ,3 ,1 , , ,3 ,6 ,1 , , ,HARD ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-03-01 00:00:00 ,"Luke Bambridge/Jonny O'Mara" ,"Thomaz Bellucci/Rogerio Dutra Da Silva" ,2 ,1 ,3 ,6 ,1 , , ,6 ,4 ,5 , , ,CLAY ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-03-01 00:00:00 ,"Federico Delbonis/Maximo Gonzalez" ,"Roman Jebavy/Andres Molteni" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,CLAY ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-03-01 00:00:00 ,"Ben Mclachlan/Jan Lennard Struff" ,"Jeevan Nedunchezhiyan/Purav Raja" ,2 ,1 ,6 ,6 ,1 , , ,7 ,4 ,1 , , ,HARD ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-03-01 00:00:00 ,"Rajeev Ram/Joe Salisbury" ,"Jean Julien Rojer/Horia Tecau" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,atp ,ATP
"Indian Wells Challenger 2019" ,2019-03-01 00:00:00 ,"Jc Aragone/Marcos Giron" ,"Miomir Kecmanovic/Dominik Koepfer" ,2 ,1 ,3 ,6 ,1 , , ,6 ,4 ,5 , , ,HARD ,challeger ,ATP
"Indian Wells Challenger 2019" ,2019-03-01 00:00:00 ,"Darian King/Hunter Reese" ,"Matt Reid/John Patrick Smith" ,2 ,1 ,6 ,4 ,1 , , ,4 ,6 ,6 , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-03-01 00:00:00 ,"Moez Echargui/Skander Mansouri" ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,2 ,1 ,4 ,6 ,1 , , ,6 ,3 ,6 , , ,HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-03-01 00:00:00 ,"Max Purcell/Luke Saville" ,"Yunseong Chung/Soon Woo Kwon" ,2 ,0 ,6 ,6 , , , ,4 ,0 , , , ,HARD ,challeger ,ATP
"Abierto Mexicano Telcel - Acapulco 2019" ,2019-03-02 00:00:00 ,"Alexander Zverev/Mischa Zverev" ,"Austin Krajicek/Artem Sitak" ,2 ,1 ,2 ,7 ,1 , , ,6 ,6 ,5 , , ,HARD ,atp ,ATP
"Brasil Open - Sao Paulo 2019" ,2019-03-02 00:00:00 ,"Federico Delbonis/Maximo Gonzalez" ,"Luke Bambridge/Jonny O'Mara" ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,CLAY ,atp ,ATP
"Dubai Duty Free Tennis Championships - Dubai 2019" ,2019-03-02 00:00:00 ,"Rajeev Ram/Joe Salisbury" ,"Ben Mclachlan/Jan Lennard Struff" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,atp ,ATP
"Indian Wells Challenger 2019" ,2019-03-02 00:00:00 ,"Jc Aragone/Marcos Giron" ,"Darian King/Hunter Reese" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-03-02 00:00:00 ,"Sander Arends/Tristan Samuel Weissborn" ,"Andreas Siljestrom/Szymon Walkow" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,I. HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-03-02 00:00:00 ,"Scott Clayton/Adil Shamasdin" ,"Alexis Musialek/Mathieu Perchicot" ,2 ,0 ,7 ,6 , , , ,5 ,2 , , , ,I. HARD ,challeger ,ATP
"Yokohama Challenger 2019" ,2019-03-02 00:00:00 ,"Moez Echargui/Skander Mansouri" ,"Max Purcell/Luke Saville" ,2 ,1 ,7 ,6 ,1 , , ,6 ,7 ,7 , , ,HARD ,challeger ,ATP
"Pau Challenger 2019" ,2019-03-03 00:00:00 ,"Scott Clayton/Adil Shamasdin" ,"Sander Arends/Tristan Samuel Weissborn" ,2 ,1 ,7 ,5 ,1 , , ,6 ,7 ,8 , , ,I. HARD ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-05 00:00:00 ,"Marcelo Tomas Barrios Vera/Gonzalo Lama" ,"Gonzalo Escobar/Fabricio Neis" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,CLAY ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-05 00:00:00 ,"Hugo Dellien/Guillermo Duran" ,"Daniel Gimeno Traver/Pedro Martinez Portero" ,2 ,1 ,5 ,6 ,1 , , ,7 ,3 ,7 , , ,CLAY ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-05 00:00:00 ,"Mao Xin Gong/Ze Zhang" ,"Marc Polmans/Brayden Schnur" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,HARD ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-05 00:00:00 ,"Di Wu/Yibing Wu" ,"Baptiste Crepatte/Karim Mohamed Maamoun" ,2 ,1 ,2 ,7 ,1 , , ,6 ,6 ,7 , , ,HARD ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-05 00:00:00 ,"Saketh Sai Myneni/Sanchai Ratiwatana" ,"N.Sriram Balaji/Hans Hach Verdugo" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-05 00:00:00 ,"Nikola Cacic/Hiroki Moriya" ,"Harri Heliovaara/Hans Podlipnik Castillo" ,2 ,0 ,7 ,6 , , , ,5 ,2 , , , ,HARD ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-06 00:00:00 ,"Facundo Mena/Renzo Olivo" ,"Andrea Collarini/Federico Coria" ,2 ,1 ,1 ,7 ,1 , , ,6 ,5 ,9 , , ,CLAY ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-06 00:00:00 ,"Facundo Arguello/Martin Cuevas" ,"Diego Hidalgo/Alejandro Tabilo" ,2 ,1 ,5 ,7 ,1 , , ,7 ,6 ,2 , , ,CLAY ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-06 00:00:00 ,"Franco Agamenone/Fernando Romboli" ,"Kimmer Coppejans/Andrej Martin" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,CLAY ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-06 00:00:00 ,"Sergio Galdos/Thiago Moura Monteiro" ,"Matias Franco Descotte/Camilo Ugo Carabelli" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,CLAY ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-06 00:00:00 ,"Gian Marco Moroni/Carlos Taberner" ,"Gerard Granollers/Sumit Nagal" ,2 ,1 ,7 ,5 ,1 , , ,6 ,7 ,5 , , ,CLAY ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-06 00:00:00 ,"Bastian Malla/Victor Nunez" ,"Joao Menezes/Joao Souza" ,1 ,0 ,w , , , , , , , , , ,CLAY ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-06 00:00:00 ,"Xin Gao/Zhizhen Zhang" ,"Enrique Lopez Perez/Blaz Rola" ,2 ,1 ,5 ,7 ,1 , , ,7 ,6 ,1 , , ,HARD ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-06 00:00:00 ,"Max Purcell/Luke Saville" ,"Yecong He/Zihao Xia" ,2 ,0 ,6 ,6 , , , ,4 ,1 , , , ,HARD ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-06 00:00:00 ,"Zhe Li/Goncalo Oliveira" ,"Mats Moraing/Oscar Otte" ,2 ,0 ,6 ,6 , , , ,3 ,1 , , , ,HARD ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-07 00:00:00 ,"Facundo Arguello/Martin Cuevas" ,"Bastian Malla/Victor Nunez" ,2 ,0 ,6 ,6 , , , ,2 ,1 , , , ,CLAY ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-07 00:00:00 ,"Marcelo Tomas Barrios Vera/Gonzalo Lama" ,"Sergio Galdos/Thiago Moura Monteiro" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,CLAY ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-07 00:00:00 ,"Franco Agamenone/Fernando Romboli" ,"Gian Marco Moroni/Carlos Taberner" ,2 ,1 ,5 ,6 ,1 , , ,7 ,2 ,8 , , ,CLAY ,challeger ,ATP
"Santiago Challenger 2019" ,2019-03-07 00:00:00 ,"Hugo Dellien/Guillermo Duran" ,"Facundo Mena/Renzo Olivo" ,2 ,1 ,6 ,4 ,1 , , ,1 ,6 ,6 , , ,CLAY ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-07 00:00:00 ,"Mao Xin Gong/Ze Zhang" ,"Di Wu/Yibing Wu" ,2 ,1 ,5 ,6 ,1 , , ,7 ,4 ,4 , , ,HARD ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-07 00:00:00 ,"Ruben Gonzales/Alex Lawson" ,"Javier Barranco Cosano/Raul Brancaccio" ,2 ,1 ,7 ,5 ,1 , , ,5 ,7 ,8 , , ,HARD ,challeger ,ATP
"Zhuhai Challenger 2019" ,2019-03-07 00:00:00 ,"Nikola Cacic/Hiroki Moriya" ,"Saketh Sai Myneni/Sanchai Ratiwatana" ,2 ,0 ,6 ,7 , , , ,2 ,5 , , , ,HARD ,challeger ,ATP
"BNP Paribas Open - Indian Wells 2019" ,2019-03-08 00:00:00 ,"Juan Sebastian Cabal/Robert Farah" ,"Alexander Zverev/Mischa Zverev" ,2 ,1 ,5 ,6 ,1 , , ,7 ,3 ,5 , , ,HARD ,atp ,ATP
"BNP Paribas Open - Indian Wells 2019" ,2019-03-08 00:00:00 ,"Pierre Hugues Herbert/Nicolas Mahut" ,"John Isner/Sam Querrey" ,2 ,1 ,6 ,6 ,1 , , ,7 ,4 ,1 , , ,HARD ,atp ,ATP
"BNP Paribas Open - Indian Wells 2019" ,2019-03-08 00:00:00 ,"Lukasz Kubot/Marcelo Melo" ,"Wesley Koolhof/Stefanos Tsitsipas" ,2 ,1 ,7 ,6 ,1 , , ,6 ,7 ,5 , , ,HARD ,atp ,ATP
"BNP Paribas Open - Indian Wells 2019" ,2019-03-08 00:00:00 ,"Henri Kontinen/John Peers" ,"Nikoloz Basilashvili/Artem Sitak" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , , ,HARD ,atp ,ATP
"BNP Paribas Open - Indian Wells 2019" ,2019-03-08 00:00:00 ,"Raven Klaasen/Michael Venus" ,"Maximo Gonzalez/Kei Nishikori" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,atp ,ATP
"BNP Paribas Open - Indian Wells 2019" ,2019-03-08 00:00:00 ,"Ben Mclachlan/Jan Lennard Struff" ,"Rajeev Ram/Joe Salisbury" ,2 ,0 ,7 ,6 , , , ,5 ,3 , , , ,HARD ,atp ,ATP
