tournament,date,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
"Aircel Chennai Open - Chennai 2011" ,2011-01-03 00:00:00 ,"Mahesh Bhupathi/Leander Paes" ,"Frank Dancevic/Stan Wawrinka" ,2 ,1 ,3 ,7 ,1 , , ,6 ,6 ,4 , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-03 00:00:00 ,"Philipp Marx/Ken Skupski" ,"Xavier Malisse/Jamie Murray" ,2 ,0 ,6 ,6 , , , ,3 ,1 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-03 00:00:00 ,"Robin Haase/David Martin" ,"Somdev Devvarman/Sanam Singh" ,2 ,1 ,5 ,6 ,1 , , ,7 ,2 ,8 , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-03 00:00:00 ,"Benjamin Becker/Michael Kohlmann" ,"Rameez Junaid/Tobias Kamke" ,2 ,1 ,6 ,1 ,1 , , ,4 ,6 ,1 , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-03 00:00:00 ,"Robert Lindstedt/Horia Tecau" ,"Eric Butorac/Jean Julien Rojer" ,2 ,1 ,6 ,7 ,1 , , ,7 ,6 ,2 , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-03 00:00:00 ,"Filip Polasek/Sergiy Stakhovsky" ,"Johan Brunstrom/Jarkko Nieminen" ,2 ,0 ,6 ,7 , , , ,3 ,6 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-03 00:00:00 ,"Teimuraz Gabashvili/Philipp Kohlschreiber" ,"Viktor Troicki/Nenad Zimonjic" ,2 ,1 ,6 ,6 ,1 , , ,4 ,7 ,5 , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-03 00:00:00 ,"Mohammad Ghareeb/Mubarak Shannan Zayid" ,"Reda El Amrani/Abdulrahman Al Harib" ,2 ,1 ,4 ,7 ,1 , , ,6 ,6 ,9 , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-04 00:00:00 ,"Marin Cilic/Ivan Dodig" ,"Leos Friedl/Jordan Kerr" ,2 ,0 ,6 ,7 , , , ,0 ,5 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-04 00:00:00 ,"Simone Bolelli/Janko Tipsarevic" ,"Divij Sharan/Vishnu Vardhan" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-04 00:00:00 ,"Philipp Petzschner/Alexander Peya" ,"Mardy Fish/Andy Roddick" ,2 ,1 ,7 ,3 ,1 , , ,5 ,6 ,9 , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-04 00:00:00 ,"Carsten Ball/Chris Guccione" ,"Lukasz Kubot/Oliver Marach" ,2 ,1 ,7 ,4 ,1 , , ,5 ,6 ,8 , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-04 00:00:00 ,"Max Mirnyi/Daniel Nestor" ,"Thiemo de Bakker/Dmitry Tursunov" ,2 ,1 ,3 ,6 ,1 , , ,6 ,3 ,5 , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-04 00:00:00 ,"Arnaud Clement/Michal Mertinak" ,"Alexandr Dolgopolov/Denis Istomin" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-04 00:00:00 ,"Daniele Bracciali/Andreas Seppi" ,"Daniel Gimeno Traver/Ruben Ramirez Hidalgo" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-04 00:00:00 ,"Marc Lopez/Rafael Nadal" ,"David Marrero/Pere Riba" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-04 00:00:00 ,"Marco Chiudinelli/Jo Wilfried Tsonga" ,"Guillermo Garcia Lopez/Rainer Schuettler" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-04 00:00:00 ,"Fabio Fognini/Igor Zelenay" ,"Ernests Gulbis/Mischa Zverev" ,2 ,1 ,7 ,3 ,1 , , ,5 ,6 ,5 , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-04 00:00:00 ,"Frantisek Cermak/Christopher Kas" ,"Mariusz Fyrstenberg/Victor Hanescu" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-05 00:00:00 ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,"Colin Fleming/Ross Hutchins" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-05 00:00:00 ,"Rohan Bopanna/Aisam Qureshi" ,"Marcos Daniel/Eduardo Schwank" ,2 ,0 ,6 ,7 , , , ,3 ,6 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-05 00:00:00 ,"Scott Lipsky/Rajeev Ram" ,"Dustin Brown/Rogier Wassen" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-05 00:00:00 ,"Max Mirnyi/Daniel Nestor" ,"Benjamin Becker/Michael Kohlmann" ,2 ,0 ,6 ,6 , , , ,1 ,2 , , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-05 00:00:00 ,"Lukas Dlouhy/Paul Hanley" ,"Jonathan Erlich/Andy Ram" ,2 ,0 ,7 ,6 , , , ,6 ,2 , , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-05 00:00:00 ,"Matthew Ebden/Peter Luczak" ,"Florent Serra/Gilles Simon" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-05 00:00:00 ,"Daniele Bracciali/Andreas Seppi" ,"Frantisek Cermak/Christopher Kas" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-05 00:00:00 ,"Marc Lopez/Rafael Nadal" ,"Mohammad Ghareeb/Mubarak Shannan Zayid" ,2 ,0 ,6 ,6 , , , ,2 ,0 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-05 00:00:00 ,"Teimuraz Gabashvili/Philipp Kohlschreiber" ,"Marco Chiudinelli/Jo Wilfried Tsonga" ,2 ,0 ,7 ,7 , , , ,6 ,5 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-05 00:00:00 ,"Fabio Fognini/Igor Zelenay" ,"Filip Polasek/Sergiy Stakhovsky" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-06 00:00:00 ,"Marin Cilic/Ivan Dodig" ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-06 00:00:00 ,"Simone Bolelli/Janko Tipsarevic" ,"Scott Lipsky/Rajeev Ram" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-06 00:00:00 ,"Robin Haase/David Martin" ,"Rohan Bopanna/Aisam Qureshi" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-06 00:00:00 ,"Philipp Petzschner/Alexander Peya" ,"Carsten Ball/Chris Guccione" ,2 ,0 ,6 ,6 , , , ,2 ,2 , , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-06 00:00:00 ,"Robert Lindstedt/Horia Tecau" ,"Matthew Ebden/Peter Luczak" ,2 ,1 ,6 ,6 ,1 , , ,3 ,7 ,1 , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-06 00:00:00 ,"Lukas Dlouhy/Paul Hanley" ,"Arnaud Clement/Michal Mertinak" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-06 00:00:00 ,"Daniele Bracciali/Andreas Seppi" ,"Fabio Fognini/Igor Zelenay" ,2 ,1 ,6 ,4 ,1 , , ,1 ,6 ,9 , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-06 00:00:00 ,"Marc Lopez/Rafael Nadal" ,"Teimuraz Gabashvili/Philipp Kohlschreiber" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-07 00:00:00 ,"Mahesh Bhupathi/Leander Paes" ,"Philipp Marx/Ken Skupski" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-07 00:00:00 ,"Lukas Dlouhy/Paul Hanley" ,"Max Mirnyi/Daniel Nestor" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,atp ,ATP
"Qatar ExxonMobil Open - Doha 2011" ,2011-01-07 00:00:00 ,"Marc Lopez/Rafael Nadal" ,"Daniele Bracciali/Andreas Seppi" ,2 ,0 ,6 ,7 , , , ,3 ,6 , , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-08 00:00:00 ,"Mahesh Bhupathi/Leander Paes" ,"Marin Cilic/Ivan Dodig" ,2 ,1 ,6 ,6 ,1 , , ,1 ,7 ,5 , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-08 00:00:00 ,"Robin Haase/David Martin" ,"Simone Bolelli/Janko Tipsarevic" ,2 ,1 ,2 ,6 ,1 , , ,6 ,3 ,7 , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-08 00:00:00 ,"Robert Lindstedt/Horia Tecau" ,"Philipp Petzschner/Alexander Peya" ,2 ,1 ,4 ,6 ,1 , , ,6 ,3 ,4 , , ,HARD ,atp ,ATP
"Aircel Chennai Open - Chennai 2011" ,2011-01-09 00:00:00 ,"Mahesh Bhupathi/Leander Paes" ,"Robin Haase/David Martin" ,2 ,1 ,6 ,6 ,1 , , ,2 ,7 ,7 , , ,HARD ,atp ,ATP
"Brisbane International - Brisbane 2011" ,2011-01-09 00:00:00 ,"Lukas Dlouhy/Paul Hanley" ,"Robert Lindstedt/Horia Tecau" ,1 ,0 ,6 , , , , ,4 , , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-10 00:00:00 ,"Marcel Granollers/Tommy Robredo" ,"Pablo Cuevas/Juan Monaco" ,2 ,1 ,7 ,5 ,1 , , ,6 ,7 ,6 , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-10 00:00:00 ,"Eric Butorac/Jean Julien Rojer" ,"David Ferrer/Albert Montanes" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-10 00:00:00 ,"Frantisek Cermak/Christopher Kas" ,"Marcus Daniell/Artem Sitak" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-10 00:00:00 ,"Julien Benneteau/Richard Gasquet" ,"Max Mirnyi/Daniel Nestor" ,2 ,1 ,1 ,7 ,1 , , ,6 ,6 ,6 , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-10 00:00:00 ,"Lukasz Kubot/Oliver Marach" ,"Matthew Ebden/Peter Luczak" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-10 00:00:00 ,"Rohan Bopanna/Aisam Qureshi" ,"Carsten Ball/Marinko Matosevic" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-10 00:00:00 ,"Mark Knowles/Michal Mertinak" ,"Jeremy Chardy/Gilles Simon" ,2 ,1 ,4 ,6 ,1 , , ,6 ,3 ,6 , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-11 00:00:00 ,"Nicolas Almagro/Marc Lopez" ,"Carlos Berlocq/Victor Hanescu" ,2 ,0 ,6 ,6 , , , ,2 ,4 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-11 00:00:00 ,"Johan Brunstrom/Stephen Huss" ,"Marcelo Melo/Bruno Soares" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-11 00:00:00 ,"Daniel Gimeno Traver/David Marrero" ,"Michael Kohlmann/Philipp Petzschner" ,2 ,0 ,7 ,6 , , , ,5 ,4 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-11 00:00:00 ,"Igor Andreev/Dmitry Tursunov" ,"Jonathan Erlich/Andy Ram" ,2 ,0 ,7 ,6 , , , ,5 ,0 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-11 00:00:00 ,"Juan Ignacio Chela/Guillermo Garcia Lopez" ,"Mariusz Fyrstenberg/Marcin Matkowski" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-12 00:00:00 ,"Marcel Granollers/Tommy Robredo" ,"Frantisek Cermak/Christopher Kas" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-12 00:00:00 ,"Santiago Gonzalez/Jamie Murray" ,"Scott Lipsky/Igor Zelenay" ,2 ,1 ,7 ,3 ,1 , , ,6 ,6 ,3 , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-12 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Dick Norman/Filip Polasek" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-12 00:00:00 ,"Lukas Dlouhy/Paul Hanley" ,"Denis Istomin/Eduardo Schwank" ,2 ,0 ,6 ,6 , , , ,4 ,2 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-12 00:00:00 ,"Juan Ignacio Chela/Guillermo Garcia Lopez" ,"Igor Andreev/Dmitry Tursunov" ,2 ,0 ,6 ,6 , , , ,4 ,3 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-13 00:00:00 ,"Nicolas Almagro/Marc Lopez" ,"Santiago Gonzalez/Jamie Murray" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-13 00:00:00 ,"Fabio Fognini/Pere Riba" ,"Jose Statham/Mikal Statham" ,2 ,0 ,6 ,6 , , , ,1 ,3 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-13 00:00:00 ,"Eric Butorac/Jean Julien Rojer" ,"Daniel Gimeno Traver/David Marrero" ,2 ,0 ,7 ,6 , , , ,6 ,4 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-13 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Mark Knowles/Michal Mertinak" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-13 00:00:00 ,"Rohan Bopanna/Aisam Qureshi" ,"Julien Benneteau/Richard Gasquet" ,1 ,0 ,w , , , , , , , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-13 00:00:00 ,"Lukas Dlouhy/Paul Hanley" ,"Lukasz Kubot/Oliver Marach" ,2 ,1 ,3 ,6 ,1 , , ,6 ,2 ,9 , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-14 00:00:00 ,"Marcel Granollers/Tommy Robredo" ,"Nicolas Almagro/Marc Lopez" ,2 ,0 ,7 ,6 , , , ,6 ,2 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-14 00:00:00 ,"Johan Brunstrom/Stephen Huss" ,"Fabio Fognini/Pere Riba" ,2 ,0 ,7 ,6 , , , ,5 ,2 , , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-14 00:00:00 ,"Johan Brunstrom/Stephen Huss" ,"Eric Butorac/Jean Julien Rojer" ,2 ,0 ,7 ,7 , , , ,5 ,6 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-14 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Juan Ignacio Chela/Guillermo Garcia Lopez" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-14 00:00:00 ,"Lukas Dlouhy/Paul Hanley" ,"Rohan Bopanna/Aisam Qureshi" ,2 ,1 ,7 ,4 ,1 , , ,5 ,6 ,8 , , ,HARD ,atp ,ATP
"Heineken Open - Auckland 2011" ,2011-01-15 00:00:00 ,"Marcel Granollers/Tommy Robredo" ,"Johan Brunstrom/Stephen Huss" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,atp ,ATP
"Medibank International - Sydney 2011" ,2011-01-15 00:00:00 ,"Lukas Dlouhy/Paul Hanley" ,"Bob Bryan/Mike Bryan" ,2 ,1 ,6 ,6 ,1 , , ,7 ,3 ,5 , , ,HARD ,atp ,ATP
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Scott Lipsky/Rajeev Ram" ,2 ,1 ,6 ,3 ,6 , , ,3 ,6 ,4 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Michael Llodra/Nenad Zimonjic" ,"Kevin Anderson/Victor Hanescu" ,2 ,0 ,6 ,6 , , , ,3 ,4 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Pablo Andujar/Daniel Gimeno Traver" ,"Pablo Cuevas/Eduardo Schwank" ,2 ,0 ,7 ,7 , , , ,6 ,5 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Carsten Ball/Chris Guccione" ,"James Lemke/Matt Reid" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"David Marrero/Ruben Ramirez Hidalgo" ,"Lukas Dlouhy/Paul Hanley" ,2 ,1 ,6 ,1 ,6 , , ,4 ,6 ,1 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Jurgen Melzer/Philipp Petzschner" ,"Brian Dabul/Santiago Giraldo" ,2 ,0 ,7 ,6 , , , ,6 ,1 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Sergiy Stakhovsky/Mikhail Youzhny" ,"Juan Ignacio Chela/Leonardo Mayer" ,2 ,0 ,7 ,6 , , , ,5 ,3 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Eric Butorac/Jean Julien Rojer" ,"Andrey Golubev/Denis Istomin" ,2 ,1 ,6 ,6 ,6 , , ,7 ,4 ,0 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Dustin Brown/Rogier Wassen" ,"Dmitry Tursunov/Mischa Zverev" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Santiago Gonzalez/Philipp Marx" ,"Dudi Sela/Andreas Seppi" ,2 ,1 ,7 ,3 ,7 , , ,6 ,6 ,6 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Max Mirnyi/Daniel Nestor" ,"James Duckworth/Benjamin Mitchell" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Mark Knowles/Michal Mertinak" ,"Teimuraz Gabashvili/Mikhail Kukushkin" ,2 ,0 ,6 ,7 , , , ,4 ,6 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Carlos Berlocq/Pere Riba" ,"Frantisek Cermak/Christopher Kas" ,2 ,0 ,6 ,7 , , , ,4 ,5 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Samuel Groth/Greg Jones" ,"Matthew Ebden/Peter Luczak" ,2 ,1 ,7 ,3 ,6 , , ,6 ,6 ,3 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Jeremy Chardy/Arnaud Clement" ,"Travis Parrott/Ken Skupski" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-19 00:00:00 ,"Alexandr Dolgopolov/Jan Hajek" ,"Fabio Fognini/Lukas Lacko" ,2 ,1 ,6 ,6 ,6 , , ,3 ,7 ,2 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Jonathan Erlich/Andy Ram" ,"Colin Fleming/Ross Hutchins" ,2 ,1 ,4 ,6 ,6 , , ,6 ,2 ,2 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Mariusz Fyrstenberg/Marcin Matkowski" ,"Guillermo Garcia Lopez/Albert Montanes" ,2 ,0 ,6 ,7 , , , ,3 ,5 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Mahesh Bhupathi/Leander Paes" ,"Ivo Karlovic/Dusan Vemic" ,2 ,1 ,5 ,6 ,6 , , ,7 ,3 ,0 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Yen Hsun Lu/Rainer Schuettler" ,"Simon Aspelin/Alexander Peya" ,2 ,0 ,7 ,7 , , , ,6 ,6 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Lukasz Kubot/Oliver Marach" ,"Johan Brunstrom/Stephen Huss" ,2 ,0 ,6 ,6 , , , ,3 ,3 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Benjamin Becker/Michael Kohlmann" ,"Sanchai Ratiwatana/Sonchat Ratiwatana" ,2 ,0 ,7 ,7 , , , ,5 ,5 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Daniele Bracciali/Potito Starace" ,"Nicolas Almagro/Marc Lopez" ,2 ,1 ,1 ,7 ,7 , , ,6 ,6 ,5 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Marcel Granollers/Tommy Robredo" ,"Edouard Roger Vasselin/Gilles Simon" ,2 ,0 ,6 ,6 , , , ,1 ,1 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Rohan Bopanna/Aisam Qureshi" ,"Franco Ferreiro/Andre Sa" ,2 ,0 ,6 ,6 , , , ,3 ,0 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Michael Berrer/Florian Mayer" ,"Rameez Junaid/Tobias Kamke" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Filip Polasek/Igor Zelenay" ,"Marcelo Melo/Bruno Soares" ,2 ,1 ,6 ,4 ,6 , , ,4 ,6 ,2 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Xavier Malisse/Jamie Murray" ,"Wesley Moodie/Dick Norman" ,2 ,0 ,6 ,6 , , , ,4 ,0 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Bjorn Phau/Janko Tipsarevic" ,"Ivan Ljubicic/Lovro Zovko" ,2 ,0 ,6 ,6 , , , ,1 ,4 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Ivan Dodig/Jarkko Nieminen" ,"Ashley Fisher/Jordan Kerr" ,2 ,0 ,6 ,6 , , , ,4 ,4 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Feliciano Lopez/Juan Monaco" ,"Marinko Matosevic/John Millman" ,2 ,1 ,3 ,6 ,6 , , ,6 ,0 ,1 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-20 00:00:00 ,"Colin Ebelthite/Adam Feeney" ,"Robert Lindstedt/Horia Tecau" ,1 ,0 ,4 ,0 , , , ,6 ,1 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-21 00:00:00 ,"Bob Bryan/Mike Bryan" ,"Carlos Berlocq/Pere Riba" ,2 ,0 ,7 ,6 , , , ,6 ,3 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-21 00:00:00 ,"Michael Llodra/Nenad Zimonjic" ,"Pablo Andujar/Daniel Gimeno Traver" ,2 ,0 ,6 ,6 , , , ,3 ,2 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-21 00:00:00 ,"Mariusz Fyrstenberg/Marcin Matkowski" ,"Yen Hsun Lu/Rainer Schuettler" ,2 ,0 ,6 ,6 , , , ,2 ,3 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-21 00:00:00 ,"Lukasz Kubot/Oliver Marach" ,"Samuel Groth/Greg Jones" ,2 ,0 ,6 ,6 , , , ,1 ,3 , , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-21 00:00:00 ,"Rohan Bopanna/Aisam Qureshi" ,"Jeremy Chardy/Arnaud Clement" ,2 ,1 ,6 ,4 ,6 , , ,3 ,6 ,4 , , ,HARD ,grandSlam ,GS
"Australian Open - Melbourne 2011" ,2011-01-21 00:00:00 ,"Carsten Ball/Chris Guccione" ,"Jonathan Erlich/Andy Ram" ,2 ,1 ,7 ,6 ,6 , , ,6 ,7 ,2 , , ,HARD ,grandSlam ,GS
